gene	Control_#1_T_cell	Control_#1_monocyte	Control_#1_neutrophil	Control_#1_platelet	Control_#1_B_cell	Control_#2_T_cell	Control_#2_monocyte	Control_#2_B_cell	Control_#2_neutrophil	Control_#3_T_cell	Control_#3_neutrophil	Control_#3_erythroid_lineage_cell	Control_#3_monocyte	Control_#3_platelet	Control_#3_B_cell	SARS_CoV2_pos_Mild_T_cell	SARS_CoV2_pos_Mild_neutrophil	SARS_CoV2_pos_Mild_B_cell	SARS_CoV2_pos_Mild_monocyte	SARS_CoV2_pos_Mild_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#1_platelet	SARS_CoV2_pos_Severe_#1_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#1_monocyte	SARS_CoV2_pos_Severe_#1_neutrophil	SARS_CoV2_pos_Severe_#1_T_cell	SARS_CoV2_pos_Severe_#1_B_cell	SARS_CoV2_pos_Severe_#2_monocyte	SARS_CoV2_pos_Severe_#2_neutrophil	SARS_CoV2_pos_Severe_#2_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#2_B_cell	SARS_CoV2_pos_Severe_#2_platelet	SARS_CoV2_pos_Severe_#2_T_cell	SARS_CoV2_pos_Severe_#3_T_cell	SARS_CoV2_pos_Severe_#3_B_cell
RPS19BP1	164	74	0	2	5	160	34	9	1	134	1	0	43	3	12	445	3	37	80	0	10	5	75	2	335	41	130	24	22	69	71	361	48	8
NAP1L1	978	282	0	83	37	925	359	69	0	700	6	0	571	75	101	2320	2	256	587	0	234	1	563	3	1489	283	874	53	42	518	1181	1787	164	32
FNBP1	419	142	1	0	11	520	113	37	2	316	9	0	140	0	25	1154	6	112	220	0	0	1	201	13	701	114	198	89	9	251	6	639	98	31
PTMA	5654	2027	5	43	232	5786	1753	458	1	4315	16	2	1829	74	479	15253	5	1567	3025	1	228	8	2810	13	10580	1902	3925	67	127	3192	632	12750	1488	297
USP7	116	91	3	1	6	136	46	7	2	96	4	4	69	1	10	226	2	21	75	1	3	46	107	9	240	76	103	26	146	79	6	202	27	0
GABRD	202	77	2	1	8	155	43	21	1	135	5	0	49	0	11	381	1	39	87	0	1	0	70	8	304	59	41	16	1	50	1	164	28	6
TCEA1	323	105	1	6	14	330	71	24	0	266	0	16	97	2	34	779	3	118	142	25	11	17	167	4	594	141	137	11	128	293	47	700	91	29
SECISBP2	281	75	0	8	12	203	59	15	2	168	2	0	57	3	20	548	5	60	96	1	11	16	109	13	434	92	88	22	27	151	39	393	31	9
H1-2	72	20	0	12	1	89	9	6	0	49	2	3	18	8	6	299	2	36	20	9	40	36	79	1	453	51	181	14	1130	180	229	639	45	8
CCDC157	150	58	1	0	2	145	39	8	5	84	7	0	42	1	10	348	7	25	108	0	1	1	124	19	207	55	41	26	4	40	0	152	22	7
LAMTOR4	326	265	3	1	14	318	229	18	10	258	34	1	245	1	34	869	18	71	361	0	2	2	360	46	508	92	429	303	17	128	18	638	86	12
TUBB4B	125	100	0	9	4	266	102	12	0	128	7	1	93	16	2	268	1	29	152	2	38	17	133	10	269	25	152	30	121	51	122	305	33	4
COMMD6	848	250	0	0	24	1052	199	58	4	774	4	0	301	0	67	2805	5	281	467	2	4	0	342	6	1437	274	365	47	24	416	8	1805	252	61
SRSF10	499	144	3	0	16	506	82	34	0	331	4	1	110	0	36	1072	3	118	208	1	3	3	213	8	893	220	186	31	11	329	9	968	77	22
HBA2	541	154	3	4	8	2018	188	33	2142	5132	763	96140	469	12	111	15717	3676	657	1334	112113	3676	450645	2902	2914	7071	1159	1994	4142	725036	762	4234	12072	888	177
NBR1	227	67	2	0	7	172	41	11	3	140	11	2	38	0	8	524	7	49	122	0	4	11	116	20	280	59	47	44	21	34	10	199	45	13
SUMO2	641	249	1	4	19	705	209	36	1	475	9	0	241	11	37	1909	5	181	432	2	33	4	420	15	1314	177	453	64	41	286	91	1469	160	36
TMEM120B	160	64	4	3	6	193	60	11	4	132	12	0	56	2	8	393	0	40	67	0	12	0	81	13	279	43	79	36	3	41	28	208	24	10
RPL14	5854	1030	0	0	148	5775	991	269	1	5073	8	1	1222	1	398	17573	2	1433	1864	1	2	18	1346	6	9105	1538	1588	59	147	2937	43	13290	1875	348
MSL1	103	53	3	0	2	109	47	4	6	86	21	0	33	0	7	257	15	15	89	0	2	0	104	43	124	31	48	139	5	20	1	113	23	6
FAM120AOS	403	159	2	0	20	377	93	31	1	242	17	0	108	1	18	933	14	91	213	1	0	6	230	33	664	154	136	78	16	156	12	548	90	29
NDUFA4	675	275	0	6	14	674	218	31	0	542	0	2	278	11	34	1841	1	127	447	1	46	24	405	2	1280	169	615	13	115	272	183	1743	218	40
LITAF	410	150	41	0	14	512	158	8	37	322	256	5	168	0	11	886	111	56	319	0	0	2	510	445	600	74	347	1311	16	113	10	627	51	7
ZNF33A	115	22	3	0	6	125	28	13	1	104	9	0	26	0	13	350	3	36	63	0	3	1	44	3	164	48	34	21	2	67	6	148	29	4
TSPYL1	345	50	0	0	13	310	37	21	1	244	2	2	38	1	15	566	5	50	69	2	1	10	56	3	326	63	40	30	16	112	7	347	39	9
SLC35E2B	514	140	2	2	28	466	118	34	5	393	27	0	116	3	27	1331	12	143	191	0	8	0	194	32	692	159	115	83	17	143	11	553	89	19
HMGB1	1387	534	2	37	52	1471	467	106	8	1028	27	1	385	56	71	4257	34	384	803	3	161	14	811	37	3737	483	616	231	57	640	270	3270	411	73
S100A4	2115	3619	15	0	3	2612	2595	13	26	2359	143	8	3207	0	15	5206	103	88	4996	6	6	9	7357	295	5042	88	8862	3508	51	265	58	6320	829	34
LCOR	116	72	2	0	8	137	76	6	3	77	9	0	65	1	7	320	10	47	114	2	3	4	127	28	215	72	115	82	22	75	21	210	16	10
PPIA	1167	411	1	7	38	1224	361	73	0	911	3	0	378	6	83	3104	2	317	678	2	23	5	608	7	2505	425	730	21	17	622	147	3103	356	85
CD55	341	390	18	1	19	294	198	34	19	202	119	6	348	3	23	675	25	96	191	5	6	18	535	91	322	114	559	502	125	176	33	447	30	15
ZNF34	523	154	7	0	17	451	132	24	2	313	20	0	118	1	31	1141	6	119	221	0	0	1	268	40	804	139	122	64	7	99	0	414	97	23
PTPN1	204	69	0	3	7	200	55	22	1	159	3	0	75	0	30	444	3	68	96	0	3	1	93	5	341	118	156	34	5	184	15	429	32	18
XRCC6	232	112	1	1	7	237	91	11	0	179	5	0	74	1	15	673	0	57	201	0	2	0	159	6	513	72	131	21	12	108	10	545	71	15
ZNF605	833	305	5	0	35	796	245	59	1	562	24	1	193	0	54	2395	18	257	390	0	2	0	455	45	1377	267	210	90	8	225	0	878	268	61
NACA	3895	1399	2	2	106	3695	1170	195	6	2879	15	13	1409	3	273	11008	6	1021	2342	23	11	100	1691	22	6084	1234	2370	131	373	1799	45	7799	1031	194
TOMM7	2500	520	0	0	59	1660	281	110	3	1542	2	0	330	2	128	5391	2	498	624	2	8	12	495	5	3070	513	441	13	49	715	5	3236	420	75
ZNF431	252	91	6	0	7	253	72	32	0	160	10	1	74	2	21	693	9	74	151	0	0	2	126	14	423	83	67	49	8	102	7	307	75	18
CD47	294	82	0	11	12	299	75	28	0	192	2	1	70	4	17	789	3	78	120	0	23	1	148	4	602	107	223	41	14	103	70	510	88	12
OR11G2	71	29	1	0	2	122	56	8	6	66	20	1	33	1	4	476	6	49	108	1	0	0	94	32	145	27	49	47	0	24	0	93	33	5
ARHGEF12	55	31	0	3	4	63	20	6	0	54	5	7	22	5	3	141	1	22	35	10	10	65	48	1	87	27	34	17	146	23	60	62	12	6
FLNA	379	308	1	37	5	414	245	9	2	347	7	0	293	46	13	804	1	37	467	1	134	2	548	15	692	38	385	46	10	68	241	600	99	8
CASP4	160	130	3	4	4	159	86	14	9	119	49	0	100	0	9	467	28	58	200	1	13	0	142	18	370	51	138	88	1	56	45	280	40	7
AP2A1	57	50	0	1	2	89	48	4	2	37	8	6	77	1	8	216	4	14	94	8	1	36	114	16	146	35	105	51	86	16	3	112	21	4
WDR45	510	141	3	3	12	425	114	31	3	303	22	1	112	1	23	905	5	87	129	18	7	43	172	25	524	103	122	47	146	81	7	379	54	14
METTL9	138	213	0	2	3	158	119	4	1	115	9	4	126	0	5	383	6	28	198	14	4	7	317	18	255	43	199	82	70	43	17	297	40	6
IGF2R	417	222	18	0	19	400	193	20	15	252	62	0	132	3	16	1264	35	127	283	3	1	7	374	93	719	119	203	205	16	84	3	387	142	33
PCBP2	782	403	2	3	35	777	333	49	7	521	27	5	279	8	61	1567	10	185	523	7	9	60	518	19	1236	278	403	111	141	318	34	1297	141	52
LRP10	218	55	2	4	6	174	58	19	6	141	25	5	51	1	8	459	13	51	98	4	4	81	99	22	300	51	71	122	152	67	24	246	62	10
PELI1	124	79	12	0	14	64	68	36	13	46	55	0	44	1	9	127	30	43	55	1	0	2	70	80	151	107	67	360	10	269	2	224	17	10
ZNF655	184	85	3	1	7	180	68	13	1	115	2	0	50	0	15	457	4	48	126	1	1	1	138	9	300	67	110	25	7	90	7	245	42	9
GSTK1	429	143	1	2	3	386	92	28	0	346	1	1	108	3	15	1139	1	64	222	4	3	7	181	3	808	38	200	28	8	95	20	837	158	8
MYO5A	426	222	3	0	14	422	155	27	4	329	17	1	179	0	34	942	10	79	329	1	1	1	342	25	730	151	168	70	4	141	7	433	99	19
PIGN	2010	393	10	0	76	1976	356	146	2	1384	31	0	306	0	143	4604	15	543	611	1	3	8	578	41	2818	614	415	75	70	695	9	2141	284	81
CDC42SE1	239	50	3	0	10	281	56	18	5	173	30	0	62	1	9	859	13	78	175	1	4	0	154	27	410	72	103	154	7	91	16	327	76	17
RPS26	4684	756	1	2	104	8304	1219	401	5	3571	5	1	776	0	224	2785	2	164	541	0	4	37	1112	14	7250	1202	1937	55	239	3135	18	14689	2295	363
PSAP	155	1686	5	4	8	152	1220	8	9	115	33	3	1308	3	13	322	12	25	1860	2	33	20	2125	29	248	74	1742	139	45	96	49	266	30	5
RPL37A	9558	2127	0	5	343	8234	1779	570	0	6705	4	2	2118	7	732	24775	4	2458	3726	12	9	60	2715	5	13523	3242	2301	60	254	3767	57	16085	2321	537
SPG7	203	78	3	0	3	188	62	4	2	127	3	0	89	1	15	695	2	71	114	0	0	3	166	14	354	87	94	39	3	56	4	274	64	17
S100A6	1260	3813	19	0	6	1594	2527	28	62	1322	231	2	3212	1	36	3695	175	140	5213	3	2	3	6136	238	2515	110	7117	4465	52	387	55	3886	480	32
RPL12	5714	1113	1	0	226	6279	1232	410	1	4603	15	4	1520	6	506	19531	8	2087	2627	11	6	100	1983	16	11091	2752	1734	57	202	3194	26	12412	1903	417
MBP	311	112	2	10	10	328	90	8	5	205	22	15	95	4	15	1132	9	56	183	12	20	15	140	27	660	37	161	133	44	69	51	486	98	4
IRAK4	122	22	1	0	4	67	16	4	2	54	3	1	22	0	8	229	3	25	46	0	5	0	62	3	143	27	32	28	1	24	9	128	14	5
RPS4X	8693	1692	1	3	270	8152	1300	496	1	6458	4	3	1690	2	631	24063	0	1920	2603	8	4	20	1361	1	9189	1670	2023	26	238	3964	28	18270	2359	469
GRK6	133	89	0	0	6	123	60	9	2	84	6	2	40	1	10	361	2	41	86	3	7	8	116	5	207	29	118	26	15	46	13	230	47	9
SFI1	607	252	11	1	13	562	152	25	10	407	43	1	157	0	39	1394	12	116	227	0	4	3	350	60	883	169	181	150	10	126	12	623	125	15
MIER1	217	90	1	1	2	248	59	19	1	169	8	1	73	1	11	609	14	35	122	0	1	1	141	19	434	78	137	100	18	102	13	410	44	4
RPL23A	9545	1387	0	1	344	8089	1237	505	0	7889	2	6	1529	0	741	24177	4	2496	2511	8	5	50	1632	2	13563	3269	1884	27	268	4824	19	18533	2394	561
UBL5	533	292	1	7	15	554	234	28	3	408	24	17	230	11	27	1563	5	99	396	8	27	110	380	24	910	117	445	220	261	181	144	1048	158	25
HELZ	192	85	1	0	5	207	70	9	1	137	4	0	55	2	9	405	3	29	123	0	5	8	145	2	388	46	69	12	27	62	3	324	28	6
ITSN2	144	117	6	0	7	158	115	23	2	118	7	1	104	0	21	426	5	81	163	0	2	1	210	15	280	148	135	64	4	178	7	251	22	10
OGA	338	57	2	0	13	337	60	27	1	243	25	1	63	0	26	674	10	93	104	0	0	11	120	20	485	127	99	106	58	156	5	471	42	13
YTHDF2	108	43	0	1	4	112	29	6	0	84	3	0	34	2	9	297	1	30	98	0	4	0	82	3	188	32	72	13	5	51	10	245	23	5
ATL1	2238	847	19	0	73	2000	615	131	29	1538	139	2	633	4	156	4972	57	521	984	5	9	4	1345	235	3185	723	655	557	40	648	41	2292	399	107
TLK1	154	32	0	22	4	177	31	13	1	104	2	0	24	16	21	487	3	57	40	0	73	2	54	6	296	68	46	30	5	84	195	276	37	6
BAZ1A	182	102	8	0	1	190	63	18	3	129	22	0	78	0	7	511	12	41	168	0	2	3	137	21	313	44	111	137	11	72	7	362	40	4
MDM4	341	182	5	0	17	355	121	43	6	220	12	0	98	0	36	777	8	138	199	0	0	3	231	36	533	249	163	50	14	240	6	546	80	26
CALM1	2205	428	0	35	31	2560	371	82	12	1894	28	0	341	36	81	5548	13	246	621	0	101	11	691	31	4217	390	1162	443	98	705	547	4812	565	70
MT-CO2	19834	8990	16	124	945	14527	5601	1158	37	19097	247	47	9115	294	1840	38436	35	5172	10199	24	500	353	16863	344	36846	9620	12082	765	465	8434	970	32873	4115	1147
MT-CYB	16592	4987	38	73	758	11006	2835	666	34	15649	272	71	4968	188	1248	24023	16	2476	4390	12	362	188	10293	271	27233	6247	7256	496	293	5481	633	21110	2830	685
MT-ND2	8719	3651	26	146	403	6834	2598	409	48	8593	243	42	4233	293	730	11909	42	1262	3959	14	488	134	7567	281	12073	3363	4883	333	219	2951	904	10665	941	245
MT-ND5	3514	1419	6	20	153	2899	963	162	8	4047	48	41	1589	32	276	7139	9	898	2050	7	60	118	2150	43	4540	1069	1695	78	101	1325	151	5033	852	213
MT-CO1	15583	11218	15	115	703	13325	6748	916	18	20410	185	339	12096	278	1784	36799	14	4768	12202	83	637	1039	19740	92	28094	6171	14089	631	900	7879	1489	31108	4217	1260
HMGN2	413	166	0	0	16	534	153	33	2	382	4	1	137	0	28	1625	6	140	377	1	4	3	237	4	1244	142	255	22	26	238	7	1460	138	32
UBE2J1	103	224	3	9	23	75	112	10	0	117	30	0	173	3	16	199	9	51	140	0	12	0	378	20	172	66	467	188	8	132	63	281	33	7
MT-ND3	22691	8759	25	70	1160	11777	5499	988	53	19028	205	57	8878	145	2212	34158	17	4749	8310	13	320	120	14281	272	24753	7491	6784	532	205	4614	298	17278	3327	1110
SELENOT	153	90	0	5	12	170	62	16	0	129	12	0	73	8	12	365	5	33	153	0	25	3	139	9	311	75	138	78	20	84	79	352	38	14
R3HDM4	93	27	6	13	5	73	23	8	12	67	55	18	28	6	1	249	18	31	61	26	26	73	56	52	205	12	31	192	170	52	88	178	27	4
RUNDC1	302	133	1	0	11	302	60	26	2	213	8	0	72	1	18	1032	8	123	223	1	0	1	243	17	521	115	81	60	7	86	0	289	125	38
MT-ND4	11803	5323	23	85	706	9848	3772	682	41	14844	381	64	6826	224	1383	23258	16	2924	5931	25	329	232	8921	214	19117	5251	7523	634	282	5543	680	19977	2895	845
MT-ND1	11747	6100	36	41	567	8636	4202	594	55	10766	214	38	5465	138	1019	19415	58	2106	6340	14	262	172	10817	324	18939	4770	6003	500	178	3809	377	13741	1094	325
CAPZA2	138	205	4	10	6	157	161	8	2	120	28	0	156	19	7	432	19	39	279	1	72	7	342	25	334	63	369	226	39	81	159	330	47	9
MT-ATP6	20730	7505	35	139	1026	15215	4702	906	50	22009	302	71	8341	367	1918	30362	22	3603	6394	20	639	328	13990	212	35783	8700	12489	701	430	9465	1137	35003	4238	1210
TOP1	205	132	4	5	5	212	113	15	4	210	23	51	84	1	20	552	10	71	197	24	28	186	219	28	403	97	210	75	927	122	113	404	69	18
RPL39	13506	2867	3	1	530	12285	2536	777	7	10098	40	5	2945	2	1023	34798	16	3642	4956	14	5	49	3468	65	19711	4411	3089	294	292	5863	35	23069	3217	747
MT-CO3	26799	9956	68	116	1302	16933	5478	1210	43	21458	340	88	8064	205	2116	47279	13	5527	10456	30	716	499	19609	238	43094	10452	12468	1196	641	9565	1078	37531	4818	1436
PJA2	198	95	2	2	6	166	109	14	5	156	23	0	99	3	13	432	16	58	184	0	3	1	209	23	295	105	173	154	14	125	28	368	50	10
E2F3P2	136	43	1	1	8	117	26	9	2	91	5	0	17	1	11	388	2	46	79	1	0	2	71	8	195	47	25	18	1	48	0	145	49	11
CARD16	134	232	0	1	2	159	175	8	4	91	20	0	169	1	8	421	37	30	400	0	4	0	290	11	303	21	432	194	3	40	48	315	41	5
MBD5	110	22	0	1	4	125	20	14	1	89	5	1	27	0	12	320	2	30	34	1	3	8	38	10	126	31	40	29	19	39	15	141	22	4
HLA-E	747	224	8	19	18	570	124	33	8	516	48	1	154	33	27	1298	33	115	186	0	52	1	212	84	686	84	253	342	14	208	191	996	68	11
RACK1	2885	996	1	1	103	2369	745	195	0	2119	3	1	922	1	229	8337	3	920	1539	4	6	14	1233	5	4884	1144	1181	39	94	1530	43	6015	803	159
ATXN2	222	85	3	1	5	274	60	21	3	194	16	1	61	0	20	677	7	73	150	0	2	2	150	22	350	79	59	63	7	37	16	226	56	14
FBXO48	875	251	15	1	37	783	257	53	17	570	43	1	198	5	44	2706	33	252	506	0	0	5	482	59	1436	251	290	203	21	286	10	1034	297	87
PRR13	191	150	2	0	9	272	141	18	2	205	27	0	106	0	24	698	13	78	277	1	6	2	224	22	429	60	230	149	9	106	20	486	79	27
SAMD9	100	34	4	0	2	129	30	3	4	89	5	5	13	0	9	440	15	34	117	9	0	24	51	11	221	37	37	42	135	27	4	197	32	6
TMSB4X	15042	8316	27	967	335	16281	6010	602	81	12077	288	12	7363	1304	524	45069	302	2706	11392	16	3171	29	10438	382	24639	2692	15389	3863	563	4260	10808	33115	4643	621
HMGN1	472	100	1	7	15	505	97	40	3	344	1	0	112	10	38	1572	4	186	155	0	64	0	139	2	1008	203	90	9	6	286	90	1093	206	41
C21orf62	789	315	11	1	25	684	229	57	1	506	26	0	223	0	55	1694	11	180	338	1	1	3	402	69	1131	225	198	134	17	190	3	804	137	30
HBA1	336	59	0	7	7	907	43	12	863	1949	253	45863	140	18	23	5869	1415	255	338	66024	1369	244837	792	931	2033	339	1244	3845	929017	484	4363	9601	776	132
HLA-E-1	1121	365	8	23	24	1703	491	81	12	1026	54	1	340	43	73	3658	46	356	731	0	197	1	865	104	2557	359	851	404	15	346	292	1865	354	56
MT-ND4L	715	481	1	9	50	628	394	57	9	846	49	6	543	23	118	1465	8	264	515	2	20	28	734	22	1043	438	403	48	32	347	28	841	130	59
RBM22P2	581	194	6	0	23	516	112	20	8	389	27	0	124	0	35	1013	5	110	244	0	2	0	254	43	784	131	130	79	6	109	1	492	88	25
ARL2	108	34	2	3	3	120	40	3	1	73	1	0	35	2	8	385	4	50	64	0	8	1	63	3	203	41	41	8	5	32	28	199	57	20
PPP1CB	363	235	5	4	5	312	129	15	4	274	23	10	161	1	4	754	7	42	263	27	3	79	263	16	549	73	254	162	176	78	28	545	57	11
RPS29	13653	1644	1	3	438	13818	1515	762	3	8485	5	0	1435	3	726	42451	5	3910	3196	6	10	49	2155	9	21084	3625	1297	68	166	3436	35	16855	4303	772
ITGA1	579	207	4	0	10	554	147	42	2	386	17	0	131	1	31	2613	8	264	418	0	0	9	424	54	1193	194	139	87	15	104	1	664	296	67
FIS1	224	87	0	0	4	207	81	9	1	174	5	14	67	1	16	553	2	56	116	20	8	153	101	5	313	52	120	22	459	78	31	461	49	15
MS4A4E	474	179	4	4	21	357	145	26	1	282	17	0	143	6	32	647	11	62	170	0	3	3	177	30	393	109	131	63	6	103	6	347	19	9
DDX3X	889	290	16	0	31	965	255	55	15	654	57	10	239	0	61	1646	28	132	384	5	14	40	333	45	678	178	363	307	123	438	39	1122	120	32
FNIP1	86	86	2	0	3	113	82	13	2	65	17	0	67	0	14	219	6	34	134	0	0	1	161	39	174	68	153	145	11	108	14	234	23	14
CKLF	146	135	4	0	2	184	100	4	1	158	17	0	105	0	5	470	11	20	217	0	3	0	213	17	295	24	240	297	2	23	9	376	58	3
RNASEK	224	226	9	7	3	164	231	11	7	153	37	0	172	3	16	408	16	71	403	0	8	1	317	52	231	66	407	331	17	112	53	317	46	9
VAMP2	638	107	5	0	15	507	87	32	5	448	21	0	69	0	29	953	16	74	127	1	4	4	114	33	692	111	129	137	14	245	9	925	90	20
PPP3R1	69	51	1	3	3	67	36	9	1	50	3	20	37	2	4	152	8	19	55	10	20	27	62	10	119	31	55	56	89	22	63	120	9	3
PPP2R2A	99	64	1	0	2	136	52	11	5	92	9	1	54	0	10	256	3	33	75	1	3	2	79	19	188	44	78	62	26	61	7	194	19	8
UBA52	4551	1553	5	3	154	4421	1309	277	16	3687	45	109	1445	4	346	11764	31	1158	2378	131	28	592	2239	72	6975	1505	2370	364	2183	2350	139	9351	1112	245
WHAMMP1	157	37	1	1	4	110	28	5	0	93	3	0	40	1	9	314	0	23	50	0	8	1	43	0	141	28	33	13	7	43	34	193	16	7
HLA-B-1	687	132	13	7	14	1655	653	101	16	709	39	0	329	10	48	3540	61	372	1111	1	18	0	285	22	701	109	211	151	2	199	44	1219	63	12
TMSB4XP4	236	134	1	7	5	314	117	12	1	145	0	0	120	17	4	1264	7	60	311	0	113	0	294	3	756	78	102	30	8	35	59	475	230	29
HLA-B-2	1588	772	10	5	36	117	23	8	1	1484	67	2	603	17	82	3009	46	289	995	2	81	1	1285	99	2772	457	289	170	5	156	82	645	63	10
HLA-E-2	915	292	8	19	20	737	136	33	8	596	48	1	186	33	27	1543	36	147	271	0	58	1	227	87	777	90	374	347	14	228	194	1133	82	13
MTND2P28	131	48	3	2	8	82	38	7	2	93	3	1	59	6	11	144	1	21	51	0	11	1	97	2	139	64	37	2	6	30	20	94	8	7
HLA-DQA1-2	1175	685	3	2	121	963	694	229	1	700	17	1	261	0	76	2266	5	226	457	0	3	6	577	53	1562	368	506	86	28	1126	1	1109	154	127
MTND1P23	313	164	0	3	23	281	112	21	3	237	5	0	119	3	24	1462	0	152	445	1	19	6	725	10	938	193	5149	287	128	2872	281	8775	1656	534
HLA-A-3	1302	502	8	17	31	998	166	36	13	1155	56	2	363	20	65	6340	102	517	1500	5	146	19	977	103	3798	408	317	194	51	175	225	1236	219	29
MT-ATP8	461	229	1	3	17	297	141	24	3	336	6	0	160	9	36	741	1	144	293	0	20	16	365	5	574	188	130	9	5	93	36	386	63	27
OST4	863	250	1	96	19	844	205	35	4	730	11	13	274	137	42	2458	3	167	439	33	362	130	561	12	1422	216	404	90	340	305	1066	1720	261	37
HLA-B-3	1296	603	10	5	43	65	10	4	1	1008	69	2	416	17	82	2855	46	280	839	2	89	1	1225	109	3135	503	228	154	5	120	70	551	53	6
RPL41	19529	3816	8	6	651	17722	3367	1155	26	15581	68	26	4102	13	1532	50663	19	5123	6690	48	48	391	5090	82	28697	6243	5159	324	982	8937	158	35425	5144	1119
PET100	315	173	1	5	5	326	121	12	1	217	4	1	121	2	11	801	3	77	230	0	13	11	237	4	551	69	184	63	127	84	50	509	96	19
CEACAM22P	340	107	5	0	18	325	103	15	3	213	18	0	77	0	21	618	15	74	177	0	3	1	181	45	569	69	92	81	11	97	9	348	59	16
TMA7	1634	506	5	8	41	1615	366	66	8	1205	40	4	416	8	57	3733	20	232	621	9	25	35	623	29	2763	311	555	236	110	399	98	2522	356	58
GPX1	104	736	0	236	4	117	583	12	0	106	4	81	505	279	11	356	4	67	883	59	999	428	1285	11	212	55	1143	82	2230	110	3214	350	41	18
RPS28	11158	2329	2	1	370	10655	2092	557	2	8471	12	1	2348	3	711	31762	7	2926	4268	9	6	66	2771	16	15949	3206	2628	95	309	4842	36	20218	2833	545
FAM133B	661	324	8	0	22	597	248	29	4	452	33	1	247	0	51	1540	4	161	423	1	1	7	477	52	1146	225	375	155	27	271	5	1053	117	40
HLA-B-5	2123	1216	13	18	47	734	198	28	13	629	37	0	298	10	51	2737	56	292	903	1	17	0	243	25	644	79	251	151	2	186	50	875	88	6
SMIM27	96	13	1	4	3	113	21	3	1	79	14	0	19	2	3	301	5	27	18	1	12	9	27	3	166	23	23	46	6	27	38	162	22	5
HLA-A-6	1302	502	8	17	31	998	166	36	13	1155	56	2	363	20	65	6467	102	517	1566	5	146	19	977	103	3798	408	317	194	51	175	225	1236	219	29
SLFN14	165	44	2	0	12	221	44	7	0	157	7	3	35	2	3	519	4	57	96	2	16	22	99	18	318	56	39	34	61	41	16	195	110	34
HLA-DQA1-4	1042	235	3	2	4	812	98	10	1	684	17	1	261	0	65	2237	5	213	435	0	3	6	524	48	1533	336	281	86	28	92	1	968	145	4
SHISA9	108	39	1	0	5	86	40	13	5	56	17	0	23	1	13	245	2	51	51	2	2	0	68	16	146	53	28	40	6	62	1	100	21	10
ADSL	269	89	1	0	9	290	64	22	2	210	11	0	70	0	12	1037	5	104	158	0	0	0	200	14	540	82	89	28	6	83	11	419	122	28
L1TD1	633	222	5	1	22	593	143	56	8	380	32	2	140	0	52	1504	13	175	283	0	0	3	377	54	961	190	198	98	9	167	2	640	168	54
ATP5MF	273	196	0	1	6	299	144	15	0	203	0	4	200	1	14	865	1	71	345	2	9	65	277	2	684	83	378	19	141	105	37	742	128	18
ARPC4	234	185	0	13	7	250	136	23	3	191	17	4	153	12	17	593	4	72	248	2	54	7	298	17	552	80	315	81	17	89	171	564	66	16
MRPL33	192	99	1	0	2	215	53	10	1	147	2	0	72	0	9	440	3	33	154	1	0	4	129	5	357	61	105	17	9	61	7	336	54	10
MICAL3	445	146	3	0	23	472	122	51	1	323	18	0	122	1	46	848	10	129	131	1	0	3	185	37	576	181	107	47	22	148	3	427	66	24
STMP1	153	113	0	7	5	145	80	14	0	113	7	20	92	7	5	402	4	43	188	31	26	85	156	3	234	24	195	30	392	80	99	312	47	7
HBB	638	218	9	7	17	3198	163	29	2357	9295	1204	161218	656	29	130	23366	5136	1012	1421	189278	4331	572811	2965	5068	7451	2004	4166	10813	1895218	1310	13172	19849	2517	425
N4BP2L2	972	248	4	0	30	852	163	53	4	693	23	0	194	1	56	2777	21	252	390	1	2	14	349	25	1399	301	316	126	42	436	6	1424	195	48
ZNF585B	274	80	6	0	11	251	78	16	2	181	16	0	52	1	15	881	6	91	168	0	0	2	207	26	459	79	79	65	8	64	1	296	97	18
MTATP6P1	10061	3369	8	69	489	6068	1583	369	12	8807	85	29	2992	131	705	5970	4	683	1319	2	118	74	2682	42	7784	1931	2498	95	86	1866	242	6247	238	75
FMN1	604	178	5	0	31	554	171	41	7	421	44	1	184	1	37	1674	20	174	308	0	0	5	317	51	931	196	173	93	12	145	3	635	137	32
BRK1	175	194	0	5	10	204	133	13	1	173	3	5	149	10	23	654	3	90	284	6	42	12	261	3	441	63	262	83	40	81	140	450	69	16
CHMP1B	189	88	2	1	4	163	72	12	4	115	7	1	74	0	10	318	15	34	146	1	3	0	136	16	209	72	134	59	26	78	10	261	18	6
CUX1	75	134	3	2	4	80	135	6	0	53	11	1	126	1	6	231	5	18	204	0	13	0	231	8	100	27	185	57	8	38	26	156	16	2
CHURC1	335	95	1	1	12	288	62	12	1	230	18	0	94	4	17	1018	6	78	145	0	7	5	147	8	600	93	161	82	35	93	19	637	89	6
HMGB1P6	127	61	0	5	3	161	66	10	0	113	4	1	50	12	5	471	4	44	105	2	39	2	121	5	498	47	61	22	9	31	45	359	37	4
PLA2G10CP	328	94	1	0	9	285	86	30	3	225	14	0	81	1	14	548	7	77	127	0	0	0	161	24	416	112	87	53	7	85	0	271	42	10
CCPG1	75	58	6	6	1	75	51	5	6	55	23	0	54	7	5	229	9	25	87	0	29	2	122	15	139	27	129	101	14	30	108	95	15	1
