	G3R1_Cortex_3xTgAD	G3R3_Cortex_3xTgAD	G3R4_Cortex_3xTgAD	G3R10_Cortex_WT	G3R7_Cortex_WT	G3R9_Cortex_WT
ENSMUSG00000095073	0	0	0	0	0	0
ENSMUSG00000095074	0	0	0	0	0	0
ENSMUSG00000095075	0	0	0	0	0	0
ENSMUSG00000095076	0	0	0	0	0	0
ENSMUSG00000095078	0	0	0	0	0	0
ENSMUSG00000095079	15	9	19	2	5	6
ENSMUSG00000095081	0	0	0	0	0	0
ENSMUSG00000095082	0	2	0	0	0	0
ENSMUSG00000095085	0	0	0	0	0	0
ENSMUSG00000095086	3	0	3	1	0	9
ENSMUSG00000095087	8	19	12	18	16	21
ENSMUSG00000095088	0	0	0	0	0	0
ENSMUSG00000095089	0	0	0	0	0	0
ENSMUSG00000095091	5	9	7	4	25	9
ENSMUSG00000095092	0	0	0	0	0	0
ENSMUSG00000095093	3	0	0	4	0	1
ENSMUSG00000095094	0	0	0	1	0	0
ENSMUSG00000095095	0	0	0	0	0	0
ENSMUSG00000095096	0	3	4	1	1	10
ENSMUSG00000095097	18	19	13	19	17	15
ENSMUSG00000095098	1065	1339	1242	1264	1350	1319
ENSMUSG00000095100	0	0	0	0	0	0
ENSMUSG00000095101	6	8	9	5	2	4
ENSMUSG00000095102	0	0	0	0	0	0
ENSMUSG00000095103	0	0	0	0	0	0
ENSMUSG00000095104	0	0	0	0	0	0
ENSMUSG00000095105	24	22	11	6	25	14
ENSMUSG00000095107	0	0	0	0	0	0
ENSMUSG00000095108	0	0	0	6	6	0
ENSMUSG00000095110	1	0	0	3	0	0
ENSMUSG00000095111	5	5	3	3	3	6
ENSMUSG00000095112	1	0	0	0	0	0
ENSMUSG00000095113	0	2	0	0	0	0
ENSMUSG00000095115	81	125	111	120	103	81
ENSMUSG00000095116	0	0	0	0	0	0
ENSMUSG00000095117	0	0	0	0	0	0
ENSMUSG00000095118	2438	2293	2748	2555	2716	2540
ENSMUSG00000095119	99	79	80	101	93	89
ENSMUSG00000095121	0	0	0	0	0	0
ENSMUSG00000095122	0	0	0	0	0	0
ENSMUSG00000095123	877	880	755	871	700	611
ENSMUSG00000095124	4	2	0	1	0	1
ENSMUSG00000095125	0	0	0	0	0	0
ENSMUSG00000095126	0	0	0	0	0	0
ENSMUSG00000095127	0	0	0	0	0	0
ENSMUSG00000095128	1	1	1	0	0	0
ENSMUSG00000095129	0	0	0	0	0	1
ENSMUSG00000095130	0	0	0	0	0	0
ENSMUSG00000095131	0	0	0	0	0	0
ENSMUSG00000095132	8	33	26	5	7	3
ENSMUSG00000095133	0	5	2	6	1	0
ENSMUSG00000095134	152	532	434	115	79	244
ENSMUSG00000095135	0	0	0	0	0	0
ENSMUSG00000095136	0	0	1	0	0	1
ENSMUSG00000095137	0	0	0	0	0	0
ENSMUSG00000095138	0	0	0	0	0	0
ENSMUSG00000095139	650	1001	1185	1129	459	1238
ENSMUSG00000095140	0	0	0	0	0	0
ENSMUSG00000095141	0	0	0	0	0	0
ENSMUSG00000095142	4	1	2	0	3	2
ENSMUSG00000095143	25	45	18	15	34	12
ENSMUSG00000095146	0	0	0	0	0	0
ENSMUSG00000095147	12	15	16	13	12	9
ENSMUSG00000095148	0	0	0	0	0	0
ENSMUSG00000095149	0	0	0	0	0	0
ENSMUSG00000095150	0	0	0	0	0	0
ENSMUSG00000095151	3	1	0	1	0	2
ENSMUSG00000095152	0	0	0	0	0	0
ENSMUSG00000095153	0	0	0	0	0	0
ENSMUSG00000095154	0	0	1	3	1	0
ENSMUSG00000095155	0	0	0	0	0	0
ENSMUSG00000095156	0	0	0	0	0	0
ENSMUSG00000095159	1	1	0	2	1	1
ENSMUSG00000095160	8	5	5	11	5	6
ENSMUSG00000095161	0	0	0	0	0	1
ENSMUSG00000095163	0	0	0	0	0	0
ENSMUSG00000095164	3	1	0	1	0	2
ENSMUSG00000095165	0	0	0	0	0	0
ENSMUSG00000095168	0	2	1	1	1	0
ENSMUSG00000095169	4	2	3	6	3	5
ENSMUSG00000095170	0	0	0	0	0	0
ENSMUSG00000095171	0	0	0	0	0	0
ENSMUSG00000095172	0	0	0	0	0	0
ENSMUSG00000095174	40	43	35	37	32	50
ENSMUSG00000095175	0	0	0	0	0	0
ENSMUSG00000095176	0	0	0	0	0	0
ENSMUSG00000095178	37	24	36	47	32	38
ENSMUSG00000095179	0	0	0	0	0	0
ENSMUSG00000095180	0	0	1	0	0	0
ENSMUSG00000095182	5	4	7	4	5	9
ENSMUSG00000095183	0	0	0	0	0	0
ENSMUSG00000095184	0	3	1	1	2	4
ENSMUSG00000095185	0	0	0	0	0	0
ENSMUSG00000095186	0	1	0	0	0	0
ENSMUSG00000095187	0	0	0	0	0	0
ENSMUSG00000095188	0	0	0	0	0	0
ENSMUSG00000095189	0	0	0	0	0	0
ENSMUSG00000095190	0	0	0	0	0	0
ENSMUSG00000095191	0	0	0	0	0	0
ENSMUSG00000095192	0	0	0	0	0	0
ENSMUSG00000095193	73	56	76	85	59	117
ENSMUSG00000095194	0	0	0	0	0	0
ENSMUSG00000095195	1983	657	498	611	775	582
ENSMUSG00000095196	0	0	0	0	0	0
ENSMUSG00000095197	0	0	0	0	0	0
ENSMUSG00000095198	3	1	0	1	0	2
ENSMUSG00000095199	388	337	402	861	414	872
ENSMUSG00000095200	0	1	0	0	0	0
ENSMUSG00000095201	0	0	0	0	0	0
ENSMUSG00000095202	0	0	0	1	3	3
ENSMUSG00000095203	0	0	2	0	2	0
ENSMUSG00000095204	0	0	1	0	0	0
ENSMUSG00000095205	5	2	1	2	1	1
ENSMUSG00000095206	0	0	0	0	0	0
ENSMUSG00000095207	0	0	0	0	0	0
ENSMUSG00000095209	0	0	0	0	0	0
ENSMUSG00000095210	0	0	0	0	1	0
ENSMUSG00000095212	0	0	0	0	0	0
ENSMUSG00000095213	0	0	0	0	0	0
ENSMUSG00000095214	0	0	0	0	0	0
ENSMUSG00000095216	0	0	0	0	0	0
ENSMUSG00000095217	55	53	66	62	89	70
ENSMUSG00000095218	0	0	0	0	0	0
ENSMUSG00000095219	0	0	0	0	0	0
ENSMUSG00000095220	5	4	7	4	5	9
ENSMUSG00000095221	0	0	0	0	0	0
ENSMUSG00000095222	3	1	0	1	0	2
ENSMUSG00000095224	7	31	24	25	14	29
ENSMUSG00000095225	3	1	0	1	0	2
ENSMUSG00000095226	0	0	1	0	1	0
ENSMUSG00000095228	0	0	0	0	0	0
ENSMUSG00000095229	0	1	0	0	1	0
ENSMUSG00000095231	69	51	75	22	61	66
ENSMUSG00000095232	0	0	0	0	0	0
ENSMUSG00000095233	0	0	0	0	0	0
ENSMUSG00000095234	317	497	585	563	316	474
ENSMUSG00000095236	0	0	0	0	0	0
ENSMUSG00000095238	0	0	0	0	0	0
ENSMUSG00000095239	0	0	0	0	0	0
ENSMUSG00000095240	0	0	0	0	0	0
ENSMUSG00000095241	0	0	0	0	0	0
ENSMUSG00000095242	0	0	0	0	0	0
ENSMUSG00000095243	0	0	0	0	0	0
ENSMUSG00000095245	0	0	0	3	0	0
ENSMUSG00000095246	0	0	0	2	0	1
ENSMUSG00000095247	0	0	0	0	0	0
ENSMUSG00000095248	0	0	0	0	0	0
ENSMUSG00000095249	0	0	0	0	0	0
ENSMUSG00000095250	0	0	0	0	0	0
ENSMUSG00000095251	0	4	0	0	0	0
ENSMUSG00000095253	721	778	717	865	565	896
ENSMUSG00000095254	1	0	0	4	0	0
ENSMUSG00000095255	1	1	0	0	2	1
ENSMUSG00000095256	0	0	0	0	0	0
ENSMUSG00000095257	0	0	0	0	0	0
ENSMUSG00000095258	204	260	333	202	104	275
ENSMUSG00000095259	0	0	0	0	0	0
ENSMUSG00000095260	0	1	0	0	0	0
ENSMUSG00000095261	0	4	0	0	0	1
ENSMUSG00000095262	0	2	0	0	2	0
ENSMUSG00000095263	0	0	0	0	0	0
ENSMUSG00000095264	0	0	0	0	0	0
ENSMUSG00000095265	0	0	0	0	0	0
ENSMUSG00000095266	0	0	0	0	0	0
ENSMUSG00000095267	0	0	0	1	1	0
ENSMUSG00000095269	3	1	0	1	0	2
ENSMUSG00000095270	0	0	0	0	0	0
ENSMUSG00000095272	0	0	1	0	0	0
ENSMUSG00000095273	0	0	0	0	0	0
ENSMUSG00000095274	0	0	0	0	0	0
ENSMUSG00000095275	0	0	0	0	0	0
ENSMUSG00000095276	16	28	22	30	24	20
ENSMUSG00000095277	0	0	0	6	6	0
ENSMUSG00000095278	234	267	224	260	258	231
ENSMUSG00000095279	0	0	0	0	0	0
ENSMUSG00000095280	0	0	0	0	0	0
ENSMUSG00000095281	39	36	28	33	35	50
ENSMUSG00000095282	0	0	0	0	0	0
ENSMUSG00000095283	0	0	1	0	0	0
ENSMUSG00000095284	0	0	0	0	0	0
ENSMUSG00000095285	0	0	0	0	0	0
ENSMUSG00000095286	0	0	0	0	0	0
ENSMUSG00000095287	0	0	0	0	0	0
ENSMUSG00000095288	0	0	0	0	0	0
ENSMUSG00000095289	0	0	0	0	0	0
ENSMUSG00000095290	20	25	25	62	15	48
ENSMUSG00000095291	0	0	0	0	0	0
ENSMUSG00000095292	5	6	1	16	10	4
ENSMUSG00000095293	0	0	0	0	0	0
ENSMUSG00000095294	84	110	126	362	161	299
ENSMUSG00000095295	1908	495	375	415	645	360
ENSMUSG00000095296	0	0	0	0	0	0
ENSMUSG00000095297	11	7	6	8	3	4
ENSMUSG00000095298	22	91	87	3	1	12
ENSMUSG00000095299	0	0	0	0	0	0
ENSMUSG00000095300	0	0	0	1	0	0
ENSMUSG00000095301	0	0	0	0	0	0
ENSMUSG00000095302	0	0	0	0	0	0
ENSMUSG00000095304	33	49	36	144	170	111
ENSMUSG00000095305	0	0	0	0	0	0
ENSMUSG00000095306	5	2	2	25	5	14
ENSMUSG00000095307	0	0	0	0	0	0
ENSMUSG00000095309	0	0	0	0	0	0
ENSMUSG00000095310	5	6	7	4	25	9
ENSMUSG00000095311	39	39	37	42	46	37
ENSMUSG00000095312	0	0	0	0	0	0
ENSMUSG00000095313	0	0	0	0	0	0
ENSMUSG00000095314	5	4	7	4	5	9
ENSMUSG00000095315	487	551	510	682	422	657
ENSMUSG00000095316	0	0	0	0	0	0
ENSMUSG00000095318	8	5	7	9	5	1
ENSMUSG00000095319	0	0	0	0	0	0
ENSMUSG00000095320	0	0	0	0	0	0
ENSMUSG00000095321	0	0	0	0	0	0
ENSMUSG00000095322	0	0	0	0	0	0
ENSMUSG00000095323	0	0	0	0	0	0
ENSMUSG00000095324	0	0	0	0	0	0
ENSMUSG00000095325	251	293	252	342	227	304
ENSMUSG00000095327	0	0	0	0	0	0
ENSMUSG00000095328	0	0	0	0	0	0
ENSMUSG00000095329	0	0	0	0	0	0
ENSMUSG00000095330	0	0	0	0	0	0
ENSMUSG00000095331	0	0	0	0	0	0
ENSMUSG00000095332	507	847	753	650	610	758
ENSMUSG00000095333	0	0	0	0	0	0
ENSMUSG00000095334	3909	4893	4453	4506	4456	4599
ENSMUSG00000095335	0	0	0	0	0	0
ENSMUSG00000095336	3	1	0	1	0	2
ENSMUSG00000095338	0	0	0	0	0	0
ENSMUSG00000095339	0	0	0	0	0	0
ENSMUSG00000095340	3	1	0	1	0	2
ENSMUSG00000095341	0	0	0	0	0	0
ENSMUSG00000095342	6	7	9	10	27	14
ENSMUSG00000095343	0	0	0	0	0	0
ENSMUSG00000095344	29	45	29	2	1	1
ENSMUSG00000095345	0	0	0	0	0	0
ENSMUSG00000095346	2	8	6	12	5	12
ENSMUSG00000095347	0	1	0	0	0	0
ENSMUSG00000095348	652	767	827	359	152	355
ENSMUSG00000095349	0	0	0	0	0	0
ENSMUSG00000095350	0	0	0	0	0	0
ENSMUSG00000095351	0	0	1	0	0	0
ENSMUSG00000095353	0	0	0	0	0	0
ENSMUSG00000095354	4	3	0	0	5	4
ENSMUSG00000095356	0	0	0	0	0	0
ENSMUSG00000095357	5	4	7	5	5	9
ENSMUSG00000095358	0	0	0	0	0	0
ENSMUSG00000095360	7	0	0	0	0	0
ENSMUSG00000095361	2	3	2	12	1	8
ENSMUSG00000095362	984	900	1081	1474	1079	1235
ENSMUSG00000095363	0	0	0	0	0	0
ENSMUSG00000095365	0	0	0	0	0	0
ENSMUSG00000095366	2	18	1	0	0	1
ENSMUSG00000095367	1	0	1	4	2	2
ENSMUSG00000095368	187	40	24	48	53	27
ENSMUSG00000095369	0	0	1	0	0	0
ENSMUSG00000095370	0	0	0	0	0	0
ENSMUSG00000095371	0	2	1	0	0	0
ENSMUSG00000095372	5	4	7	4	9	9
ENSMUSG00000095373	0	0	0	0	0	0
ENSMUSG00000095374	0	0	0	0	0	0
ENSMUSG00000095376	0	0	0	0	0	0
ENSMUSG00000095377	0	0	0	1	0	0
ENSMUSG00000095379	2	0	0	0	0	0
ENSMUSG00000095380	0	0	0	0	0	0
ENSMUSG00000095382	0	0	0	0	0	0
ENSMUSG00000095383	0	0	0	0	0	0
ENSMUSG00000095384	0	1	7	0	1	1
ENSMUSG00000095385	70	73	67	67	56	82
ENSMUSG00000095386	0	0	1	0	0	0
ENSMUSG00000095387	0	2	0	1	0	0
ENSMUSG00000095388	43	61	27	29	55	32
ENSMUSG00000095389	0	0	0	0	0	0
ENSMUSG00000095390	0	0	0	0	0	0
ENSMUSG00000095392	0	0	0	0	0	0
ENSMUSG00000095393	0	0	0	0	2	0
ENSMUSG00000095394	0	0	0	0	0	0
ENSMUSG00000095395	83	65	86	101	36	84
ENSMUSG00000095396	30	44	25	21	25	23
ENSMUSG00000095398	0	0	0	0	0	0
ENSMUSG00000095399	0	0	0	0	0	0
ENSMUSG00000095401	0	0	0	0	0	0
ENSMUSG00000095402	5	4	7	4	5	9
ENSMUSG00000095403	1781	1305	1201	3707	2435	3966
ENSMUSG00000095406	18	8	14	4	1	5
ENSMUSG00000095407	237	333	371	321	300	353
ENSMUSG00000095408	0	0	0	0	0	0
ENSMUSG00000095409	0	0	0	0	0	0
ENSMUSG00000095410	0	0	0	0	0	0
ENSMUSG00000095411	0	0	0	0	0	0
ENSMUSG00000095412	0	0	0	0	0	0
ENSMUSG00000095413	1	1	1	2	1	2
ENSMUSG00000095414	0	0	1	0	0	1
ENSMUSG00000095415	0	0	0	1	0	0
ENSMUSG00000095416	0	0	0	0	0	0
ENSMUSG00000095418	5	8	7	5	26	14
ENSMUSG00000095419	0	1	0	1	0	1
ENSMUSG00000095420	0	0	1	0	0	0
ENSMUSG00000095422	0	0	0	0	0	0
ENSMUSG00000095423	0	0	0	0	0	0
ENSMUSG00000095424	0	0	0	0	0	0
ENSMUSG00000095425	5	8	7	4	25	9
ENSMUSG00000095426	0	0	0	0	0	0
ENSMUSG00000095427	30	26	30	0	0	0
ENSMUSG00000095428	5	4	8	4	13	9
ENSMUSG00000095429	0	0	0	0	0	0
ENSMUSG00000095430	0	0	0	0	0	0
ENSMUSG00000095431	0	0	0	0	0	0
ENSMUSG00000095432	319	270	303	364	251	351
ENSMUSG00000095433	0	0	0	0	0	0
ENSMUSG00000095434	0	0	0	0	0	0
ENSMUSG00000095435	16	21	18	20	11	20
ENSMUSG00000095436	0	0	0	0	0	0
ENSMUSG00000095437	0	0	0	0	0	0
ENSMUSG00000095438	19	21	21	64	11	61
ENSMUSG00000095440	48	42	66	62	58	54
ENSMUSG00000095442	0	0	0	0	0	0
ENSMUSG00000095444	0	0	0	0	0	0
ENSMUSG00000095445	1	0	0	2	0	0
ENSMUSG00000095446	8	31	26	4	7	3
ENSMUSG00000095447	0	0	0	0	0	0
ENSMUSG00000095448	0	0	1	1	0	0
ENSMUSG00000095449	0	0	0	0	0	0
ENSMUSG00000095450	0	0	0	0	0	0
ENSMUSG00000095452	0	0	0	0	0	0
ENSMUSG00000095453	0	0	0	0	0	0
ENSMUSG00000095455	0	1	0	0	0	0
ENSMUSG00000095456	0	0	0	0	0	0
ENSMUSG00000095457	4	6	7	3	3	1
ENSMUSG00000095458	0	0	0	0	0	0
ENSMUSG00000095460	0	1	10	0	1	9
ENSMUSG00000095462	0	0	0	0	0	0
ENSMUSG00000095463	4331	4667	4364	4890	4635	4797
ENSMUSG00000095464	847	860	935	900	1109	1019
ENSMUSG00000095465	0	0	0	0	0	0
ENSMUSG00000095466	0	1	1	0	0	0
ENSMUSG00000095467	0	0	0	0	0	0
ENSMUSG00000095468	14	14	17	16	12	13
ENSMUSG00000095469	26	6	8	21	5	13
ENSMUSG00000095470	1	0	0	4	0	0
ENSMUSG00000095472	76	64	70	71	78	88
ENSMUSG00000095474	0	1	0	15	13	4
ENSMUSG00000095475	0	0	0	0	0	0
ENSMUSG00000095476	5	4	8	4	5	9
ENSMUSG00000095477	7	4	10	5	3	2
ENSMUSG00000095478	55	55	40	47	49	44
ENSMUSG00000095479	0	1	0	0	0	0
ENSMUSG00000095480	0	0	0	0	0	0
ENSMUSG00000095481	0	0	0	0	0	0
ENSMUSG00000095482	19	22	7	17	7	13
ENSMUSG00000095483	0	0	0	0	0	0
ENSMUSG00000095484	0	0	0	0	0	0
ENSMUSG00000095486	0	0	0	0	0	0
ENSMUSG00000095487	0	0	0	0	0	0
ENSMUSG00000095489	1	0	0	0	0	0
ENSMUSG00000095490	4	4	4	5	3	1
ENSMUSG00000095491	7	8	7	7	26	9
ENSMUSG00000095492	0	0	0	0	0	0
ENSMUSG00000095493	5	5	2	7	9	3
ENSMUSG00000095494	0	0	0	0	0	0
ENSMUSG00000095495	0	0	0	0	2	0
ENSMUSG00000095497	0	0	0	0	0	0
ENSMUSG00000095498	0	0	0	0	0	0
ENSMUSG00000095499	0	0	0	0	0	0
ENSMUSG00000095500	0	0	0	0	0	0
ENSMUSG00000095501	5	5	7	4	5	9
ENSMUSG00000095502	0	0	0	0	0	1
ENSMUSG00000095503	0	0	0	0	0	0
ENSMUSG00000095504	56	72	63	104	29	109
ENSMUSG00000095505	0	0	0	0	0	0
ENSMUSG00000095506	0	0	0	0	0	0
ENSMUSG00000095507	0	0	0	0	0	0
ENSMUSG00000095508	0	1	0	0	0	0
ENSMUSG00000095509	3	1	0	1	0	2
ENSMUSG00000095510	0	0	0	0	0	0
ENSMUSG00000095511	5	5	7	4	5	9
ENSMUSG00000095512	4	0	1	3	1	0
ENSMUSG00000095513	0	1	0	0	0	0
ENSMUSG00000095514	0	0	1	3	0	0
ENSMUSG00000095516	13	23	16	16	11	27
ENSMUSG00000095517	1	6	5	14	11	11
ENSMUSG00000095518	0	0	2	0	1	0
ENSMUSG00000095519	0	0	0	0	0	0
ENSMUSG00000095520	0	1	0	0	0	0
ENSMUSG00000095521	0	0	1	4	4	0
ENSMUSG00000095522	0	0	0	0	0	0
ENSMUSG00000095523	0	0	0	0	0	0
ENSMUSG00000095524	4	7	2	17	4	11
ENSMUSG00000095525	0	0	0	0	0	0
ENSMUSG00000095526	33	76	58	61	75	63
ENSMUSG00000095527	0	0	0	0	0	0
ENSMUSG00000095528	0	0	1	0	1	0
ENSMUSG00000095529	0	0	0	0	0	0
ENSMUSG00000095530	80	71	64	94	63	108
ENSMUSG00000095531	1	2	2	0	0	1
ENSMUSG00000095532	0	0	0	0	0	0
ENSMUSG00000095533	187	40	24	48	53	27
ENSMUSG00000095534	0	0	0	0	0	0
ENSMUSG00000095536	3	1	0	1	0	2
ENSMUSG00000095537	0	0	0	0	0	0
ENSMUSG00000095538	1364	1700	1674	1596	1689	1619
ENSMUSG00000095539	0	0	0	0	0	0
ENSMUSG00000095540	0	0	0	0	0	0
ENSMUSG00000095541	0	0	0	0	0	0
ENSMUSG00000095542	0	0	0	0	0	0
ENSMUSG00000095543	0	0	0	0	0	0
ENSMUSG00000095544	0	0	0	0	0	0
ENSMUSG00000095545	333	359	338	865	414	877
ENSMUSG00000095546	0	0	0	0	0	0
ENSMUSG00000095547	0	0	0	0	0	0
ENSMUSG00000095549	0	0	0	0	0	0
ENSMUSG00000095550	3	5	2	4	1	10
ENSMUSG00000095551	0	1	2	1	0	0
ENSMUSG00000095552	0	0	0	0	0	0
ENSMUSG00000095553	0	0	0	0	0	0
ENSMUSG00000095554	0	0	0	0	0	0
ENSMUSG00000095555	0	0	0	0	0	0
ENSMUSG00000095557	0	1	0	0	0	0
ENSMUSG00000095558	0	1	0	0	1	0
ENSMUSG00000095559	0	0	0	0	0	0
ENSMUSG00000095560	0	0	0	0	2	0
ENSMUSG00000095561	0	0	0	0	0	0
ENSMUSG00000095562	549	3016	2446	195	235	666
ENSMUSG00000095563	0	0	1	0	0	0
ENSMUSG00000095564	867	1052	968	245	167	249
ENSMUSG00000095565	0	0	0	0	0	0
ENSMUSG00000095567	2890	3388	3162	3183	3516	3106
ENSMUSG00000095569	0	0	0	0	0	0
ENSMUSG00000095570	0	0	0	0	0	0
ENSMUSG00000095571	0	0	0	0	0	0
ENSMUSG00000095572	0	0	0	0	2	0
ENSMUSG00000095573	0	0	0	0	0	0
ENSMUSG00000095574	0	1	0	0	0	0
ENSMUSG00000095575	3	1	0	1	0	2
ENSMUSG00000095576	0	1	1	0	0	0
ENSMUSG00000095577	0	0	0	0	0	0
ENSMUSG00000095578	0	0	0	0	0	0
ENSMUSG00000095579	0	0	0	0	0	0
ENSMUSG00000095580	0	0	0	0	0	0
ENSMUSG00000095581	5	5	7	4	5	9
ENSMUSG00000095583	0	0	0	0	0	0
ENSMUSG00000095584	0	0	0	0	0	0
ENSMUSG00000095585	0	0	0	0	0	0
ENSMUSG00000095586	0	0	0	0	0	0
ENSMUSG00000095587	5	4	7	4	5	9
ENSMUSG00000095588	0	1	0	1	0	0
ENSMUSG00000095589	0	0	0	0	0	0
ENSMUSG00000095590	11	17	7	5	7	6
ENSMUSG00000095591	0	0	0	0	0	0
ENSMUSG00000095592	0	0	0	0	0	0
ENSMUSG00000095593	0	0	0	0	0	0
ENSMUSG00000095594	0	0	0	0	0	0
ENSMUSG00000095595	1207	1218	783	1467	1292	1387
ENSMUSG00000095596	50	70	43	53	50	46
ENSMUSG00000095597	27	17	24	21	16	15
ENSMUSG00000095599	0	0	0	0	0	0
ENSMUSG00000095600	0	0	0	0	0	0
ENSMUSG00000095601	0	0	0	0	0	0
ENSMUSG00000095602	0	0	0	0	0	0
ENSMUSG00000095603	0	0	0	0	0	0
ENSMUSG00000095604	0	0	0	0	0	0
ENSMUSG00000095605	0	0	1	0	0	0
ENSMUSG00000095606	0	1	0	0	0	0
ENSMUSG00000095607	0	0	0	0	0	0
ENSMUSG00000095608	0	0	0	0	0	0
ENSMUSG00000095609	2	0	0	0	0	0
ENSMUSG00000095610	0	0	0	0	0	0
ENSMUSG00000095612	0	0	0	0	0	0
ENSMUSG00000095614	0	0	0	0	0	0
ENSMUSG00000095615	0	2	2	1	2	0
ENSMUSG00000095616	17	20	11	19	12	16
ENSMUSG00000095618	0	0	0	0	0	0
ENSMUSG00000095619	0	0	0	0	0	0
ENSMUSG00000095620	0	3	1	1	2	1
ENSMUSG00000095621	0	5	0	0	0	0
ENSMUSG00000095623	0	0	0	0	0	0
ENSMUSG00000095624	0	0	0	0	0	0
ENSMUSG00000095625	0	0	0	0	0	0
ENSMUSG00000095626	0	0	0	0	0	0
ENSMUSG00000095627	0	0	0	0	0	0
ENSMUSG00000095628	5	4	7	4	5	9
ENSMUSG00000095629	0	0	0	0	0	0
ENSMUSG00000095630	0	1	0	0	1	0
ENSMUSG00000095631	0	0	0	0	0	0
ENSMUSG00000095632	0	0	0	0	0	0
ENSMUSG00000095633	0	0	0	0	0	0
ENSMUSG00000095634	0	0	0	0	0	0
ENSMUSG00000095635	12	13	6	6	4	6
ENSMUSG00000095636	0	0	0	0	0	0
ENSMUSG00000095637	0	0	0	0	0	0
ENSMUSG00000095638	0	0	0	0	0	0
ENSMUSG00000095639	0	0	0	0	0	0
ENSMUSG00000095640	0	0	0	0	0	0
ENSMUSG00000095641	0	0	0	0	0	0
ENSMUSG00000095642	0	0	0	0	0	0
ENSMUSG00000095643	0	0	0	0	3	0
ENSMUSG00000095645	0	0	0	0	0	0
ENSMUSG00000095646	0	0	0	0	2	0
ENSMUSG00000095647	0	0	0	0	0	0
ENSMUSG00000095648	286	267	321	458	352	503
ENSMUSG00000095649	22	25	27	19	13	13
ENSMUSG00000095650	0	0	0	0	0	0
ENSMUSG00000095651	1	0	1	4	3	2
ENSMUSG00000095652	0	0	0	0	0	0
ENSMUSG00000095653	0	0	0	0	0	0
ENSMUSG00000095654	5	2	3	1	3	2
ENSMUSG00000095655	1	0	0	2	0	1
ENSMUSG00000095656	0	0	0	0	0	0
ENSMUSG00000095657	0	0	0	0	0	0
ENSMUSG00000095658	0	0	0	0	0	0
ENSMUSG00000095659	0	0	0	0	0	0
ENSMUSG00000095660	5	4	7	5	5	9
ENSMUSG00000095661	0	1	0	1	0	0
ENSMUSG00000095662	1	0	0	2	0	1
ENSMUSG00000095663	0	0	0	0	0	0
ENSMUSG00000095664	0	0	0	0	0	0
ENSMUSG00000095666	0	0	0	0	0	0
ENSMUSG00000095667	0	0	0	0	0	0
ENSMUSG00000095668	4	0	4	0	0	4
ENSMUSG00000095670	0	0	0	0	0	0
ENSMUSG00000095671	5	5	7	4	5	9
ENSMUSG00000095672	0	0	0	0	0	0
ENSMUSG00000095673	0	0	0	0	0	1
ENSMUSG00000095674	0	0	0	0	0	1
ENSMUSG00000095675	65	80	172	203	116	117
ENSMUSG00000095676	0	0	0	0	0	0
ENSMUSG00000095677	917	1158	948	702	918	693
ENSMUSG00000095678	2	4	5	6	0	16
ENSMUSG00000095680	0	0	0	0	0	1
ENSMUSG00000095681	111	17	16	19	37	35
ENSMUSG00000095682	0	0	0	0	0	0
ENSMUSG00000095683	0	0	0	0	0	0
ENSMUSG00000095684	0	0	0	0	0	0
ENSMUSG00000095685	0	0	0	0	0	0
ENSMUSG00000095686	8	0	0	0	2	0
ENSMUSG00000095687	783	797	771	932	1375	887
ENSMUSG00000095689	0	0	0	0	0	0
ENSMUSG00000095690	1	1	4	3	2	2
ENSMUSG00000095691	0	0	0	0	0	0
ENSMUSG00000095692	11	10	0	4	6	11
ENSMUSG00000095693	0	0	0	0	0	0
ENSMUSG00000095696	0	0	0	0	0	0
ENSMUSG00000095697	0	0	0	0	0	0
ENSMUSG00000095698	0	0	0	0	0	0
ENSMUSG00000095699	3	1	0	1	0	2
ENSMUSG00000095700	0	0	0	0	0	0
ENSMUSG00000095701	0	1	0	0	0	0
ENSMUSG00000095702	0	0	0	0	0	0
ENSMUSG00000095703	0	0	0	0	0	0
ENSMUSG00000095704	0	0	0	1	0	0
ENSMUSG00000095705	0	0	0	0	0	0
ENSMUSG00000095706	0	0	0	0	0	0
ENSMUSG00000095709	1	0	1	4	2	2
ENSMUSG00000095710	0	0	0	0	1	0
ENSMUSG00000095711	0	0	0	0	0	0
ENSMUSG00000095712	1	2	1	29	1	33
ENSMUSG00000095713	6	6	7	6	27	10
ENSMUSG00000095714	5	4	7	4	6	9
ENSMUSG00000095716	0	1	0	0	1	0
ENSMUSG00000095717	0	0	0	0	0	0
ENSMUSG00000095718	0	0	0	0	0	0
ENSMUSG00000095720	63	36	32	81	136	42
ENSMUSG00000095721	0	0	0	0	0	0
ENSMUSG00000095722	0	0	0	0	0	0
ENSMUSG00000095723	0	0	0	0	0	0
ENSMUSG00000095724	0	0	0	0	0	1
ENSMUSG00000095725	0	0	0	0	0	0
ENSMUSG00000095727	0	0	0	0	0	0
ENSMUSG00000095728	0	0	0	0	0	0
ENSMUSG00000095729	0	0	0	0	0	0
ENSMUSG00000095730	58	41	45	25	18	37
ENSMUSG00000095731	7	5	1	3	7	1
ENSMUSG00000095732	0	0	0	0	1	0
ENSMUSG00000095734	0	0	0	0	0	0
ENSMUSG00000095736	0	0	0	0	2	0
ENSMUSG00000095737	0	0	0	0	0	0
