HOG	OG	Gene Tree Parent Clade	Prokka on dataset 1_ faa	Prokka on dataset 2_ faa	Prokka on dataset 3_ faa	Prokka on dataset 4_ faa
N0.HOG0001918	OG0001874	-	KBS0714_00640	SA211_00377		KD33716_02185
N0.HOG0001919	OG0001875	-	KBS0714_00646	SA211_00383	AS2_02317	
N0.HOG0001920	OG0001876	-	KBS0714_00663	SA211_00400	AS2_02300	
N0.HOG0001921	OG0001877	-	KBS0714_00665	SA211_00402	AS2_02297	
N0.HOG0001922	OG0001878	-	KBS0714_00666	SA211_00403	AS2_02296	
N0.HOG0001923	OG0001879	-	KBS0714_00667	SA211_00404	AS2_02295	
N0.HOG0001924	OG0001880	-	KBS0714_00678	SA211_00415		KD33716_02146
N0.HOG0001925	OG0001881	-	KBS0714_00698	SA211_00435	AS2_02256	
N0.HOG0001926	OG0001882	-	KBS0714_00891, KBS0714_00702	SA211_00613		
N0.HOG0001927	OG0001883	-	KBS0714_00739	SA211_00470	AS2_02191	
N0.HOG0001928	OG0001884	-	KBS0714_00787	SA211_00518		KD33716_02037
N0.HOG0001929	OG0001885	-	KBS0714_00846	SA211_00568	AS2_02089	
N0.HOG0001930	OG0001886	-	KBS0714_00858	SA211_00580		KD33716_01971
N0.HOG0001931	OG0001887	-	KBS0714_00888	SA211_00610	AS2_01215	
N0.HOG0001932	OG0001888	-	KBS0714_00889	SA211_00611	AS2_01223	
N0.HOG0001933	OG0001889	-	KBS0714_00944	SA211_00663	AS2_01993	
N0.HOG0001934	OG0001890	-	KBS0714_00945	SA211_00664	AS2_01992	
N0.HOG0001935	OG0001891	-	KBS0714_00948		AS2_02101, AS2_01938	
N0.HOG0001936	OG0001892	-	KBS0714_00958	SA211_00671		KD33716_01881
N0.HOG0001937	OG0001893	-	KBS0714_00970	SA211_00683	AS2_00813	
N0.HOG0001938	OG0001894	-	KBS0714_00996	SA211_00710		KD33716_01840
N0.HOG0001939	OG0001895	-	KBS0714_01010	SA211_00724	AS2_01879	
N0.HOG0001940	OG0001896	-	KBS0714_01013	SA211_00727	AS2_01875	
N0.HOG0001941	OG0001897	-	KBS0714_01064	SA211_00783		KD33716_01712
N0.HOG0001942	OG0001898	-	KBS0714_01067	SA211_00786		KD33716_02229
N0.HOG0001943	OG0001899	-	KBS0714_01076	SA211_00795	AS2_02322	
N0.HOG0001944	OG0001900	-	KBS0714_01077	SA211_00796	AS2_02323	
N0.HOG0001945	OG0001901	-	KBS0714_01111	SA211_00830		KD33716_01674
N0.HOG0001946	OG0001902	-	KBS0714_01112	SA211_00831	AS2_01781	
N0.HOG0001947	OG0001903	-	KBS0714_01145	SA211_00864		KD33716_01641
N0.HOG0001948	OG0001904	-	KBS0714_01155	SA211_00874	AS2_01734	
N0.HOG0001949	OG0001905	-	KBS0714_01160	SA211_00879		KD33716_01627
N0.HOG0001950	OG0001906	-	KBS0714_01212	SA211_00931		KD33716_01573
N0.HOG0001951	OG0001907	-	KBS0714_01223	SA211_00942	AS2_01665	
N0.HOG0001952	OG0001908	-	KBS0714_01290	SA211_01009		KD33716_00710
N0.HOG0001953	OG0001909	-	KBS0714_01306	SA211_01029		KD33716_01482
N0.HOG0001954	OG0001910	-	KBS0714_01314		AS2_01578	KD33716_01474
N0.HOG0001955	OG0001911	-	KBS0714_01357	SA211_01077		KD33716_01431
N0.HOG0001956	OG0001912	-	KBS0714_01382	SA211_01102		KD33716_01893
N0.HOG0001957	OG0001913	-	KBS0714_01405	SA211_01135		KD33716_01402
N0.HOG0001958	OG0001914	-	KBS0714_01409	SA211_01139		KD33716_01397
N0.HOG0001959	OG0001915	-	KBS0714_01410	SA211_01140		KD33716_01396
N0.HOG0001960	OG0001916	-	KBS0714_01411	SA211_01141		KD33716_01395
N0.HOG0001961	OG0001917	-	KBS0714_01417	SA211_01148	AS2_01482	
N0.HOG0001962	OG0001918	-	KBS0714_01445	SA211_01177		KD33716_01358
N0.HOG0001963	OG0001919	-	KBS0714_01453	SA211_01185		KD33716_01350
N0.HOG0001964	OG0001920	-	KBS0714_01470	SA211_01202		KD33716_01332
N0.HOG0001965	OG0001921	-	KBS0714_01476	SA211_01208		KD33716_01326
N0.HOG0001966	OG0001922	-	KBS0714_01477	SA211_01209		KD33716_01325
N0.HOG0001967	OG0001923	-	KBS0714_01619, KBS0714_01496		AS2_02207	
N0.HOG0001968	OG0001924	-	KBS0714_01506			KD33716_02236, KD33716_01746
N0.HOG0001969	OG0001925	-	KBS0714_01507			KD33716_02235, KD33716_01747
N0.HOG0001970	OG0001926	-	KBS0714_01514	SA211_01223	AS2_01411	
N0.HOG0001971	OG0001927	-	KBS0714_01583	SA211_01294	AS2_01339	
N0.HOG0001972	OG0001928	-	KBS0714_01586	SA211_01297	AS2_01336	
N0.HOG0001973	OG0001929	-	KBS0714_01588	SA211_01299	AS2_01334	
N0.HOG0001974	OG0001930	-	KBS0714_01592	SA211_01304		KD33716_01221
N0.HOG0001975	OG0001931	-	KBS0714_01615	SA211_01325		KD33716_01188
N0.HOG0001976	OG0001932	-	KBS0714_02039, KBS0714_01617		AS2_01279	
N0.HOG0001977	OG0001933	-	KBS0714_01618		AS2_01278	KD33716_01185
N0.HOG0001978	OG0001934	-	KBS0714_01622	SA211_00369		KD33716_02204
N0.HOG0001979	OG0001935	-	KBS0714_01625	SA211_01331	AS2_00817	
N0.HOG0001980	OG0001936	-	KBS0714_01669	SA211_01374	AS2_01225	
N0.HOG0001981	OG0001937	-	KBS0714_01683	SA211_01387	AS2_01195	
N0.HOG0001982	OG0001938	-	KBS0714_01766	SA211_01473	AS2_01111	
N0.HOG0001983	OG0001939	-	KBS0714_01780	SA211_01487		KD33716_01021
N0.HOG0001984	OG0001940	-	KBS0714_01805	SA211_01502		KD33716_01004
N0.HOG0001985	OG0001941	-	KBS0714_01846	SA211_01542	AS2_01022	
N0.HOG0001986	OG0001942	-	KBS0714_01878	SA211_01574	AS2_00981	
N0.HOG0001987	OG0001943	-	KBS0714_01879	SA211_01575	AS2_00980	
N0.HOG0001988	OG0001944	-	KBS0714_01892	SA211_01588	AS2_00966	
N0.HOG0001989	OG0001945	-	KBS0714_01893	SA211_01589		KD33716_00903
N0.HOG0001990	OG0001946	-	KBS0714_01895	SA211_01591	AS2_00963	
N0.HOG0001991	OG0001947	-	KBS0714_01898	SA211_01594	AS2_00961	
N0.HOG0001992	OG0001948	-	KBS0714_01912	SA211_01608		KD33716_00883
N0.HOG0001993	OG0001949	-	KBS0714_01913	SA211_01609		KD33716_00882
N0.HOG0001994	OG0001950	-	KBS0714_01914	SA211_01610		KD33716_00881
N0.HOG0001995	OG0001951	-	KBS0714_01916	SA211_01612		KD33716_00879
N0.HOG0001996	OG0001952	-	KBS0714_01917	SA211_01613		KD33716_00878
N0.HOG0001997	OG0001953	-	KBS0714_01931	SA211_01627	AS2_00929	
N0.HOG0001998	OG0001954	-	KBS0714_01940	SA211_01636	AS2_00919	
N0.HOG0001999	OG0001955	-	KBS0714_01946		AS2_00916	KD33716_00848
N0.HOG0002000	OG0001956	-	KBS0714_01967	SA211_01661	AS2_00892	
N0.HOG0002001	OG0001957	-	KBS0714_01987	SA211_01681	AS2_00870	
N0.HOG0002002	OG0001958	-	KBS0714_01996	SA211_01690		KD33716_00797
N0.HOG0002003	OG0001959	-	KBS0714_02001	SA211_01695	AS2_00856	
N0.HOG0002004	OG0001960	-	KBS0714_02032	SA211_01739	AS2_00788	
N0.HOG0002005	OG0001961	-	KBS0714_02041		AS2_00777	KD33716_00745
N0.HOG0002006	OG0001962	-	KBS0714_02042		AS2_00776	KD33716_00744
N0.HOG0002007	OG0001963	-	KBS0714_02043		AS2_00774	KD33716_00742
N0.HOG0002008	OG0001964	-	KBS0714_02044	SA211_01750	AS2_00772	
N0.HOG0002009	OG0001965	-	KBS0714_02046	SA211_01752		KD33716_00734
N0.HOG0002010	OG0001966	-	KBS0714_02048	SA211_01754		KD33716_00732
N0.HOG0002011	OG0001967	-	KBS0714_02054	SA211_01760	AS2_00766	
N0.HOG0002012	OG0001968	-	KBS0714_02097	SA211_01804	AS2_00682	
N0.HOG0002013	OG0001969	-	KBS0714_02100	SA211_01807	AS2_00679	
N0.HOG0002014	OG0001970	-	KBS0714_02101	SA211_01808	AS2_00678	
N0.HOG0002015	OG0001971	-	KBS0714_02108	SA211_01815	AS2_00670	
N0.HOG0002016	OG0001972	-	KBS0714_02116	SA211_01824	AS2_00664	
N0.HOG0002017	OG0001973	-	KBS0714_02124	SA211_01832		KD33716_00573
N0.HOG0002018	OG0001974	-	KBS0714_02135	SA211_01843	AS2_00637	
N0.HOG0002019	OG0001975	-	KBS0714_02155	SA211_01868	AS2_00602	
N0.HOG0002020	OG0001976	-	KBS0714_02156	SA211_01869	AS2_00604	
N0.HOG0002021	OG0001977	-	KBS0714_02171	SA211_01885		KD33716_00507
N0.HOG0002022	OG0001978	-	KBS0714_02172	SA211_01886	AS2_00580	
N0.HOG0002023	OG0001979	-	KBS0714_02187	SA211_01901	AS2_00562	
N0.HOG0002024	OG0001980	-	KBS0714_02188	SA211_01902	AS2_00561	
N0.HOG0002025	OG0001981	-	KBS0714_02191		AS2_00551	KD33716_00474
N0.HOG0002026	OG0001982	-	KBS0714_02192	SA211_01905	AS2_00550	
N0.HOG0002027	OG0001983	-	KBS0714_02193	SA211_01906	AS2_00553	
N0.HOG0002028	OG0001984	-	KBS0714_02203	SA211_01916	AS2_00540	
N0.HOG0002029	OG0001985	-	KBS0714_02207	SA211_01920	AS2_00538	
N0.HOG0002030	OG0001986	-	KBS0714_02211	SA211_01924	AS2_00533	
N0.HOG0002031	OG0001987	-	KBS0714_02212	SA211_01925	AS2_00532	
N0.HOG0002032	OG0001988	-	KBS0714_02214	SA211_01927	AS2_00530	
N0.HOG0002033	OG0001989	-	KBS0714_02221	SA211_01937	AS2_00516	
N0.HOG0002034	OG0001990	-	KBS0714_02222	SA211_01938		KD33716_00461
N0.HOG0002035	OG0001991	-	KBS0714_02224	SA211_01939		KD33716_01229
N0.HOG0002036	OG0001992	-	KBS0714_02241	SA211_01943	AS2_00715	
N0.HOG0002037	OG0001993	-	KBS0714_02259		AS2_00463	KD33716_00700
N0.HOG0002038	OG0001994	-	KBS0714_02262		AS2_02583	KD33716_00417
N0.HOG0002039	OG0001995	-	KBS0714_02263	SA211_01958		KD33716_00428
N0.HOG0002040	OG0001996	-	KBS0714_02283	SA211_01974	AS2_00808	
N0.HOG0002041	OG0001997	-	KBS0714_02284	SA211_01975	AS2_00453	
N0.HOG0002042	OG0001998	-	KBS0714_02298	SA211_01991	AS2_00945	
N0.HOG0002043	OG0001999	-	KBS0714_02300	SA211_01993		KD33716_00389
N0.HOG0002044	OG0002000	-		SA211_00018	AS2_00034	KD33716_00216
N0.HOG0002045	OG0002001	-		SA211_00235	AS2_02429	KD33716_02313
N0.HOG0002046	OG0002002	-		SA211_00255	AS2_02418	KD33716_02300
N0.HOG0002047	OG0002003	-		SA211_00324	AS2_02272	KD33716_01826
N0.HOG0002048	OG0002004	-		SA211_00342	AS2_02634	KD33716_01886
N0.HOG0002049	OG0002005	-		SA211_01105	AS2_02653	KD33716_01772
N0.HOG0002050	OG0002006	-		SA211_01119, SA211_01966	AS2_00145	
N0.HOG0002051	OG0002007	-		SA211_01643	AS2_00905	KD33716_00844
N0.HOG0002052	OG0002008	-		SA211_01644	AS2_00904	KD33716_00843
N0.HOG0002053	OG0002009	-		SA211_01645	AS2_00903	KD33716_00842
N0.HOG0002054	OG0002010	-		SA211_01652		KD33716_00836, KD33716_00207
N0.HOG0002055	OG0002011	-		SA211_01697	AS2_00854	KD33716_00791
N0.HOG0002056	OG0002012	-		SA211_01698	AS2_00853	KD33716_00790
N0.HOG0002057	OG0002013	-		SA211_01700	AS2_00851	KD33716_00788
N0.HOG0002058	OG0002014	-		SA211_01701	AS2_00850	KD33716_00787
N0.HOG0002059	OG0002015	-		SA211_01702	AS2_00849	KD33716_00786
N0.HOG0002060	OG0002016	-		SA211_01703	AS2_00848	KD33716_00785
N0.HOG0002061	OG0002017	-		SA211_01706	AS2_00846	KD33716_00779
N0.HOG0002062	OG0002018	-		SA211_01707	AS2_00845	KD33716_00778
N0.HOG0002063	OG0002019	-		SA211_01708	AS2_00844	KD33716_00777
N0.HOG0002064	OG0002020	-		SA211_01766	AS2_02616, AS2_02497	
N0.HOG0002065	OG0002021	-		SA211_01778		KD33716_00636, KD33716_00678
N0.HOG0002066	OG0002022	-		SA211_01786	AS2_00702	KD33716_00612
N0.HOG0002067	OG0002023	-		SA211_01795	AS2_00810, AS2_00693	
N0.HOG0002068	OG0002024	-		SA211_01797	AS2_00689, AS2_00823	
N0.HOG0002069	OG0002025	-		SA211_01857	AS2_00617	KD33716_00541
N0.HOG0002070	OG0002026	-		SA211_01859	AS2_00615	KD33716_00539
N0.HOG0002071	OG0002027	-		SA211_01950	AS2_01324	KD33716_00436
N0.HOG0002072	OG0002028	-		SA211_02186	AS2_00824	KD33716_00157
N0.HOG0002073	OG0002029	-		SA211_02211	AS2_00514	KD33716_00455
N0.HOG0002074	OG0002030	-			AS2_01507, AS2_02340, AS2_00130	
N0.HOG0002075	OG0002031	-			AS2_00368, AS2_00367, AS2_01750	
N0.HOG0002076	OG0002032	-			AS2_00388	KD33716_01831, KD33716_00656
N0.HOG0002077	OG0002033	-			AS2_00523, AS2_02663	KD33716_00072
N0.HOG0002078	OG0002034	-			AS2_00570	KD33716_00497, KD33716_00659
N0.HOG0002079	OG0002035	-			AS2_01322, AS2_00591	KD33716_00514
N0.HOG0002080	OG0002036	-			AS2_00712	KD33716_00721, KD33716_00697
N0.HOG0002081	OG0002037	-			AS2_00736, AS2_00740	KD33716_00488
N0.HOG0002082	OG0002038	-			AS2_01314, AS2_00898, AS2_01316	
N0.HOG0002083	OG0002039	-			AS2_02329	KD33716_00693, KD33716_00346
N0.HOG0002084	OG0002040	-			AS2_02431	KD33716_02312, KD33716_02276
N0.HOG0002085	OG0002041	-				KD33716_00939, KD33716_00055, KD33716_01294
N0.HOG0002086	OG0002042	-				KD33716_00665, KD33716_00416, KD33716_00329
N0.HOG0002087	OG0002043	-				KD33716_02238, KD33716_00696, KD33716_00628
N0.HOG0002088	OG0002044	-	KBS0714_00013	SA211_02031		
N0.HOG0002089	OG0002045	-	KBS0714_00027	SA211_02045		
N0.HOG0002090	OG0002046	-	KBS0714_00028	SA211_02046		
N0.HOG0002091	OG0002047	-	KBS0714_00029	SA211_02047		
N0.HOG0002092	OG0002048	-	KBS0714_00031	SA211_02048		
N0.HOG0002093	OG0002049	-	KBS0714_00121			KD33716_00198
N0.HOG0002094	OG0002050	-	KBS0714_00164	SA211_00333		
N0.HOG0002095	OG0002051	-	KBS0714_00165	SA211_00351		
N0.HOG0002096	OG0002052	-	KBS0714_00173			KD33716_00414
N0.HOG0002097	OG0002053	-	KBS0714_00188		AS2_00213	
N0.HOG0002098	OG0002054	-	KBS0714_00254	SA211_02268		
N0.HOG0002099	OG0002055	-	KBS0714_00259		AS2_00110	
N0.HOG0002100	OG0002056	-	KBS0714_00271	SA211_02286		
N0.HOG0002101	OG0002057	-	KBS0714_00274	SA211_02289		
N0.HOG0002102	OG0002058	-	KBS0714_00375		AS2_02587	
N0.HOG0002103	OG0002059	-	KBS0714_00378		AS2_02585	
N0.HOG0002104	OG0002060	-	KBS0714_00415	SA211_00135		
N0.HOG0002105	OG0002061	-	KBS0714_00488	SA211_00208		
N0.HOG0002106	OG0002062	-	KBS0714_00498	SA211_00219		
N0.HOG0002107	OG0002063	-	KBS0714_00499	SA211_00220		
N0.HOG0002108	OG0002064	-	KBS0714_00514		AS2_00275	
N0.HOG0002109	OG0002065	-	KBS0714_00528	SA211_00249		
N0.HOG0002110	OG0002066	-	KBS0714_00582	SA211_00315		
N0.HOG0002111	OG0002067	-	KBS0714_00587	SA211_00321		
N0.HOG0002112	OG0002068	-	KBS0714_00593, KBS0714_00594			
N0.HOG0002113	OG0002069	-	KBS0714_00596			KD33716_01792
N0.HOG0002114	OG0002070	-	KBS0714_00597			KD33716_01798
N0.HOG0002115	OG0002071	-	KBS0714_00598			KD33716_02243
N0.HOG0002116	OG0002072	-	KBS0714_00599			KD33716_02242
N0.HOG0002117	OG0002073	-	KBS0714_00609	SA211_01769		
N0.HOG0002118	OG0002074	-	KBS0714_00768	SA211_00498		
N0.HOG0002119	OG0002075	-	KBS0714_00808	SA211_00540		
N0.HOG0002120	OG0002076	-	KBS0714_00829	SA211_00561		
N0.HOG0002121	OG0002077	-	KBS0714_00835	SA211_00567		
N0.HOG0002122	OG0002078	-	KBS0714_00883	SA211_00605		
N0.HOG0002123	OG0002079	-	KBS0714_00887	SA211_00609		
N0.HOG0002124	OG0002080	-	KBS0714_00890	SA211_00612		
N0.HOG0002125	OG0002081	-	KBS0714_00892	SA211_00614		
N0.HOG0002126	OG0002082	-	KBS0714_00893	SA211_00615		
N0.HOG0002127	OG0002083	-	KBS0714_00949		AS2_02103	
N0.HOG0002128	OG0002084	-	KBS0714_00950		AS2_02104	
N0.HOG0002129	OG0002085	-	KBS0714_00951		AS2_01935	
N0.HOG0002130	OG0002086	-	KBS0714_00953		AS2_01934	
N0.HOG0002131	OG0002087	-	KBS0714_00954		AS2_01933	
N0.HOG0002132	OG0002088	-	KBS0714_00968	SA211_00681		
N0.HOG0002133	OG0002089	-	KBS0714_00969	SA211_00682		
N0.HOG0002134	OG0002090	-	KBS0714_01038	SA211_00751		
N0.HOG0002135	OG0002091	-	KBS0714_01040	SA211_00753		
N0.HOG0002136	OG0002092	-	KBS0714_01041	SA211_00754		
N0.HOG0002137	OG0002093	-	KBS0714_01291	SA211_01010		
N0.HOG0002138	OG0002094	-	KBS0714_01294	SA211_01017		
N0.HOG0002139	OG0002095	-	KBS0714_01385	SA211_01113		
N0.HOG0002140	OG0002096	-	KBS0714_01388	SA211_01120		
N0.HOG0002141	OG0002097	-	KBS0714_01389	SA211_01121		
N0.HOG0002142	OG0002098	-	KBS0714_01390	SA211_01122		
N0.HOG0002143	OG0002099	-	KBS0714_01391	SA211_01123		
N0.HOG0002144	OG0002100	-	KBS0714_01395	SA211_01128		
N0.HOG0002145	OG0002101	-	KBS0714_01396	SA211_01129		
N0.HOG0002146	OG0002102	-	KBS0714_01493		AS2_02201	
N0.HOG0002147	OG0002103	-	KBS0714_01494		AS2_02202	
N0.HOG0002148	OG0002104	-	KBS0714_01495		AS2_02203	
N0.HOG0002149	OG0002105	-	KBS0714_01497		AS2_02209	
N0.HOG0002150	OG0002106	-	KBS0714_01509		AS2_02214	
N0.HOG0002151	OG0002107	-	KBS0714_01593	SA211_01305		
N0.HOG0002152	OG0002108	-	KBS0714_01596	SA211_01308		
N0.HOG0002153	OG0002109	-	KBS0714_01605	SA211_01317		
N0.HOG0002154	OG0002110	-	KBS0714_01606	SA211_01318		
N0.HOG0002155	OG0002111	-	KBS0714_01607	SA211_01319		
N0.HOG0002156	OG0002112	-	KBS0714_01608	SA211_01320		
N0.HOG0002157	OG0002113	-	KBS0714_01613		AS2_01276	
N0.HOG0002158	OG0002114	-	KBS0714_01616	SA211_01326		
N0.HOG0002159	OG0002115	-	KBS0714_01621		AS2_00210	
N0.HOG0002160	OG0002116	-	KBS0714_01655	SA211_01360		
N0.HOG0002161	OG0002117	-	KBS0714_01788		AS2_01088	
N0.HOG0002162	OG0002118	-	KBS0714_01789		AS2_01087	
N0.HOG0002163	OG0002119	-	KBS0714_01792		AS2_01084	
N0.HOG0002164	OG0002120	-	KBS0714_01793		AS2_01083	
N0.HOG0002165	OG0002121	-	KBS0714_01794		AS2_01082	
N0.HOG0002166	OG0002122	-	KBS0714_01796		AS2_01080	
N0.HOG0002167	OG0002123	-	KBS0714_01797		AS2_01079	
N0.HOG0002168	OG0002124	-	KBS0714_01897	SA211_01593		
N0.HOG0002169	OG0002125	-	KBS0714_01945			KD33716_00849
N0.HOG0002170	OG0002126	-	KBS0714_01961	SA211_01654		
N0.HOG0002171	OG0002127	-	KBS0714_01962	SA211_01655		
N0.HOG0002172	OG0002128	-	KBS0714_01964	SA211_01656		
N0.HOG0002173	OG0002129	-	KBS0714_01965	SA211_01657		
N0.HOG0002174	OG0002130	-	KBS0714_02002		AS2_00847	
N0.HOG0002175	OG0002131	-	KBS0714_02059			KD33716_02219
N0.HOG0002176	OG0002132	-	KBS0714_02061			KD33716_02221
N0.HOG0002177	OG0002133	-	KBS0714_02066		AS2_00387	
N0.HOG0002178	OG0002134	-	KBS0714_02072		AS2_00741	
N0.HOG0002179	OG0002135	-	KBS0714_02073		AS2_00737	
N0.HOG0002180	OG0002136	-	KBS0714_02165	SA211_01879		
N0.HOG0002181	OG0002137	-	KBS0714_02166	SA211_01880		
N0.HOG0002182	OG0002138	-	KBS0714_02199	SA211_01912		
N0.HOG0002183	OG0002139	-	KBS0714_02204	SA211_01917		
N0.HOG0002184	OG0002140	-	KBS0714_02205	SA211_01918		
N0.HOG0002185	OG0002141	-	KBS0714_02215		AS2_00529	
N0.HOG0002186	OG0002142	-	KBS0714_02217	SA211_01930		
N0.HOG0002187	OG0002143	-	KBS0714_02242	SA211_01944		
N0.HOG0002188	OG0002144	-	KBS0714_02243	SA211_01945		
N0.HOG0002189	OG0002145	-	KBS0714_02248			KD33716_00459
N0.HOG0002190	OG0002146	-	KBS0714_02250			KD33716_00457
N0.HOG0002191	OG0002147	-	KBS0714_02258		AS2_00472	
N0.HOG0002192	OG0002148	-	KBS0714_02264	SA211_01959		
N0.HOG0002193	OG0002149	-	KBS0714_02267		AS2_00468	
N0.HOG0002194	OG0002150	-	KBS0714_02269	SA211_01962		
N0.HOG0002195	OG0002151	-	KBS0714_02279	SA211_02021		
N0.HOG0002196	OG0002152	-		SA211_00093		KD33716_00837
N0.HOG0002197	OG0002153	-		SA211_00239	AS2_02434	
N0.HOG0002198	OG0002154	-		SA211_00241	AS2_02433	
N0.HOG0002199	OG0002155	-		SA211_00242	AS2_02430	
N0.HOG0002200	OG0002156	-		SA211_00299	AS2_02367	
N0.HOG0002201	OG0002157	-		SA211_00300	AS2_02368	
N0.HOG0002202	OG0002158	-		SA211_00301	AS2_02369	
N0.HOG0002203	OG0002159	-		SA211_00302	AS2_02370	
N0.HOG0002204	OG0002160	-		SA211_00304	AS2_02362	
N0.HOG0002205	OG0002161	-		SA211_00330	AS2_00391	
N0.HOG0002206	OG0002162	-		SA211_00331		KD33716_02232
N0.HOG0002207	OG0002163	-		SA211_00357		KD33716_00671
N0.HOG0002208	OG0002164	-		SA211_00358		KD33716_00672
N0.HOG0002209	OG0002165	-		SA211_00367		KD33716_02209
N0.HOG0002210	OG0002166	-		SA211_00370		KD33716_02203
N0.HOG0002211	OG0002167	-		SA211_00374		KD33716_01211
N0.HOG0002212	OG0002168	-		SA211_00539	AS2_00799	
N0.HOG0002213	OG0002169	-		SA211_00686		KD33716_01518
N0.HOG0002214	OG0002170	-		SA211_00766, SA211_00768		
N0.HOG0002215	OG0002171	-		SA211_00913	AS2_01694	
N0.HOG0002216	OG0002172	-		SA211_01493	AS2_01090	
N0.HOG0002217	OG0002173	-		SA211_01621		KD33716_00867
N0.HOG0002218	OG0002174	-		SA211_01704		KD33716_00783
N0.HOG0002219	OG0002175	-		SA211_01709	AS2_00843	
N0.HOG0002220	OG0002176	-		SA211_01710	AS2_00842	
N0.HOG0002221	OG0002177	-		SA211_01711	AS2_00841	
N0.HOG0002222	OG0002178	-		SA211_01712	AS2_00840	
N0.HOG0002223	OG0002179	-		SA211_01748	AS2_02211	
N0.HOG0002224	OG0002180	-		SA211_01777		KD33716_00635
N0.HOG0002225	OG0002181	-		SA211_01782		KD33716_01295
N0.HOG0002226	OG0002182	-		SA211_01854		KD33716_00549
N0.HOG0002227	OG0002183	-		SA211_01928	AS2_00526	
N0.HOG0002228	OG0002184	-		SA211_01953		KD33716_00433
N0.HOG0002229	OG0002185	-		SA211_01969	AS2_00458	
N0.HOG0002230	OG0002186	-		SA211_02172	AS2_02386	
N0.HOG0002231	OG0002187	-		SA211_02184		KD33716_00158
N0.HOG0002232	OG0002188	-		SA211_02187		KD33716_00156
N0.HOG0002233	OG0002189	-		SA211_02215	AS2_00048	
N0.HOG0002234	OG0002190	-		SA211_02224	AS2_00042	
N0.HOG0002235	OG0002191	-		SA211_02227	AS2_00040	
N0.HOG0002236	OG0002192	-		SA211_02228	AS2_02200	
N0.HOG0002237	OG0002193	-		SA211_02229	AS2_00037	
N0.HOG0002238	OG0002194	-		SA211_02304	AS2_00809	
N0.HOG0002239	OG0002195	-			AS2_00078	KD33716_00062
N0.HOG0002240	OG0002196	-			AS2_00094	KD33716_00065
N0.HOG0002241	OG0002197	-			AS2_00101, AS2_00874	
N0.HOG0002242	OG0002198	-			AS2_00115	KD33716_00083
N0.HOG0002243	OG0002199	-			AS2_00117	KD33716_00085
N0.HOG0002244	OG0002200	-			AS2_00148	KD33716_00106
N0.HOG0002245	OG0002201	-			AS2_00170	KD33716_00121
N0.HOG0002246	OG0002202	-			AS2_00177	KD33716_00471
N0.HOG0002247	OG0002203	-			AS2_00249	KD33716_00183
N0.HOG0002248	OG0002204	-			AS2_00290	KD33716_00236
N0.HOG0002249	OG0002205	-			AS2_00340	KD33716_00280
N0.HOG0002250	OG0002206	-			AS2_00345	KD33716_00283
N0.HOG0002251	OG0002207	-			AS2_00347	KD33716_00285
N0.HOG0002252	OG0002208	-			AS2_00350	KD33716_02481
N0.HOG0002253	OG0002209	-			AS2_00394	KD33716_00663
N0.HOG0002254	OG0002210	-			AS2_00395	KD33716_00664
N0.HOG0002255	OG0002211	-			AS2_00396	KD33716_00309
N0.HOG0002256	OG0002212	-			AS2_00438	KD33716_00391
N0.HOG0002257	OG0002213	-			AS2_02684, AS2_00484	
N0.HOG0002258	OG0002214	-			AS2_00486	KD33716_00927
N0.HOG0002259	OG0002215	-			AS2_00491, AS2_00765	
N0.HOG0002260	OG0002216	-			AS2_00497	KD33716_00412
N0.HOG0002261	OG0002217	-			AS2_00507	KD33716_00443
N0.HOG0002262	OG0002218	-			AS2_00510	KD33716_00444
N0.HOG0002263	OG0002219	-			AS2_00512	KD33716_00449
N0.HOG0002264	OG0002220	-			AS2_00517	KD33716_00466
N0.HOG0002265	OG0002221	-			AS2_00521	KD33716_00476
N0.HOG0002266	OG0002222	-			AS2_00552	KD33716_00475
N0.HOG0002267	OG0002223	-			AS2_00558	KD33716_00485
N0.HOG0002268	OG0002224	-			AS2_00571	KD33716_00498
N0.HOG0002269	OG0002225	-			AS2_00581	KD33716_00799
N0.HOG0002270	OG0002226	-			AS2_00592	KD33716_00515
N0.HOG0002271	OG0002227	-			AS2_00618	KD33716_00543
N0.HOG0002272	OG0002228	-			AS2_00619, AS2_00717	
N0.HOG0002273	OG0002229	-			AS2_00639	KD33716_01983
N0.HOG0002274	OG0002230	-			AS2_00644	KD33716_02224
N0.HOG0002275	OG0002231	-			AS2_00645	KD33716_01292
N0.HOG0002276	OG0002232	-			AS2_00671	KD33716_00587
N0.HOG0002277	OG0002233	-			AS2_00710, AS2_00768	
N0.HOG0002278	OG0002234	-			AS2_00735, AS2_00745	
N0.HOG0002279	OG0002235	-			AS2_00754	KD33716_02190
N0.HOG0002280	OG0002236	-			AS2_00759	KD33716_01982
N0.HOG0002281	OG0002237	-			AS2_00761	KD33716_00724
N0.HOG0002282	OG0002238	-			AS2_00762	KD33716_00725
N0.HOG0002283	OG0002239	-			AS2_00773	KD33716_02404
N0.HOG0002284	OG0002240	-			AS2_02006, AS2_00827	
N0.HOG0002285	OG0002241	-			AS2_00852	KD33716_00789
N0.HOG0002286	OG0002242	-			AS2_00861	KD33716_00800
N0.HOG0002287	OG0002243	-			AS2_00883	KD33716_00825
