gene	Control_#1_B_cell	Control_#2_B_cell	Control_#3_B_cell	SARS_CoV2_pos_Mild_B_cell	SARS_CoV2_pos_Severe_#1_B_cell	SARS_CoV2_pos_Severe_#2_B_cell	SARS_CoV2_pos_Severe_#3_B_cell	Control_#1_T_cell	Control_#2_T_cell	Control_#3_T_cell	SARS_CoV2_pos_Mild_T_cell	SARS_CoV2_pos_Severe_#1_T_cell	SARS_CoV2_pos_Severe_#2_T_cell	SARS_CoV2_pos_Severe_#3_T_cell	Control_#3_erythroid_lineage_cell	SARS_CoV2_pos_Mild_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#1_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#2_erythroid_lineage_cell	Control_#1_monocyte	Control_#2_monocyte	Control_#3_monocyte	SARS_CoV2_pos_Mild_monocyte	SARS_CoV2_pos_Severe_#1_monocyte	SARS_CoV2_pos_Severe_#2_monocyte	Control_#1_neutrophil	Control_#2_neutrophil	Control_#3_neutrophil	SARS_CoV2_pos_Mild_neutrophil	SARS_CoV2_pos_Severe_#1_neutrophil	SARS_CoV2_pos_Severe_#2_neutrophil	Control_#1_platelet	Control_#3_platelet	SARS_CoV2_pos_Severe_#1_platelet	SARS_CoV2_pos_Severe_#2_platelet
TBCD	27	50	40	115	234	197	30	832	775	534	1480	1174	690	103	0	1	7	18	295	211	204	322	435	229	20	5	47	16	89	167	0	1	1	0
TBCK	18	36	47	239	226	180	66	677	627	440	2191	1211	634	200	0	0	4	5	241	189	193	412	434	160	11	4	20	13	44	60	0	0	0	5
TBK1	55	76	65	278	411	440	55	1311	1287	946	3068	2043	1452	252	2	1	6	36	656	489	398	668	908	617	6	6	80	25	141	423	0	2	3	10
TBL1XR1	8	10	5	51	54	71	12	138	173	115	453	260	219	35	3	4	12	58	46	48	35	89	78	58	0	0	5	2	6	15	1	4	3	21
TCEA1	14	24	34	118	141	293	29	323	330	266	779	594	700	91	16	25	17	128	105	71	97	142	167	137	1	0	0	3	4	11	6	2	11	47
TCF25	17	37	39	108	178	271	28	638	511	361	1116	997	846	100	0	0	2	22	264	178	211	297	380	318	1	5	12	8	41	99	0	0	2	19
TCP11L2	12	12	7	16	51	74	3	114	122	84	291	191	227	14	14	27	52	294	22	24	15	16	16	27	1	2	8	3	2	39	0	0	1	3
TERF2IP	13	28	19	54	99	124	13	360	390	287	702	669	626	74	50	60	228	1140	62	47	39	85	99	107	0	1	8	4	18	63	9	6	25	109
TET2	4	10	3	19	44	40	2	68	77	42	169	130	116	12	1	1	2	10	142	114	94	183	196	158	2	8	41	16	19	124	0	0	4	13
TFDP2	5	13	14	60	53	38	13	249	212	157	586	361	309	58	4	1	40	173	39	32	38	81	89	32	2	5	3	2	11	19	0	1	3	5
TFG	9	9	3	26	58	58	0	121	106	91	289	204	283	21	0	1	1	6	55	39	35	64	62	78	4	1	15	4	21	93	1	1	3	11
TGFB1	6	8	10	50	59	74	8	400	430	249	719	698	611	77	0	0	2	10	224	162	151	313	337	204	3	3	20	10	30	208	60	55	181	524
TGOLN2	9	24	20	66	86	152	12	290	275	187	756	476	474	63	0	0	0	11	213	150	132	246	281	304	4	4	6	4	31	78	4	2	11	33
THOC5	7	12	19	41	50	46	11	231	232	160	497	333	245	36	3	0	3	2	75	59	64	80	106	83	6	4	21	5	19	51	0	0	3	2
THOC7	5	7	9	36	31	30	10	123	128	89	416	280	340	59	5	9	30	75	50	37	38	94	77	75	0	0	0	0	2	16	1	0	7	15
THRAP3	6	17	21	83	109	110	11	183	231	150	744	451	477	66	5	4	14	47	86	61	67	183	113	113	4	1	5	4	19	77	1	2	5	4
TIMM17A	17	24	22	105	132	157	19	415	407	289	899	638	492	88	0	1	2	6	214	151	139	229	265	181	3	5	17	4	21	108	0	1	0	0
TKT	2	12	10	39	45	99	8	109	121	82	357	264	402	43	2	0	7	17	599	450	521	701	1038	991	3	4	28	15	33	217	0	0	0	13
TLK1	4	13	21	57	68	84	6	154	177	104	487	296	276	37	0	0	2	5	32	31	24	40	54	46	0	1	2	3	6	30	22	16	73	195
TLK2	9	12	12	50	67	74	14	195	197	117	383	270	238	17	0	0	4	11	62	68	42	80	92	70	1	1	1	2	11	19	0	1	2	8
TLN1	11	28	22	118	128	144	27	385	403	292	1163	779	706	118	2	1	9	62	323	245	251	449	567	443	4	5	30	13	39	244	107	161	526	1485
TM9SF2	6	6	5	13	23	50	5	57	72	51	195	158	140	14	0	0	0	4	86	74	73	108	155	101	1	1	4	5	2	16	0	1	1	7
TMA7	41	66	57	232	311	399	58	1634	1615	1205	3733	2763	2522	356	4	9	35	110	506	366	416	621	623	555	5	8	40	20	29	236	8	8	25	98
TMBIM4	15	16	19	111	81	119	22	194	265	192	907	390	399	67	0	0	0	6	169	172	186	351	293	316	5	1	13	14	22	139	1	0	5	6
TMBIM6	5	32	30	117	132	168	19	390	460	365	1325	912	942	144	4	3	33	109	324	244	256	534	649	548	2	13	42	17	34	216	5	7	36	113
TMED2	4	9	6	22	37	43	9	155	179	143	414	295	354	48	0	0	0	6	75	40	60	91	102	116	1	0	5	3	5	26	1	0	2	16
TMED5	2	5	8	27	22	70	1	101	107	88	244	139	177	19	0	0	1	8	155	95	89	197	159	168	1	4	13	1	6	63	2	0	3	9
TMEM120B	6	11	8	40	43	41	10	160	193	132	393	279	208	24	0	0	0	3	64	60	56	67	81	79	4	4	12	0	13	36	3	2	12	28
TMEM123	14	27	12	60	123	103	7	459	381	281	1327	573	1045	131	0	1	1	15	144	141	95	262	210	202	0	2	8	20	9	55	0	0	5	26
TMEM154	13	20	26	102	82	88	13	86	94	61	346	166	105	21	2	1	2	1	71	80	67	172	108	55	8	10	72	45	52	294	0	2	0	2
TMEM167A	3	4	6	25	28	44	3	102	103	96	268	230	250	26	0	0	5	15	119	89	111	210	225	249	0	0	3	2	3	38	0	1	5	35
TMEM183A	2	1	3	19	25	34	2	80	81	83	189	194	198	21	2	6	40	72	43	27	37	66	62	59	2	1	2	3	5	13	0	0	1	12
TMEM212	32	67	66	148	228	215	19	719	752	516	1399	858	729	77	0	1	5	29	115	87	100	145	136	119	2	3	7	4	16	22	1	0	1	3
TMEM219	7	7	10	34	31	71	5	132	145	109	353	243	331	51	0	0	1	5	118	102	85	144	151	159	1	1	3	3	8	4	7	13	30	112
TMEM248	5	8	5	26	29	35	6	82	82	60	233	141	128	20	0	1	3	6	48	40	29	67	68	43	0	0	3	0	3	13	1	2	4	17
TMEM258	7	17	16	61	60	128	13	408	367	331	1102	648	769	134	0	0	2	16	179	131	157	283	217	254	1	3	2	5	3	31	0	1	5	28
TMEM41B	3	7	12	22	40	42	5	159	136	81	288	236	190	26	0	0	0	1	59	26	41	56	86	66	0	3	5	3	13	48	1	0	0	6
TMEM45A	21	33	27	125	133	180	10	420	420	291	979	505	415	56	1	0	1	13	88	72	67	131	152	76	1	4	7	7	9	32	0	0	1	8
TMEM50A	3	6	10	35	40	47	3	194	218	175	641	445	469	77	0	2	13	44	95	73	104	203	171	235	0	2	17	7	9	182	8	19	42	145
TMEM59	8	10	5	63	50	67	14	286	285	200	776	571	686	99	6	11	40	220	157	119	145	237	257	323	2	2	13	11	15	140	2	2	7	38
TMEM9B	4	6	4	16	35	48	4	79	49	41	241	160	162	26	0	3	19	73	63	49	59	80	87	113	0	0	4	1	2	12	3	1	7	18
TMF1	11	5	20	55	96	85	6	262	262	195	481	551	435	64	1	0	6	10	62	60	62	121	100	85	4	0	8	8	21	80	0	0	2	8
TMOD3	17	39	36	90	104	141	18	407	431	297	1130	693	578	109	0	0	3	10	163	138	120	229	261	219	5	1	17	14	21	94	5	7	28	101
TMSB10	245	485	409	1814	2080	2832	311	9001	8956	6584	22625	14294	20338	2738	3	7	11	156	4038	3245	3683	6499	5468	8585	2	5	16	41	19	254	1	1	16	70
TMSB4X	335	602	524	2706	2692	4260	621	15042	16281	12077	45069	24639	33115	4643	12	16	29	563	8316	6010	7363	11392	10438	15389	27	81	288	302	382	3863	967	1304	3171	10808
TMSB4XP4	5	12	4	60	78	35	29	236	314	145	1264	756	475	230	0	0	0	8	134	117	120	311	294	102	1	1	0	7	3	30	7	17	113	59
TMUB2	5	5	8	42	35	59	14	103	77	46	331	177	126	34	0	0	12	19	29	33	29	101	79	47	2	0	7	3	10	56	0	1	0	9
TMX4	6	10	6	24	59	86	7	165	179	139	335	231	229	24	0	0	2	3	63	60	47	94	108	107	1	2	15	5	16	85	2	0	2	16
TNFAIP3	7	3	2	29	46	44	1	2343	2385	2059	1959	2601	2444	45	7	1	2	14	198	189	163	100	126	149	43	58	185	41	227	1268	0	1	1	11
TNFAIP8L1	10	15	22	68	66	72	9	270	233	156	499	318	276	42	0	0	3	5	120	71	78	109	150	72	2	0	5	8	14	18	3	5	2	6
TNRC6B	18	38	39	142	174	163	30	439	585	367	1555	575	638	127	1	2	26	102	85	87	61	175	141	50	1	3	23	7	10	62	0	0	0	4
TOMM7	59	110	128	498	513	715	75	2500	1660	1542	5391	3070	3236	420	0	2	12	49	520	281	330	624	495	441	0	3	2	2	5	13	0	2	8	5
TOP1	5	15	20	71	97	122	18	205	212	210	552	403	404	69	51	24	186	927	132	113	84	197	219	210	4	4	23	10	28	75	5	1	28	113
TP53INP1	9	8	9	49	67	94	8	62	51	55	105	119	260	22	0	1	0	5	21	14	18	25	45	43	1	1	2	3	4	42	0	0	0	5
TPGS1	41	69	59	280	382	272	71	1253	1192	927	3160	1953	1302	323	0	4	4	24	366	315	285	603	701	368	14	17	50	29	112	269	0	1	0	10
TPI1	3	14	9	47	49	73	16	223	245	163	680	568	677	81	1	1	2	7	232	165	198	371	315	371	0	1	7	2	6	54	4	1	26	75
TPM1	15	41	25	122	165	106	31	601	498	380	1116	762	524	112	4	1	7	76	187	176	160	221	323	163	7	6	23	7	23	81	35	35	184	392
TPM3	27	52	56	199	273	465	54	831	881	584	1909	1443	1646	213	1	0	7	47	707	528	534	1029	1103	1482	16	8	77	32	120	509	25	30	97	400
TPM4	11	14	16	42	60	53	11	119	145	115	511	382	364	43	0	0	0	18	173	97	99	249	270	266	3	6	41	7	19	116	61	55	195	804
TPR	10	23	30	85	106	150	9	424	448	340	1201	673	726	110	0	0	1	12	138	116	108	237	175	169	5	0	39	16	16	65	0	1	1	10
TPST2	1	10	6	17	35	18	3	164	176	124	366	209	166	28	0	1	4	36	49	38	44	64	117	79	2	1	4	4	12	55	14	8	50	237
TPT1	388	685	876	3130	3924	5810	671	17882	16985	13503	49561	29400	37962	5195	79	131	295	1730	4886	3854	4053	6509	6367	5733	16	21	142	63	144	760	18	24	75	429
TRA2A	34	47	34	81	183	261	24	553	485	371	764	595	599	59	0	1	1	18	115	86	90	160	142	123	3	2	17	3	11	61	1	0	4	12
TRA2B	34	60	46	157	268	460	44	673	628	449	1176	1032	1280	154	0	0	2	45	161	138	126	272	254	279	0	3	3	5	8	32	5	0	11	29
TRAM1	6	11	7	34	56	65	1	188	239	188	597	371	456	69	0	1	2	14	110	87	94	195	154	153	1	1	4	1	4	19	3	1	9	42
TRAPPC1	7	10	18	63	59	79	13	157	228	139	584	426	425	75	0	0	3	15	90	66	79	149	146	205	0	2	6	1	5	56	7	25	60	133
TRAPPC5	9	8	1	29	20	29	7	73	74	49	241	136	179	36	2	13	28	211	174	121	132	235	222	242	2	1	0	1	5	36	1	11	14	103
TRIM52	14	28	18	93	101	107	7	483	491	350	947	646	453	48	0	0	5	14	104	116	84	130	148	95	6	1	15	10	24	62	0	0	3	3
TRIM56	30	54	45	182	248	205	38	772	703	441	1729	1092	776	122	0	1	5	22	282	252	171	412	387	253	4	4	10	14	30	83	2	1	3	4
TRIM58	5	9	10	36	42	61	5	218	185	130	500	330	225	33	69	81	354	1325	49	47	33	68	76	47	0	2	3	5	11	39	17	6	42	134
TRIOBP	4	3	5	20	14	22	0	58	94	53	182	103	97	15	0	0	0	1	62	50	49	87	92	75	1	2	7	2	6	49	0	1	0	8
TRIP11	19	41	24	124	140	114	24	496	457	311	1274	700	437	106	0	0	2	16	123	86	96	205	203	94	2	4	15	13	25	56	0	1	6	24
TRIP12	1	8	5	28	49	48	5	105	94	78	313	204	180	21	4	1	35	64	66	65	44	117	141	83	3	0	10	5	14	54	2	4	6	28
TRIR	24	33	39	140	160	216	22	472	474	385	1292	896	930	111	0	1	16	28	209	138	141	289	275	272	2	0	7	9	4	75	5	12	22	70
TRNAU1AP	21	28	25	69	118	118	15	450	376	304	878	623	447	48	1	2	1	3	223	149	168	211	286	193	2	4	24	9	43	78	1	2	1	5
TSC2	31	51	39	150	191	165	30	592	533	401	1319	849	557	119	1	1	7	11	202	183	169	286	347	156	8	1	30	12	46	84	1	2	1	2
TSC22D3	84	233	110	314	675	2195	85	2498	2515	1930	3781	2587	3707	144	0	2	30	66	252	189	184	231	270	427	7	14	43	37	36	152	18	23	53	115
TSC22D4	1	5	3	23	13	17	6	98	82	70	360	183	131	27	1	6	14	36	34	31	24	66	74	44	2	0	5	9	13	61	5	1	16	34
TSGA10	8	10	9	23	28	30	4	147	134	114	329	162	134	22	0	0	2	5	91	66	47	71	81	72	4	2	9	1	14	47	0	1	0	0
TSPAN10	22	23	23	73	90	69	12	412	369	280	814	566	336	72	1	1	2	12	233	156	126	241	312	107	25	14	77	17	90	158	0	3	0	0
TSPAN14	4	14	7	41	62	39	10	294	239	146	743	494	329	58	1	2	0	7	129	100	129	196	291	183	3	1	12	8	21	58	1	0	4	14
TSPO	3	6	9	34	59	70	12	291	263	230	724	542	686	80	1	1	22	27	660	451	548	954	1138	1221	1	2	24	2	38	666	0	1	3	18
TSPYL1	13	21	15	50	63	112	9	345	310	244	566	326	347	39	2	2	10	16	50	37	38	69	56	40	0	1	2	5	3	30	0	1	1	7
TTC3	17	30	26	90	146	209	16	532	493	368	1177	638	707	103	0	0	0	6	158	105	82	180	146	125	1	2	5	4	18	27	0	1	2	3
TUBA1A	25	23	14	82	68	309	14	551	549	495	1118	609	1016	50	0	1	1	16	396	238	414	356	440	619	5	16	121	40	54	266	1	3	9	34
TUBA1B	10	19	10	68	49	103	16	212	384	193	944	1512	1505	126	1	0	16	61	295	176	335	388	561	365	0	5	18	7	5	24	21	19	109	219
TUBA4A	5	12	7	36	28	36	6	183	185	138	517	407	319	39	2	2	7	74	30	10	25	38	52	49	0	3	15	1	11	71	81	79	178	531
TUBB4B	4	12	2	29	25	51	4	125	266	128	268	269	305	33	1	2	17	121	100	102	93	152	133	152	0	0	7	1	10	30	9	16	38	122
TUT7	2	11	14	29	71	49	4	82	88	58	196	149	148	19	0	1	6	21	90	59	62	118	100	90	3	1	16	12	30	76	0	3	2	11
TXN	3	14	3	28	31	75	17	207	240	227	689	749	1019	89	6	14	33	146	168	107	131	251	250	330	2	5	39	24	40	302	0	2	5	38
TXNIP	130	168	194	910	1146	1732	163	3110	2435	1597	9113	2868	3366	520	3	1	12	118	492	291	410	901	669	375	5	11	57	61	114	260	1	2	3	23
TXNL1	3	6	5	37	55	59	2	125	120	87	380	238	271	44	3	2	19	134	36	36	28	90	71	91	1	0	5	3	8	26	0	1	5	28
TXNL4A	5	8	10	29	45	85	11	163	206	171	429	378	427	61	0	2	6	10	63	58	75	107	109	131	0	0	4	2	2	10	2	3	6	28
TYMP	5	11	6	29	20	37	7	36	57	45	232	118	100	21	0	1	2	6	615	435	485	1192	998	1016	3	7	34	18	37	133	1	0	5	38
U2AF1	7	10	46	62	111	78	11	306	159	228	731	689	379	36	0	2	2	6	201	52	133	349	276	69	2	0	13	11	24	24	0	1	0	5
UBA52	154	277	346	1158	1505	2350	245	4551	4421	3687	11764	6975	9351	1112	109	131	592	2183	1553	1309	1445	2378	2239	2370	5	16	45	31	72	364	3	4	28	139
UBALD2	11	20	9	45	118	136	10	341	313	237	713	738	1141	121	4	7	56	166	139	85	78	128	181	209	6	3	12	12	41	124	2	3	15	28
UBB	46	73	51	234	381	509	42	1230	1270	740	2198	1718	2619	205	1022	1001	3700	19610	297	233	213	351	375	496	0	5	15	14	11	231	11	19	59	305
UBC	90	215	149	469	861	1465	144	2593	2658	1802	4523	4299	4409	551	2	6	50	225	1244	988	908	1624	1686	2052	11	20	109	66	171	632	34	25	136	273
UBE2B	5	21	19	68	75	125	8	419	317	262	845	672	695	77	31	61	111	364	128	90	135	186	202	211	7	6	50	43	71	369	3	0	16	58
UBE2D2	12	27	25	114	147	154	18	373	348	265	1105	712	851	105	0	6	8	34	94	78	88	165	173	216	0	4	7	4	8	58	1	2	4	27
UBE2D3	18	43	29	115	171	254	19	765	619	430	1455	1205	1387	158	25	31	117	308	295	219	237	463	502	462	16	6	60	38	80	312	4	2	13	54
UBE2E3	2	7	5	20	20	31	3	69	89	61	173	142	114	13	0	2	5	37	50	28	35	46	67	47	1	0	2	2	0	7	7	12	22	76
UBE2H	2	14	10	37	47	62	8	131	115	79	304	181	228	24	41	36	208	1076	44	45	33	62	58	85	2	1	12	1	14	79	12	4	23	81
UBE2J1	23	10	16	51	66	132	7	103	75	117	199	172	281	33	0	0	0	8	224	112	173	140	378	467	3	0	30	9	20	188	9	3	12	63
UBE2L3	2	7	15	46	62	84	9	230	240	190	613	590	571	61	0	0	1	20	121	83	79	186	173	212	0	0	3	5	2	24	1	1	9	64
UBE2M	0	12	2	26	32	44	8	112	150	97	319	191	243	41	2	3	11	76	69	34	65	91	77	100	0	0	8	5	14	48	4	2	3	28
UBE2R2	5	3	9	27	28	41	4	91	97	68	275	130	133	22	0	1	6	17	161	128	153	209	219	227	2	9	38	10	50	215	1	1	2	26
UBL3	3	11	7	23	27	40	3	111	110	97	281	232	204	33	0	0	2	12	56	52	56	101	92	74	0	3	7	3	5	50	1	0	2	6
UBL5	15	28	27	99	117	181	25	533	554	408	1563	910	1048	158	17	8	110	261	292	234	230	396	380	445	1	3	24	5	24	220	7	11	27	144
UBN1	1	3	4	16	20	16	3	124	99	90	263	166	153	14	1	2	2	17	73	40	60	86	78	97	3	5	12	4	35	91	3	2	5	17
UBQLN1	4	5	6	20	28	65	3	108	95	87	205	184	192	15	3	2	18	72	66	45	47	80	80	93	0	0	5	1	7	37	0	2	2	15
UBR2	2	8	7	19	29	36	1	113	129	76	281	159	136	18	7	6	34	93	46	33	23	70	59	29	1	2	13	12	17	65	0	0	3	10
UBR4	3	7	9	22	51	41	7	96	110	63	201	192	135	16	2	0	9	23	74	57	50	78	126	73	0	3	13	2	21	67	1	0	6	11
UBXN1	16	37	29	133	171	274	27	413	426	342	1088	739	829	93	2	0	20	40	129	124	120	235	188	217	1	1	3	2	7	32	0	0	0	12
UBXN4	10	18	19	67	102	129	9	261	265	198	730	556	525	63	0	0	2	17	103	77	65	171	144	146	1	1	14	4	16	60	3	2	1	22
UCP2	18	41	32	140	141	300	38	266	275	190	949	559	797	141	6	14	41	232	170	109	114	237	172	249	0	1	3	1	0	12	7	12	36	75
UFD1	0	3	3	21	26	50	6	102	123	103	316	306	351	49	1	3	5	31	45	20	28	89	84	132	1	0	4	2	7	59	4	3	10	43
UGGT1	5	18	10	62	81	49	21	219	239	166	700	435	291	79	1	1	7	13	117	92	77	160	176	82	4	6	15	7	17	43	2	0	2	6
UGP2	0	6	3	34	16	28	6	105	123	95	429	210	254	43	0	0	1	7	20	17	24	53	45	43	0	1	2	5	1	20	2	1	8	51
UIMC1	10	11	5	30	37	52	3	68	70	51	160	117	105	12	1	1	10	115	38	34	24	41	57	39	0	0	2	1	7	25	3	4	14	78
UPF2	17	21	14	71	128	141	18	124	149	80	492	261	240	47	3	0	3	32	35	37	33	75	82	72	2	1	7	3	15	40	0	0	1	12
UQCR10	8	13	12	73	61	77	19	297	337	241	1046	628	795	120	0	3	36	101	185	143	153	269	233	305	0	0	8	3	6	62	2	2	6	33
UQCR11	10	30	16	125	117	195	28	572	567	448	1539	993	1236	196	10	17	109	212	328	239	263	506	417	518	0	7	19	12	11	131	12	13	49	188
UQCRB	27	64	57	290	328	542	71	1496	1485	1008	4098	2332	3038	400	7	9	53	274	454	392	482	769	673	909	2	3	2	6	4	93	2	3	7	48
UQCRH	18	35	47	191	188	341	37	464	469	367	1492	1084	1463	215	2	1	10	64	247	210	226	423	342	492	0	1	1	0	6	23	36	25	76	336
USF2	6	16	8	65	75	97	14	164	150	111	359	280	314	25	0	0	0	5	102	97	82	124	190	156	0	1	6	4	8	57	14	11	18	27
USP12	3	15	11	15	55	75	5	78	68	62	124	134	131	11	21	20	67	167	42	36	34	71	48	75	0	0	1	0	2	12	3	0	7	26
USP15	13	25	27	84	154	167	15	413	395	278	967	646	661	78	18	21	51	382	295	209	168	388	360	284	1	7	27	28	37	185	1	0	7	42
USP22	8	9	6	30	40	51	11	99	105	59	266	202	189	29	1	0	1	1	50	46	29	77	75	44	0	2	5	2	7	20	0	2	10	21
USP33	9	17	14	56	72	59	6	199	244	166	449	305	231	38	1	0	4	22	52	44	41	84	86	53	0	0	1	2	4	17	1	1	3	18
USP34	8	29	23	75	108	152	13	250	282	189	583	395	371	41	0	0	9	24	72	51	51	108	118	73	2	1	5	2	16	44	0	0	2	17
USP47	2	12	8	27	58	57	1	147	150	103	341	283	199	23	0	0	9	20	40	38	38	72	69	58	1	1	2	2	4	19	4	1	5	38
USP7	6	7	10	21	76	79	0	116	136	96	226	240	202	27	4	1	46	146	91	46	69	75	107	103	3	2	4	2	9	26	1	1	3	6
USP8	28	48	43	143	203	185	28	646	547	410	1288	850	644	83	0	0	3	16	319	259	217	378	380	292	12	4	42	20	43	146	0	0	4	7
USP9X	5	12	13	30	38	60	6	97	134	97	266	153	180	19	2	2	15	59	67	51	48	100	82	67	4	2	13	7	21	51	2	0	2	11
UTRN	8	17	15	84	106	108	3	296	342	228	743	455	484	60	0	0	0	3	155	142	133	255	200	154	1	1	2	4	4	20	0	0	3	2
UXT	12	27	41	100	137	191	15	421	420	340	1139	649	873	101	0	0	2	22	101	95	98	164	125	146	0	1	3	0	3	16	2	0	6	18
VAMP2	15	32	29	74	111	245	20	638	507	448	953	692	925	90	0	1	4	14	107	87	69	127	114	129	5	5	21	16	33	137	0	0	4	9
VAPA	13	29	20	60	100	167	15	304	263	205	778	486	666	80	2	0	7	38	201	172	146	288	304	325	1	4	29	18	52	208	13	5	28	136
VASP	2	13	8	38	33	72	19	73	129	69	381	217	218	35	1	0	0	5	250	225	209	386	377	507	11	18	51	25	60	354	7	5	30	120
VCP	6	8	7	22	30	49	2	152	162	111	404	270	284	59	1	0	7	15	109	66	70	139	119	131	2	1	6	4	15	49	1	1	10	24
VHL	6	16	24	50	71	88	11	152	124	90	383	233	235	45	1	0	1	17	118	83	68	119	148	83	2	1	10	2	16	86	0	0	0	7
VIM	11	53	47	261	288	632	51	1609	1716	1643	5721	4477	5286	771	2	1	7	44	3189	2662	2626	4564	4850	5674	7	25	68	24	53	503	2	2	5	72
VMP1	6	5	4	23	33	53	5	182	155	153	365	624	508	54	3	1	0	5	232	154	177	496	1007	298	5	10	44	20	55	247	0	1	0	3
VOPP1	4	4	16	25	33	64	13	104	77	70	234	160	212	35	0	0	0	2	36	29	24	62	50	67	2	2	13	1	2	63	0	1	2	0
VPS26A	4	4	6	16	34	50	4	94	99	86	227	191	166	17	3	2	8	23	51	38	28	73	71	101	1	0	2	2	8	33	3	0	4	7
VPS36	5	15	10	69	56	63	14	161	176	154	561	292	245	56	0	0	3	2	61	61	51	114	107	78	1	2	4	2	7	12	0	0	0	5
VPS37B	4	6	1	24	44	36	5	142	112	80	166	192	145	17	0	0	0	4	48	40	38	64	68	34	1	1	11	10	11	34	1	0	3	11
VPS4B	8	13	13	47	84	71	6	190	171	135	424	317	317	34	0	0	1	1	73	57	65	112	115	132	1	1	9	10	18	94	1	1	1	8
VRK1	28	41	43	187	222	166	28	506	470	342	1317	741	565	94	0	2	2	18	119	104	82	176	181	88	2	2	14	11	18	34	0	1	0	0
VSIR	0	3	0	11	15	6	3	69	86	61	346	127	134	26	2	0	1	2	297	219	277	409	536	644	7	8	51	22	59	275	2	4	7	16
WAC	7	18	20	70	132	185	13	331	307	227	682	552	463	50	1	4	14	55	165	111	163	231	260	262	8	3	35	16	57	193	1	0	4	18
WAS	4	7	4	42	37	43	9	132	159	111	455	268	248	45	0	0	1	0	119	95	92	221	198	142	2	5	16	10	18	164	0	0	2	3
WASF2	14	27	23	72	91	145	22	290	290	225	763	402	473	81	17	24	120	302	211	171	226	287	316	318	3	1	9	7	8	60	7	1	18	81
WBP11	7	10	10	42	90	125	13	163	157	112	370	320	323	41	0	0	0	6	60	62	54	89	101	85	0	1	4	2	4	26	2	0	0	9
WBP2	3	7	5	23	22	38	1	71	59	54	220	95	114	23	10	16	39	151	50	30	33	73	57	50	1	1	9	8	14	49	18	7	53	149
WDR1	4	5	8	21	22	32	5	142	150	101	397	325	321	36	0	0	3	6	85	77	72	141	163	175	3	2	8	5	7	47	23	19	53	169
WDR26	9	13	6	21	63	62	4	206	204	131	278	296	233	16	11	15	64	232	91	92	87	120	175	126	1	2	22	15	46	204	0	0	4	16
WDR45	12	31	23	87	103	81	14	510	425	303	905	524	379	54	1	18	43	146	141	114	112	129	172	122	3	3	22	5	25	47	3	1	7	7
WHAMMP1	4	5	9	23	28	43	7	157	110	93	314	141	193	16	0	0	1	7	37	28	40	50	43	33	1	0	3	0	0	13	1	1	8	34
WIPF1	9	17	13	44	88	122	13	494	454	332	940	658	618	64	1	1	0	7	77	89	95	211	209	143	6	7	39	39	29	189	13	13	36	108
WIPI2	4	7	4	24	33	32	6	98	108	75	231	179	196	24	7	7	29	49	34	43	44	70	76	63	0	0	9	1	9	15	1	0	1	10
WNK1	2	19	13	41	53	93	13	298	305	237	695	458	383	65	36	47	269	920	124	110	88	200	170	119	1	4	15	8	24	93	0	4	9	20
WSB1	14	26	26	74	77	131	13	184	219	169	465	276	232	32	0	2	0	8	239	213	154	282	231	193	6	3	14	14	17	70	0	0	1	5
WTAP	11	8	16	37	84	135	8	189	192	128	412	492	418	44	0	0	6	13	80	81	66	113	161	111	0	5	10	7	12	85	1	0	3	17
XIAP	23	38	38	177	176	123	28	537	575	337	1521	842	649	147	0	2	2	17	251	171	173	321	452	256	9	2	39	23	67	265	0	2	15	6
XPR1	9	22	12	73	72	77	14	241	246	214	576	375	246	41	0	1	2	8	89	85	70	117	143	63	3	1	12	5	27	38	0	0	4	2
XRCC5	10	13	15	73	56	113	15	309	311	237	991	556	659	120	0	0	1	15	153	95	96	212	162	176	0	3	22	6	6	67	0	2	8	20
XRCC6	7	11	15	57	72	108	15	232	237	179	673	513	545	71	0	0	0	12	112	91	74	201	159	131	1	0	5	0	6	21	1	1	2	10
XRN1	6	13	12	34	52	83	5	190	181	136	488	323	307	42	5	2	14	66	66	48	38	83	92	69	2	1	8	7	13	28	0	0	1	5
YBX1	47	98	87	329	506	736	90	1051	1126	769	3017	2480	2956	363	56	94	454	900	665	556	719	1147	1185	1572	0	3	1	3	7	27	3	11	42	136
YBX3	13	38	9	77	213	165	10	62	89	103	194	157	284	18	198	228	858	2798	174	223	162	212	253	278	3	2	5	1	4	18	8	13	60	199
YIPF4	11	28	14	113	99	89	19	383	337	233	1123	618	386	99	0	2	8	39	131	91	94	208	250	154	7	2	41	11	29	109	0	0	3	3
YIPF6	98	136	156	443	670	558	58	2367	2026	1471	4419	3096	2378	298	6	8	51	161	736	485	533	943	977	560	28	25	133	62	168	374	1	3	0	22
YME1L1	23	17	16	48	103	182	22	472	416	274	716	487	591	64	0	1	1	13	97	72	68	154	139	91	7	7	23	13	23	82	1	1	4	9
YPEL3	11	19	24	105	92	105	15	383	370	234	776	474	462	88	31	59	180	672	102	84	90	153	171	125	3	4	61	26	63	324	1	0	8	38
YPEL5	27	48	53	50	197	331	6	1141	1012	888	1060	1440	1197	45	3	5	24	129	189	167	124	209	166	289	4	7	50	15	69	268	11	8	31	61
