"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_002008305_4","GCF_003691675_1","GCF_005280335_1","GCF_020097155_1"
"group_5922","","Cell wall synthesis protein Wag31","1","1","1","1","3417","76","58","","614","614","614","","","","MICKD33716_01442"
"lspA","","Lipoprotein signal peptidase","1","1","1","1","3416","76","57","","560","560","560","","","","MICKD33716_01443"
"group_5924","","putative RNA pseudouridine synthase","1","1","1","1","3415","76","56","","980","980","980","","","","MICKD33716_01444"
"group_5925","dnaE1","DNA polymerase III subunit alpha","1","1","1","1","3414","76","55","","3602","3602","3602","","","","MICKD33716_01445"
"group_5926","nrdR","Transcriptional repressor NrdR","1","1","1","1","3413","76","54","","494","494","494","","","","MICKD33716_01446"
"group_5927","ppgK","Polyphosphate glucokinase","1","1","1","1","3412","76","53","","845","845","845","","","","MICKD33716_01447"
"group_5928","map_2","Methionine aminopeptidase 2","1","1","1","1","3411","76","52","","944","944","944","","","","MICKD33716_01448"
"group_5929","","hypothetical protein","1","1","1","1","3410","76","51","","224","224","224","","","","MICKD33716_01449"
"group_5930","panB","3-methyl-2-oxobutanoate hydroxymethyltransferase","1","1","1","1","3409","76","50","","911","911","911","","","","MICKD33716_01450"
"group_5931","glnA2","Glutamine synthetase","1","1","1","1","3408","76","49","","1340","1340","1340","","","","MICKD33716_01451"
"group_5932","glnE","Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme","1","1","1","1","3407","76","48","","3104","3104","3104","","","","MICKD33716_01452"
"group_5933","fgd_1","F420-dependent glucose-6-phosphate dehydrogenase","1","1","1","1","3406","76","47","","1028","1028","1028","","","","MICKD33716_01453"
"glnA","","Glutamine synthetase","1","1","1","1","3405","76","46","","1424","1424","1424","","","","MICKD33716_01454"
"group_5935","","hypothetical protein","1","1","1","1","3404","76","45","","572","572","572","","","","MICKD33716_01455"
"group_5936","","hypothetical protein","1","1","1","1","3403","76","44","","806","806","806","","","","MICKD33716_01456"
"group_5937","lipA","Lipoyl synthase","1","1","1","1","3402","76","43","","1007","1007","1007","","","","MICKD33716_01457"
"group_5938","lipB","Octanoyltransferase","1","1","1","1","3401","76","42","","692","692","692","","","","MICKD33716_01458"
"group_5939","","hypothetical protein","1","1","1","1","3400","76","41","","1802","1802","1802","","","","MICKD33716_01459"
"group_5940","","hypothetical protein","1","1","1","1","3399","76","40","","344","344","344","","","","MICKD33716_01460"
"group_5941","","hypothetical protein","1","1","1","1","3398","76","39","","1808","1808","1808","","","","MICKD33716_01461"
"group_5942","pepA","putative cytosol aminopeptidase","1","1","1","1","2608","21","1","","1526","1526","1526","","","","MICKD33716_01463"
"group_5943","","hypothetical protein","1","1","1","1","2609","21","2","","974","974","974","","","","MICKD33716_01464"
"group_5944","","hypothetical protein","1","1","1","1","2610","21","3","","1145","1145","1145","","","","MICKD33716_01465"
"group_5945","","hypothetical protein","1","1","1","1","3378","21","22","","215","215","215","","","","MICKD33716_01467"
"group_5946","gyrB_2","DNA gyrase subunit B","1","1","1","1","3377","21","21","","2105","2105","2105","","","","MICKD33716_01468"
"group_5947","","hypothetical protein","1","1","1","1","3376","21","20","","524","524","524","","","","MICKD33716_01469"
"group_5948","oleD","2-alkyl-3-oxoalkanoate reductase","1","1","1","1","3375","21","19","","1064","1064","1064","","","","MICKD33716_01470"
"dhaA","","Haloalkane dehalogenase","1","1","1","1","3374","21","18","","2972","2972","2972","","","","MICKD33716_01471"
"group_5950","oleA","Acyl-CoA:acyl-CoA alkyltransferase","1","1","1","1","3373","21","17","","1040","1040","1040","","","","MICKD33716_01472"
"group_5951","htpX","Protease HtpX","1","1","1","1","3372","21","16","","983","983","983","","","","MICKD33716_01473"
"group_5952","blaI","Transcriptional regulator BlaI","1","1","1","1","3371","21","15","","344","344","344","","","","MICKD33716_01474"
"cydA","","Cytochrome bd ubiquinol oxidase subunit 1","1","1","1","1","3370","21","14","","1580","1580","1580","","","","MICKD33716_01475"
"group_5954","cydB","Cytochrome bd-I ubiquinol oxidase subunit 2","1","1","1","1","3369","21","13","","1022","1022","1022","","","","MICKD33716_01476"
"group_5955","btuD_3","Vitamin B12 import ATP-binding protein BtuD","1","1","1","1","3368","21","12","","3641","3641","3641","","","","MICKD33716_01477"
"group_5956","gyrA_2","DNA gyrase subunit A","1","1","1","1","3367","21","11","","2606","2606","2606","","","","MICKD33716_01478"
"group_5957","","hypothetical protein","1","1","1","1","3366","21","10","","2729","2729","2729","","","","MICKD33716_01479"
"group_5958","","hypothetical protein","1","1","1","1","3365","21","9","","671","671","671","","","","MICKD33716_01480"
"group_5959","","hypothetical protein","1","1","1","1","3364","21","8","","1205","1205","1205","","","","MICKD33716_01481"
"group_5960","","hypothetical protein","1","1","1","1","3363","21","7","","1532","1532","1532","","","","MICKD33716_01482"
"group_5961","","hypothetical protein","1","1","1","1","3361","80","38","","512","512","512","","","","MICKD33716_01484"
"group_5962","dut","Deoxyuridine 5'-triphosphate nucleotidohydrolase","1","1","1","1","3360","80","39","","491","491","491","","","","MICKD33716_01485"
"group_5963","","hypothetical protein","1","1","1","1","3359","80","40","","779","779","779","","","","MICKD33716_01486"
"group_5964","","hypothetical protein","1","1","1","1","3358","80","41","","317","317","317","","","","MICKD33716_01487"
"group_5965","","hypothetical protein","1","1","1","1","3357","80","42","","716","716","716","","","","MICKD33716_01488"
"trkA_1","","Trk system potassium uptake protein TrkA","1","1","1","1","3356","80","43","","656","656","656","","","","MICKD33716_01489"
"trkA_2","","Trk system potassium uptake protein TrkA","1","1","1","1","3355","80","44","","704","704","704","","","","MICKD33716_01490"
"group_5968","kimA","Potassium transporter KimA","1","1","1","1","3354","80","37","","2015","2015","2015","","","","MICKD33716_01491"
"group_5969","rlmCD","23S rRNA (uracil-C(5))-methyltransferase RlmCD","1","1","1","1","3353","80","36","","1451","1451","1451","","","","MICKD33716_01492"
"group_5970","acnA","Aconitate hydratase A","1","1","1","1","3352","80","35","","2702","2702","2702","","","","MICKD33716_01493"
"group_5971","dxs","1-deoxy-D-xylulose-5-phosphate synthase","1","1","1","1","3351","80","34","","2066","2066","2066","","","","MICKD33716_01494"
"group_5972","","hypothetical protein","1","1","1","1","3350","80","33","","557","557","557","","","","MICKD33716_01495"
"yajO_1","","1-deoxyxylulose-5-phosphate synthase YajO","1","1","1","1","3349","80","32","","974","974","974","","","","MICKD33716_01496"
"group_5974","","hypothetical protein","1","1","1","1","3348","80","31","","359","359","359","","","","MICKD33716_01497"
"group_5975","petC","Cytochrome b6-f complex iron-sulfur subunit","1","1","1","1","3347","80","30","","512","512","512","","","","MICKD33716_01498"
"group_5976","","hypothetical protein","1","1","1","1","3346","80","29","","701","701","701","","","","MICKD33716_01499"
"fadJ_2","","Fatty acid oxidation complex subunit alpha","1","1","1","1","3345","80","28","","2144","2144","2144","","","","MICKD33716_01500"
"group_5978","rnd","Ribonuclease D","1","1","1","1","3344","80","27","","1289","1289","1289","","","","MICKD33716_01501"
"group_5979","","hypothetical protein","1","1","1","1","3343","80","26","","608","608","608","","","","MICKD33716_01502"
"group_5980","ltaE","Low specificity L-threonine aldolase","1","1","1","1","3342","80","25","","1133","1133","1133","","","","MICKD33716_01503"
"group_5981","msrB","Peptide methionine sulfoxide reductase MsrB","1","1","1","1","3341","80","24","","491","491","491","","","","MICKD33716_01504"
"group_5982","","hypothetical protein","1","1","1","1","3340","80","23","","1406","1406","1406","","","","MICKD33716_01505"
"group_5983","dcp","Dipeptidyl carboxypeptidase","1","1","1","1","3339","80","22","","2084","2084","2084","","","","MICKD33716_01506"
"group_5984","","putative transcriptional regulatory protein","1","1","1","1","3338","80","21","","761","761","761","","","","MICKD33716_01507"
"group_5985","ruvC","Crossover junction endodeoxyribonuclease RuvC","1","1","1","1","3337","80","20","","686","686","686","","","","MICKD33716_01508"
"group_5986","ruvA","Holliday junction ATP-dependent DNA helicase RuvA","1","1","1","1","3336","80","19","","644","644","644","","","","MICKD33716_01509"
"group_5987","ruvB_2","Holliday junction ATP-dependent DNA helicase RuvB","1","1","1","1","3335","80","18","","1013","1013","1013","","","","MICKD33716_01510"
"group_5988","","hypothetical protein","1","1","1","1","3334","80","17","","401","401","401","","","","MICKD33716_01511"
"group_5989","secD","Protein translocase subunit SecD","1","1","1","1","3333","80","16","","1820","1820","1820","","","","MICKD33716_01512"
"group_5990","secF","Protein translocase subunit SecF","1","1","1","1","3332","80","15","","1022","1022","1022","","","","MICKD33716_01513"
"group_5991","relA","Bifunctional (p)ppGpp synthase/hydrolase RelA","1","1","1","1","3331","80","14","","2285","2285","2285","","","","MICKD33716_01514"
"group_5992","","hypothetical protein","1","1","1","1","3330","80","13","","611","611","611","","","","MICKD33716_01515"
"group_5993","","hypothetical protein","1","1","1","1","3329","80","12","","1637","1637","1637","","","","MICKD33716_01516"
"group_5994","hisS","Histidine--tRNA ligase","1","1","1","1","3328","80","11","","1376","1376","1376","","","","MICKD33716_01517"
"group_5995","","hypothetical protein","1","1","1","1","3327","80","10","","689","689","689","","","","MICKD33716_01518"
"group_5996","","hypothetical protein","1","1","1","1","3326","80","9","","260","260","260","","","","MICKD33716_01519"
"group_5997","","putative transporter","1","1","1","1","3325","80","8","","1274","1274","1274","","","","MICKD33716_01520"
"group_5998","aspS","Aspartate--tRNA(Asp/Asn) ligase","1","1","1","1","3324","80","7","","1877","1877","1877","","","","MICKD33716_01521"
"group_5999","dtd","D-aminoacyl-tRNA deacylase","1","1","1","1","3323","80","6","","452","452","452","","","","MICKD33716_01522"
"group_60","","IS256 family transposase ISMlu1","1","1","1","1","6456","1","535","","1247","1247","1247","MICKBS0714_00623","","",""
"group_6000","","hypothetical protein","1","1","1","1","3322","80","5","","254","254","254","","","","MICKD33716_01523"
"group_6001","","hypothetical protein","1","1","1","1","3321","80","4","","1727","1727","1727","","","","MICKD33716_01524"
"group_6002","","hypothetical protein","1","1","1","1","3320","80","3","","587","587","587","","","","MICKD33716_01525"
"group_6003","","putative AAA domain-containing protein","1","1","1","1","3319","80","2","","1409","1409","1409","","","","MICKD33716_01526"
"group_6004","","hypothetical protein","1","1","1","1","3318","80","1","","188","188","188","","","","MICKD33716_01527"
"group_6005","","hypothetical protein","1","1","1","1","3124","79","7","","353","353","353","","","","MICKD33716_01529"
"group_6006","alaS","Alanine--tRNA ligase","1","1","1","1","3125","79","8","","2711","2711","2711","","","","MICKD33716_01530"
"group_6007","","Putative pre-16S rRNA nuclease","1","1","1","1","3126","79","9","","497","497","497","","","","MICKD33716_01531"
"group_6008","mltG","Endolytic murein transglycosylase","1","1","1","1","3127","79","10","","1250","1250","1250","","","","MICKD33716_01532"
"group_6009","aroE","Shikimate dehydrogenase (NADP(+))","1","1","1","1","3128","79","11","","920","920","920","","","","MICKD33716_01533"
"group_6010","aroC","Chorismate synthase","1","1","1","1","3129","79","12","","1235","1235","1235","","","","MICKD33716_01534"
"group_6011","aroK","Shikimate kinase","1","1","1","1","3130","79","13","","626","626","626","","","","MICKD33716_01535"
"group_6012","aroB","3-dehydroquinate synthase","1","1","1","1","3131","79","14","","1157","1157","1157","","","","MICKD33716_01536"
"group_6013","efp","Elongation factor P","1","1","1","1","3132","79","15","","563","563","563","","","","MICKD33716_01537"
"group_6014","nusB","Transcription antitermination protein NusB","1","1","1","1","3133","79","16","","449","449","449","","","","MICKD33716_01538"
"group_6015","pyrR","Bifunctional protein PyrR","1","1","1","1","3134","79","17","","614","614","614","","","","MICKD33716_01539"
"group_6016","pyrB","Aspartate carbamoyltransferase","1","1","1","1","3135","79","18","","998","998","998","","","","MICKD33716_01540"
"pyrC","","Dihydroorotase","1","1","1","1","3136","79","19","","1361","1361","1361","","","","MICKD33716_01541"
"group_6018","","hypothetical protein","1","1","1","1","3137","79","20","","620","620","620","","","","MICKD33716_01542"
"group_6019","carA","Carbamoyl-phosphate synthase small chain","1","1","1","1","3138","79","21","","1187","1187","1187","","","","MICKD33716_01543"
"group_6020","carB_2","Carbamoyl-phosphate synthase large chain","1","1","1","1","3139","79","22","","3302","3302","3302","","","","MICKD33716_01544"
"group_6021","pyrF","Orotidine 5'-phosphate decarboxylase","1","1","1","1","3140","79","23","","923","923","923","","","","MICKD33716_01545"
"group_6022","","hypothetical protein","1","1","1","1","3141","79","24","","314","314","314","","","","MICKD33716_01546"
"group_6023","gmk","Guanylate kinase","1","1","1","1","3142","79","25","","650","650","650","","","","MICKD33716_01547"
"group_6024","rpoZ","DNA-directed RNA polymerase subunit omega","1","1","1","1","3143","79","26","","545","545","545","","","","MICKD33716_01548"
"group_6025","coaBC","Coenzyme A biosynthesis bifunctional protein CoaBC","1","1","1","1","3144","79","27","","1289","1289","1289","","","","MICKD33716_01549"
"group_6026","metK","S-adenosylmethionine synthase","1","1","1","1","3145","79","28","","1262","1262","1262","","","","MICKD33716_01550"
"group_6027","priA","putative primosomal protein N'","1","1","1","1","3146","79","29","","2060","2060","2060","","","","MICKD33716_01551"
"group_6028","menH_1","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","1","1","1","1","3147","79","30","","1049","1049","1049","","","","MICKD33716_01552"
