gene	Control_#1_B_cell	Control_#1_T_cell	Control_#1_monocyte	Control_#1_neutrophil	Control_#1_platelet	Control_#2_B_cell	Control_#2_T_cell	Control_#2_monocyte	Control_#2_neutrophil	Control_#3_B_cell	Control_#3_T_cell	Control_#3_erythroid_lineage_cell	Control_#3_monocyte	Control_#3_neutrophil	Control_#3_platelet	SARS_CoV2_pos_Mild_B_cell	SARS_CoV2_pos_Mild_T_cell	SARS_CoV2_pos_Mild_erythroid_lineage_cell	SARS_CoV2_pos_Mild_monocyte	SARS_CoV2_pos_Mild_neutrophil	SARS_CoV2_pos_Severe_#1_B_cell	SARS_CoV2_pos_Severe_#1_T_cell	SARS_CoV2_pos_Severe_#1_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#1_monocyte	SARS_CoV2_pos_Severe_#1_neutrophil	SARS_CoV2_pos_Severe_#1_platelet	SARS_CoV2_pos_Severe_#2_B_cell	SARS_CoV2_pos_Severe_#2_T_cell	SARS_CoV2_pos_Severe_#2_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#2_monocyte	SARS_CoV2_pos_Severe_#2_neutrophil	SARS_CoV2_pos_Severe_#2_platelet	SARS_CoV2_pos_Severe_#3_B_cell	SARS_CoV2_pos_Severe_#3_T_cell
TBCD	27	832	295	20	0	50	775	211	5	40	534	0	204	47	1	115	1480	1	322	16	234	1174	7	435	89	1	197	690	18	229	167	0	30	103
TBCK	18	677	241	11	0	36	627	189	4	47	440	0	193	20	0	239	2191	0	412	13	226	1211	4	434	44	0	180	634	5	160	60	5	66	200
TBK1	55	1311	656	6	0	76	1287	489	6	65	946	2	398	80	2	278	3068	1	668	25	411	2043	6	908	141	3	440	1452	36	617	423	10	55	252
TBL1XR1	8	138	46	0	1	10	173	48	0	5	115	3	35	5	4	51	453	4	89	2	54	260	12	78	6	3	71	219	58	58	15	21	12	35
TCEA1	14	323	105	1	6	24	330	71	0	34	266	16	97	0	2	118	779	25	142	3	141	594	17	167	4	11	293	700	128	137	11	47	29	91
TCF25	17	638	264	1	0	37	511	178	5	39	361	0	211	12	0	108	1116	0	297	8	178	997	2	380	41	2	271	846	22	318	99	19	28	100
TCP11L2	12	114	22	1	0	12	122	24	2	7	84	14	15	8	0	16	291	27	16	3	51	191	52	16	2	1	74	227	294	27	39	3	3	14
TERF2IP	13	360	62	0	9	28	390	47	1	19	287	50	39	8	6	54	702	60	85	4	99	669	228	99	18	25	124	626	1140	107	63	109	13	74
TET2	4	68	142	2	0	10	77	114	8	3	42	1	94	41	0	19	169	1	183	16	44	130	2	196	19	4	40	116	10	158	124	13	2	12
TFDP2	5	249	39	2	0	13	212	32	5	14	157	4	38	3	1	60	586	1	81	2	53	361	40	89	11	3	38	309	173	32	19	5	13	58
TFG	9	121	55	4	1	9	106	39	1	3	91	0	35	15	1	26	289	1	64	4	58	204	1	62	21	3	58	283	6	78	93	11	0	21
TGFB1	6	400	224	3	60	8	430	162	3	10	249	0	151	20	55	50	719	0	313	10	59	698	2	337	30	181	74	611	10	204	208	524	8	77
TGOLN2	9	290	213	4	4	24	275	150	4	20	187	0	132	6	2	66	756	0	246	4	86	476	0	281	31	11	152	474	11	304	78	33	12	63
THOC5	7	231	75	6	0	12	232	59	4	19	160	3	64	21	0	41	497	0	80	5	50	333	3	106	19	3	46	245	2	83	51	2	11	36
THOC7	5	123	50	0	1	7	128	37	0	9	89	5	38	0	0	36	416	9	94	0	31	280	30	77	2	7	30	340	75	75	16	15	10	59
THRAP3	6	183	86	4	1	17	231	61	1	21	150	5	67	5	2	83	744	4	183	4	109	451	14	113	19	5	110	477	47	113	77	4	11	66
TIMM17A	17	415	214	3	0	24	407	151	5	22	289	0	139	17	1	105	899	1	229	4	132	638	2	265	21	0	157	492	6	181	108	0	19	88
TKT	2	109	599	3	0	12	121	450	4	10	82	2	521	28	0	39	357	0	701	15	45	264	7	1038	33	0	99	402	17	991	217	13	8	43
TLK1	4	154	32	0	22	13	177	31	1	21	104	0	24	2	16	57	487	0	40	3	68	296	2	54	6	73	84	276	5	46	30	195	6	37
TLK2	9	195	62	1	0	12	197	68	1	12	117	0	42	1	1	50	383	0	80	2	67	270	4	92	11	2	74	238	11	70	19	8	14	17
TLN1	11	385	323	4	107	28	403	245	5	22	292	2	251	30	161	118	1163	1	449	13	128	779	9	567	39	526	144	706	62	443	244	1485	27	118
TM9SF2	6	57	86	1	0	6	72	74	1	5	51	0	73	4	1	13	195	0	108	5	23	158	0	155	2	1	50	140	4	101	16	7	5	14
TMA7	41	1634	506	5	8	66	1615	366	8	57	1205	4	416	40	8	232	3733	9	621	20	311	2763	35	623	29	25	399	2522	110	555	236	98	58	356
TMBIM4	15	194	169	5	1	16	265	172	1	19	192	0	186	13	0	111	907	0	351	14	81	390	0	293	22	5	119	399	6	316	139	6	22	67
TMBIM6	5	390	324	2	5	32	460	244	13	30	365	4	256	42	7	117	1325	3	534	17	132	912	33	649	34	36	168	942	109	548	216	113	19	144
TMED2	4	155	75	1	1	9	179	40	0	6	143	0	60	5	0	22	414	0	91	3	37	295	0	102	5	2	43	354	6	116	26	16	9	48
TMED5	2	101	155	1	2	5	107	95	4	8	88	0	89	13	0	27	244	0	197	1	22	139	1	159	6	3	70	177	8	168	63	9	1	19
TMEM120B	6	160	64	4	3	11	193	60	4	8	132	0	56	12	2	40	393	0	67	0	43	279	0	81	13	12	41	208	3	79	36	28	10	24
TMEM123	14	459	144	0	0	27	381	141	2	12	281	0	95	8	0	60	1327	1	262	20	123	573	1	210	9	5	103	1045	15	202	55	26	7	131
TMEM154	13	86	71	8	0	20	94	80	10	26	61	2	67	72	2	102	346	1	172	45	82	166	2	108	52	0	88	105	1	55	294	2	13	21
TMEM167A	3	102	119	0	0	4	103	89	0	6	96	0	111	3	1	25	268	0	210	2	28	230	5	225	3	5	44	250	15	249	38	35	3	26
TMEM183A	2	80	43	2	0	1	81	27	1	3	83	2	37	2	0	19	189	6	66	3	25	194	40	62	5	1	34	198	72	59	13	12	2	21
TMEM212	32	719	115	2	1	67	752	87	3	66	516	0	100	7	0	148	1399	1	145	4	228	858	5	136	16	1	215	729	29	119	22	3	19	77
TMEM219	7	132	118	1	7	7	145	102	1	10	109	0	85	3	13	34	353	0	144	3	31	243	1	151	8	30	71	331	5	159	4	112	5	51
TMEM248	5	82	48	0	1	8	82	40	0	5	60	0	29	3	2	26	233	1	67	0	29	141	3	68	3	4	35	128	6	43	13	17	6	20
TMEM258	7	408	179	1	0	17	367	131	3	16	331	0	157	2	1	61	1102	0	283	5	60	648	2	217	3	5	128	769	16	254	31	28	13	134
TMEM41B	3	159	59	0	1	7	136	26	3	12	81	0	41	5	0	22	288	0	56	3	40	236	0	86	13	0	42	190	1	66	48	6	5	26
TMEM45A	21	420	88	1	0	33	420	72	4	27	291	1	67	7	0	125	979	0	131	7	133	505	1	152	9	1	180	415	13	76	32	8	10	56
TMEM50A	3	194	95	0	8	6	218	73	2	10	175	0	104	17	19	35	641	2	203	7	40	445	13	171	9	42	47	469	44	235	182	145	3	77
TMEM59	8	286	157	2	2	10	285	119	2	5	200	6	145	13	2	63	776	11	237	11	50	571	40	257	15	7	67	686	220	323	140	38	14	99
TMEM9B	4	79	63	0	3	6	49	49	0	4	41	0	59	4	1	16	241	3	80	1	35	160	19	87	2	7	48	162	73	113	12	18	4	26
TMF1	11	262	62	4	0	5	262	60	0	20	195	1	62	8	0	55	481	0	121	8	96	551	6	100	21	2	85	435	10	85	80	8	6	64
TMOD3	17	407	163	5	5	39	431	138	1	36	297	0	120	17	7	90	1130	0	229	14	104	693	3	261	21	28	141	578	10	219	94	101	18	109
TMSB10	245	9001	4038	2	1	485	8956	3245	5	409	6584	3	3683	16	1	1814	22625	7	6499	41	2080	14294	11	5468	19	16	2832	20338	156	8585	254	70	311	2738
TMSB4X	335	15042	8316	27	967	602	16281	6010	81	524	12077	12	7363	288	1304	2706	45069	16	11392	302	2692	24639	29	10438	382	3171	4260	33115	563	15389	3863	10808	621	4643
TMSB4XP4	5	236	134	1	7	12	314	117	1	4	145	0	120	0	17	60	1264	0	311	7	78	756	0	294	3	113	35	475	8	102	30	59	29	230
TMUB2	5	103	29	2	0	5	77	33	0	8	46	0	29	7	1	42	331	0	101	3	35	177	12	79	10	0	59	126	19	47	56	9	14	34
TMX4	6	165	63	1	2	10	179	60	2	6	139	0	47	15	0	24	335	0	94	5	59	231	2	108	16	2	86	229	3	107	85	16	7	24
TNFAIP3	7	2343	198	43	0	3	2385	189	58	2	2059	7	163	185	1	29	1959	1	100	41	46	2601	2	126	227	1	44	2444	14	149	1268	11	1	45
TNFAIP8L1	10	270	120	2	3	15	233	71	0	22	156	0	78	5	5	68	499	0	109	8	66	318	3	150	14	2	72	276	5	72	18	6	9	42
TNRC6B	18	439	85	1	0	38	585	87	3	39	367	1	61	23	0	142	1555	2	175	7	174	575	26	141	10	0	163	638	102	50	62	4	30	127
TOMM7	59	2500	520	0	0	110	1660	281	3	128	1542	0	330	2	2	498	5391	2	624	2	513	3070	12	495	5	8	715	3236	49	441	13	5	75	420
TOP1	5	205	132	4	5	15	212	113	4	20	210	51	84	23	1	71	552	24	197	10	97	403	186	219	28	28	122	404	927	210	75	113	18	69
TP53INP1	9	62	21	1	0	8	51	14	1	9	55	0	18	2	0	49	105	1	25	3	67	119	0	45	4	0	94	260	5	43	42	5	8	22
TPGS1	41	1253	366	14	0	69	1192	315	17	59	927	0	285	50	1	280	3160	4	603	29	382	1953	4	701	112	0	272	1302	24	368	269	10	71	323
TPI1	3	223	232	0	4	14	245	165	1	9	163	1	198	7	1	47	680	1	371	2	49	568	2	315	6	26	73	677	7	371	54	75	16	81
TPM1	15	601	187	7	35	41	498	176	6	25	380	4	160	23	35	122	1116	1	221	7	165	762	7	323	23	184	106	524	76	163	81	392	31	112
TPM3	27	831	707	16	25	52	881	528	8	56	584	1	534	77	30	199	1909	0	1029	32	273	1443	7	1103	120	97	465	1646	47	1482	509	400	54	213
TPM4	11	119	173	3	61	14	145	97	6	16	115	0	99	41	55	42	511	0	249	7	60	382	0	270	19	195	53	364	18	266	116	804	11	43
TPR	10	424	138	5	0	23	448	116	0	30	340	0	108	39	1	85	1201	0	237	16	106	673	1	175	16	1	150	726	12	169	65	10	9	110
TPST2	1	164	49	2	14	10	176	38	1	6	124	0	44	4	8	17	366	1	64	4	35	209	4	117	12	50	18	166	36	79	55	237	3	28
TPT1	388	17882	4886	16	18	685	16985	3854	21	876	13503	79	4053	142	24	3130	49561	131	6509	63	3924	29400	295	6367	144	75	5810	37962	1730	5733	760	429	671	5195
TRA2A	34	553	115	3	1	47	485	86	2	34	371	0	90	17	0	81	764	1	160	3	183	595	1	142	11	4	261	599	18	123	61	12	24	59
TRA2B	34	673	161	0	5	60	628	138	3	46	449	0	126	3	0	157	1176	0	272	5	268	1032	2	254	8	11	460	1280	45	279	32	29	44	154
TRAM1	6	188	110	1	3	11	239	87	1	7	188	0	94	4	1	34	597	1	195	1	56	371	2	154	4	9	65	456	14	153	19	42	1	69
TRAPPC1	7	157	90	0	7	10	228	66	2	18	139	0	79	6	25	63	584	0	149	1	59	426	3	146	5	60	79	425	15	205	56	133	13	75
TRAPPC5	9	73	174	2	1	8	74	121	1	1	49	2	132	0	11	29	241	13	235	1	20	136	28	222	5	14	29	179	211	242	36	103	7	36
TRIM52	14	483	104	6	0	28	491	116	1	18	350	0	84	15	0	93	947	0	130	10	101	646	5	148	24	3	107	453	14	95	62	3	7	48
TRIM56	30	772	282	4	2	54	703	252	4	45	441	0	171	10	1	182	1729	1	412	14	248	1092	5	387	30	3	205	776	22	253	83	4	38	122
TRIM58	5	218	49	0	17	9	185	47	2	10	130	69	33	3	6	36	500	81	68	5	42	330	354	76	11	42	61	225	1325	47	39	134	5	33
TRIOBP	4	58	62	1	0	3	94	50	2	5	53	0	49	7	1	20	182	0	87	2	14	103	0	92	6	0	22	97	1	75	49	8	0	15
TRIP11	19	496	123	2	0	41	457	86	4	24	311	0	96	15	1	124	1274	0	205	13	140	700	2	203	25	6	114	437	16	94	56	24	24	106
TRIP12	1	105	66	3	2	8	94	65	0	5	78	4	44	10	4	28	313	1	117	5	49	204	35	141	14	6	48	180	64	83	54	28	5	21
TRIR	24	472	209	2	5	33	474	138	0	39	385	0	141	7	12	140	1292	1	289	9	160	896	16	275	4	22	216	930	28	272	75	70	22	111
TRNAU1AP	21	450	223	2	1	28	376	149	4	25	304	1	168	24	2	69	878	2	211	9	118	623	1	286	43	1	118	447	3	193	78	5	15	48
TSC2	31	592	202	8	1	51	533	183	1	39	401	1	169	30	2	150	1319	1	286	12	191	849	7	347	46	1	165	557	11	156	84	2	30	119
TSC22D3	84	2498	252	7	18	233	2515	189	14	110	1930	0	184	43	23	314	3781	2	231	37	675	2587	30	270	36	53	2195	3707	66	427	152	115	85	144
TSC22D4	1	98	34	2	5	5	82	31	0	3	70	1	24	5	1	23	360	6	66	9	13	183	14	74	13	16	17	131	36	44	61	34	6	27
TSGA10	8	147	91	4	0	10	134	66	2	9	114	0	47	9	1	23	329	0	71	1	28	162	2	81	14	0	30	134	5	72	47	0	4	22
TSPAN10	22	412	233	25	0	23	369	156	14	23	280	1	126	77	3	73	814	1	241	17	90	566	2	312	90	0	69	336	12	107	158	0	12	72
TSPAN14	4	294	129	3	1	14	239	100	1	7	146	1	129	12	0	41	743	2	196	8	62	494	0	291	21	4	39	329	7	183	58	14	10	58
TSPO	3	291	660	1	0	6	263	451	2	9	230	1	548	24	1	34	724	1	954	2	59	542	22	1138	38	3	70	686	27	1221	666	18	12	80
TSPYL1	13	345	50	0	0	21	310	37	1	15	244	2	38	2	1	50	566	2	69	5	63	326	10	56	3	1	112	347	16	40	30	7	9	39
TTC3	17	532	158	1	0	30	493	105	2	26	368	0	82	5	1	90	1177	0	180	4	146	638	0	146	18	2	209	707	6	125	27	3	16	103
TUBA1A	25	551	396	5	1	23	549	238	16	14	495	0	414	121	3	82	1118	1	356	40	68	609	1	440	54	9	309	1016	16	619	266	34	14	50
TUBA1B	10	212	295	0	21	19	384	176	5	10	193	1	335	18	19	68	944	0	388	7	49	1512	16	561	5	109	103	1505	61	365	24	219	16	126
TUBA4A	5	183	30	0	81	12	185	10	3	7	138	2	25	15	79	36	517	2	38	1	28	407	7	52	11	178	36	319	74	49	71	531	6	39
TUBB4B	4	125	100	0	9	12	266	102	0	2	128	1	93	7	16	29	268	2	152	1	25	269	17	133	10	38	51	305	121	152	30	122	4	33
TUT7	2	82	90	3	0	11	88	59	1	14	58	0	62	16	3	29	196	1	118	12	71	149	6	100	30	2	49	148	21	90	76	11	4	19
TXN	3	207	168	2	0	14	240	107	5	3	227	6	131	39	2	28	689	14	251	24	31	749	33	250	40	5	75	1019	146	330	302	38	17	89
TXNIP	130	3110	492	5	1	168	2435	291	11	194	1597	3	410	57	2	910	9113	1	901	61	1146	2868	12	669	114	3	1732	3366	118	375	260	23	163	520
TXNL1	3	125	36	1	0	6	120	36	0	5	87	3	28	5	1	37	380	2	90	3	55	238	19	71	8	5	59	271	134	91	26	28	2	44
TXNL4A	5	163	63	0	2	8	206	58	0	10	171	0	75	4	3	29	429	2	107	2	45	378	6	109	2	6	85	427	10	131	10	28	11	61
TYMP	5	36	615	3	1	11	57	435	7	6	45	0	485	34	0	29	232	1	1192	18	20	118	2	998	37	5	37	100	6	1016	133	38	7	21
U2AF1	7	306	201	2	0	10	159	52	0	46	228	0	133	13	1	62	731	2	349	11	111	689	2	276	24	0	78	379	6	69	24	5	11	36
UBA52	154	4551	1553	5	3	277	4421	1309	16	346	3687	109	1445	45	4	1158	11764	131	2378	31	1505	6975	592	2239	72	28	2350	9351	2183	2370	364	139	245	1112
UBALD2	11	341	139	6	2	20	313	85	3	9	237	4	78	12	3	45	713	7	128	12	118	738	56	181	41	15	136	1141	166	209	124	28	10	121
UBB	46	1230	297	0	11	73	1270	233	5	51	740	1022	213	15	19	234	2198	1001	351	14	381	1718	3700	375	11	59	509	2619	19610	496	231	305	42	205
UBC	90	2593	1244	11	34	215	2658	988	20	149	1802	2	908	109	25	469	4523	6	1624	66	861	4299	50	1686	171	136	1465	4409	225	2052	632	273	144	551
UBE2B	5	419	128	7	3	21	317	90	6	19	262	31	135	50	0	68	845	61	186	43	75	672	111	202	71	16	125	695	364	211	369	58	8	77
UBE2D2	12	373	94	0	1	27	348	78	4	25	265	0	88	7	2	114	1105	6	165	4	147	712	8	173	8	4	154	851	34	216	58	27	18	105
UBE2D3	18	765	295	16	4	43	619	219	6	29	430	25	237	60	2	115	1455	31	463	38	171	1205	117	502	80	13	254	1387	308	462	312	54	19	158
UBE2E3	2	69	50	1	7	7	89	28	0	5	61	0	35	2	12	20	173	2	46	2	20	142	5	67	0	22	31	114	37	47	7	76	3	13
UBE2H	2	131	44	2	12	14	115	45	1	10	79	41	33	12	4	37	304	36	62	1	47	181	208	58	14	23	62	228	1076	85	79	81	8	24
UBE2J1	23	103	224	3	9	10	75	112	0	16	117	0	173	30	3	51	199	0	140	9	66	172	0	378	20	12	132	281	8	467	188	63	7	33
UBE2L3	2	230	121	0	1	7	240	83	0	15	190	0	79	3	1	46	613	0	186	5	62	590	1	173	2	9	84	571	20	212	24	64	9	61
UBE2M	0	112	69	0	4	12	150	34	0	2	97	2	65	8	2	26	319	3	91	5	32	191	11	77	14	3	44	243	76	100	48	28	8	41
UBE2R2	5	91	161	2	1	3	97	128	9	9	68	0	153	38	1	27	275	1	209	10	28	130	6	219	50	2	41	133	17	227	215	26	4	22
UBL3	3	111	56	0	1	11	110	52	3	7	97	0	56	7	0	23	281	0	101	3	27	232	2	92	5	2	40	204	12	74	50	6	3	33
UBL5	15	533	292	1	7	28	554	234	3	27	408	17	230	24	11	99	1563	8	396	5	117	910	110	380	24	27	181	1048	261	445	220	144	25	158
UBN1	1	124	73	3	3	3	99	40	5	4	90	1	60	12	2	16	263	2	86	4	20	166	2	78	35	5	16	153	17	97	91	17	3	14
UBQLN1	4	108	66	0	0	5	95	45	0	6	87	3	47	5	2	20	205	2	80	1	28	184	18	80	7	2	65	192	72	93	37	15	3	15
UBR2	2	113	46	1	0	8	129	33	2	7	76	7	23	13	0	19	281	6	70	12	29	159	34	59	17	3	36	136	93	29	65	10	1	18
UBR4	3	96	74	0	1	7	110	57	3	9	63	2	50	13	0	22	201	0	78	2	51	192	9	126	21	6	41	135	23	73	67	11	7	16
UBXN1	16	413	129	1	0	37	426	124	1	29	342	2	120	3	0	133	1088	0	235	2	171	739	20	188	7	0	274	829	40	217	32	12	27	93
UBXN4	10	261	103	1	3	18	265	77	1	19	198	0	65	14	2	67	730	0	171	4	102	556	2	144	16	1	129	525	17	146	60	22	9	63
UCP2	18	266	170	0	7	41	275	109	1	32	190	6	114	3	12	140	949	14	237	1	141	559	41	172	0	36	300	797	232	249	12	75	38	141
UFD1	0	102	45	1	4	3	123	20	0	3	103	1	28	4	3	21	316	3	89	2	26	306	5	84	7	10	50	351	31	132	59	43	6	49
UGGT1	5	219	117	4	2	18	239	92	6	10	166	1	77	15	0	62	700	1	160	7	81	435	7	176	17	2	49	291	13	82	43	6	21	79
UGP2	0	105	20	0	2	6	123	17	1	3	95	0	24	2	1	34	429	0	53	5	16	210	1	45	1	8	28	254	7	43	20	51	6	43
UIMC1	10	68	38	0	3	11	70	34	0	5	51	1	24	2	4	30	160	1	41	1	37	117	10	57	7	14	52	105	115	39	25	78	3	12
UPF2	17	124	35	2	0	21	149	37	1	14	80	3	33	7	0	71	492	0	75	3	128	261	3	82	15	1	141	240	32	72	40	12	18	47
UQCR10	8	297	185	0	2	13	337	143	0	12	241	0	153	8	2	73	1046	3	269	3	61	628	36	233	6	6	77	795	101	305	62	33	19	120
UQCR11	10	572	328	0	12	30	567	239	7	16	448	10	263	19	13	125	1539	17	506	12	117	993	109	417	11	49	195	1236	212	518	131	188	28	196
UQCRB	27	1496	454	2	2	64	1485	392	3	57	1008	7	482	2	3	290	4098	9	769	6	328	2332	53	673	4	7	542	3038	274	909	93	48	71	400
UQCRH	18	464	247	0	36	35	469	210	1	47	367	2	226	1	25	191	1492	1	423	0	188	1084	10	342	6	76	341	1463	64	492	23	336	37	215
USF2	6	164	102	0	14	16	150	97	1	8	111	0	82	6	11	65	359	0	124	4	75	280	0	190	8	18	97	314	5	156	57	27	14	25
USP12	3	78	42	0	3	15	68	36	0	11	62	21	34	1	0	15	124	20	71	0	55	134	67	48	2	7	75	131	167	75	12	26	5	11
USP15	13	413	295	1	1	25	395	209	7	27	278	18	168	27	0	84	967	21	388	28	154	646	51	360	37	7	167	661	382	284	185	42	15	78
USP22	8	99	50	0	0	9	105	46	2	6	59	1	29	5	2	30	266	0	77	2	40	202	1	75	7	10	51	189	1	44	20	21	11	29
USP33	9	199	52	0	1	17	244	44	0	14	166	1	41	1	1	56	449	0	84	2	72	305	4	86	4	3	59	231	22	53	17	18	6	38
USP34	8	250	72	2	0	29	282	51	1	23	189	0	51	5	0	75	583	0	108	2	108	395	9	118	16	2	152	371	24	73	44	17	13	41
USP47	2	147	40	1	4	12	150	38	1	8	103	0	38	2	1	27	341	0	72	2	58	283	9	69	4	5	57	199	20	58	19	38	1	23
USP7	6	116	91	3	1	7	136	46	2	10	96	4	69	4	1	21	226	1	75	2	76	240	46	107	9	3	79	202	146	103	26	6	0	27
USP8	28	646	319	12	0	48	547	259	4	43	410	0	217	42	0	143	1288	0	378	20	203	850	3	380	43	4	185	644	16	292	146	7	28	83
USP9X	5	97	67	4	2	12	134	51	2	13	97	2	48	13	0	30	266	2	100	7	38	153	15	82	21	2	60	180	59	67	51	11	6	19
UTRN	8	296	155	1	0	17	342	142	1	15	228	0	133	2	0	84	743	0	255	4	106	455	0	200	4	3	108	484	3	154	20	2	3	60
UXT	12	421	101	0	2	27	420	95	1	41	340	0	98	3	0	100	1139	0	164	0	137	649	2	125	3	6	191	873	22	146	16	18	15	101
VAMP2	15	638	107	5	0	32	507	87	5	29	448	0	69	21	0	74	953	1	127	16	111	692	4	114	33	4	245	925	14	129	137	9	20	90
VAPA	13	304	201	1	13	29	263	172	4	20	205	2	146	29	5	60	778	0	288	18	100	486	7	304	52	28	167	666	38	325	208	136	15	80
VASP	2	73	250	11	7	13	129	225	18	8	69	1	209	51	5	38	381	0	386	25	33	217	0	377	60	30	72	218	5	507	354	120	19	35
VCP	6	152	109	2	1	8	162	66	1	7	111	1	70	6	1	22	404	0	139	4	30	270	7	119	15	10	49	284	15	131	49	24	2	59
VHL	6	152	118	2	0	16	124	83	1	24	90	1	68	10	0	50	383	0	119	2	71	233	1	148	16	0	88	235	17	83	86	7	11	45
VIM	11	1609	3189	7	2	53	1716	2662	25	47	1643	2	2626	68	2	261	5721	1	4564	24	288	4477	7	4850	53	5	632	5286	44	5674	503	72	51	771
VMP1	6	182	232	5	0	5	155	154	10	4	153	3	177	44	1	23	365	1	496	20	33	624	0	1007	55	0	53	508	5	298	247	3	5	54
VOPP1	4	104	36	2	0	4	77	29	2	16	70	0	24	13	1	25	234	0	62	1	33	160	0	50	2	2	64	212	2	67	63	0	13	35
VPS26A	4	94	51	1	3	4	99	38	0	6	86	3	28	2	0	16	227	2	73	2	34	191	8	71	8	4	50	166	23	101	33	7	4	17
VPS36	5	161	61	1	0	15	176	61	2	10	154	0	51	4	0	69	561	0	114	2	56	292	3	107	7	0	63	245	2	78	12	5	14	56
VPS37B	4	142	48	1	1	6	112	40	1	1	80	0	38	11	0	24	166	0	64	10	44	192	0	68	11	3	36	145	4	34	34	11	5	17
VPS4B	8	190	73	1	1	13	171	57	1	13	135	0	65	9	1	47	424	0	112	10	84	317	1	115	18	1	71	317	1	132	94	8	6	34
VRK1	28	506	119	2	0	41	470	104	2	43	342	0	82	14	1	187	1317	2	176	11	222	741	2	181	18	0	166	565	18	88	34	0	28	94
VSIR	0	69	297	7	2	3	86	219	8	0	61	2	277	51	4	11	346	0	409	22	15	127	1	536	59	7	6	134	2	644	275	16	3	26
WAC	7	331	165	8	1	18	307	111	3	20	227	1	163	35	0	70	682	4	231	16	132	552	14	260	57	4	185	463	55	262	193	18	13	50
WAS	4	132	119	2	0	7	159	95	5	4	111	0	92	16	0	42	455	0	221	10	37	268	1	198	18	2	43	248	0	142	164	3	9	45
WASF2	14	290	211	3	7	27	290	171	1	23	225	17	226	9	1	72	763	24	287	7	91	402	120	316	8	18	145	473	302	318	60	81	22	81
WBP11	7	163	60	0	2	10	157	62	1	10	112	0	54	4	0	42	370	0	89	2	90	320	0	101	4	0	125	323	6	85	26	9	13	41
WBP2	3	71	50	1	18	7	59	30	1	5	54	10	33	9	7	23	220	16	73	8	22	95	39	57	14	53	38	114	151	50	49	149	1	23
WDR1	4	142	85	3	23	5	150	77	2	8	101	0	72	8	19	21	397	0	141	5	22	325	3	163	7	53	32	321	6	175	47	169	5	36
WDR26	9	206	91	1	0	13	204	92	2	6	131	11	87	22	0	21	278	15	120	15	63	296	64	175	46	4	62	233	232	126	204	16	4	16
WDR45	12	510	141	3	3	31	425	114	3	23	303	1	112	22	1	87	905	18	129	5	103	524	43	172	25	7	81	379	146	122	47	7	14	54
WHAMMP1	4	157	37	1	1	5	110	28	0	9	93	0	40	3	1	23	314	0	50	0	28	141	1	43	0	8	43	193	7	33	13	34	7	16
WIPF1	9	494	77	6	13	17	454	89	7	13	332	1	95	39	13	44	940	1	211	39	88	658	0	209	29	36	122	618	7	143	189	108	13	64
WIPI2	4	98	34	0	1	7	108	43	0	4	75	7	44	9	0	24	231	7	70	1	33	179	29	76	9	1	32	196	49	63	15	10	6	24
WNK1	2	298	124	1	0	19	305	110	4	13	237	36	88	15	4	41	695	47	200	8	53	458	269	170	24	9	93	383	920	119	93	20	13	65
WSB1	14	184	239	6	0	26	219	213	3	26	169	0	154	14	0	74	465	2	282	14	77	276	0	231	17	1	131	232	8	193	70	5	13	32
WTAP	11	189	80	0	1	8	192	81	5	16	128	0	66	10	0	37	412	0	113	7	84	492	6	161	12	3	135	418	13	111	85	17	8	44
XIAP	23	537	251	9	0	38	575	171	2	38	337	0	173	39	2	177	1521	2	321	23	176	842	2	452	67	15	123	649	17	256	265	6	28	147
XPR1	9	241	89	3	0	22	246	85	1	12	214	0	70	12	0	73	576	1	117	5	72	375	2	143	27	4	77	246	8	63	38	2	14	41
XRCC5	10	309	153	0	0	13	311	95	3	15	237	0	96	22	2	73	991	0	212	6	56	556	1	162	6	8	113	659	15	176	67	20	15	120
XRCC6	7	232	112	1	1	11	237	91	0	15	179	0	74	5	1	57	673	0	201	0	72	513	0	159	6	2	108	545	12	131	21	10	15	71
XRN1	6	190	66	2	0	13	181	48	1	12	136	5	38	8	0	34	488	2	83	7	52	323	14	92	13	1	83	307	66	69	28	5	5	42
YBX1	47	1051	665	0	3	98	1126	556	3	87	769	56	719	1	11	329	3017	94	1147	3	506	2480	454	1185	7	42	736	2956	900	1572	27	136	90	363
YBX3	13	62	174	3	8	38	89	223	2	9	103	198	162	5	13	77	194	228	212	1	213	157	858	253	4	60	165	284	2798	278	18	199	10	18
YIPF4	11	383	131	7	0	28	337	91	2	14	233	0	94	41	0	113	1123	2	208	11	99	618	8	250	29	3	89	386	39	154	109	3	19	99
YIPF6	98	2367	736	28	1	136	2026	485	25	156	1471	6	533	133	3	443	4419	8	943	62	670	3096	51	977	168	0	558	2378	161	560	374	22	58	298
YME1L1	23	472	97	7	1	17	416	72	7	16	274	0	68	23	1	48	716	1	154	13	103	487	1	139	23	4	182	591	13	91	82	9	22	64
YPEL3	11	383	102	3	1	19	370	84	4	24	234	31	90	61	0	105	776	59	153	26	92	474	180	171	63	8	105	462	672	125	324	38	15	88
YPEL5	27	1141	189	4	11	48	1012	167	7	53	888	3	124	50	8	50	1060	5	209	15	197	1440	24	166	69	31	331	1197	129	289	268	61	6	45
