gene	Control_#1_B_cell	Control_#1_monocyte	Control_#1_neutrophil	Control_#1_platelet	Control_#1_T_cell	Control_#2_B_cell	Control_#2_monocyte	Control_#2_neutrophil	Control_#2_T_cell	Control_#3_B_cell	Control_#3_erythroid_lineage_cell	Control_#3_monocyte	Control_#3_neutrophil	Control_#3_platelet	Control_#3_T_cell	SARS_CoV2_pos_Mild_B_cell	SARS_CoV2_pos_Mild_erythroid_lineage_cell	SARS_CoV2_pos_Mild_monocyte	SARS_CoV2_pos_Mild_neutrophil	SARS_CoV2_pos_Mild_T_cell	SARS_CoV2_pos_Severe_#1_B_cell	SARS_CoV2_pos_Severe_#1_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#1_monocyte	SARS_CoV2_pos_Severe_#1_neutrophil	SARS_CoV2_pos_Severe_#1_platelet	SARS_CoV2_pos_Severe_#1_T_cell	SARS_CoV2_pos_Severe_#2_B_cell	SARS_CoV2_pos_Severe_#2_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#2_monocyte	SARS_CoV2_pos_Severe_#2_neutrophil	SARS_CoV2_pos_Severe_#2_platelet	SARS_CoV2_pos_Severe_#2_T_cell	SARS_CoV2_pos_Severe_#3_B_cell	SARS_CoV2_pos_Severe_#3_T_cell
RPS19BP1	5	74	0	2	164	9	34	1	160	12	0	43	1	3	134	37	0	80	3	445	41	5	75	2	10	335	69	22	130	24	71	361	8	48
NAP1L1	37	282	0	83	978	69	359	0	925	101	0	571	6	75	700	256	0	587	2	2320	283	1	563	3	234	1489	518	42	874	53	1181	1787	32	164
FNBP1	11	142	1	0	419	37	113	2	520	25	0	140	9	0	316	112	0	220	6	1154	114	1	201	13	0	701	251	9	198	89	6	639	31	98
PTMA	232	2027	5	43	5654	458	1753	1	5786	479	2	1829	16	74	4315	1567	1	3025	5	15253	1902	8	2810	13	228	10580	3192	127	3925	67	632	12750	297	1488
USP7	6	91	3	1	116	7	46	2	136	10	4	69	4	1	96	21	1	75	2	226	76	46	107	9	3	240	79	146	103	26	6	202	0	27
GABRD	8	77	2	1	202	21	43	1	155	11	0	49	5	0	135	39	0	87	1	381	59	0	70	8	1	304	50	1	41	16	1	164	6	28
TCEA1	14	105	1	6	323	24	71	0	330	34	16	97	0	2	266	118	25	142	3	779	141	17	167	4	11	594	293	128	137	11	47	700	29	91
SECISBP2	12	75	0	8	281	15	59	2	203	20	0	57	2	3	168	60	1	96	5	548	92	16	109	13	11	434	151	27	88	22	39	393	9	31
H1-2	1	20	0	12	72	6	9	0	89	6	3	18	2	8	49	36	9	20	2	299	51	36	79	1	40	453	180	1130	181	14	229	639	8	45
CCDC157	2	58	1	0	150	8	39	5	145	10	0	42	7	1	84	25	0	108	7	348	55	1	124	19	1	207	40	4	41	26	0	152	7	22
LAMTOR4	14	265	3	1	326	18	229	10	318	34	1	245	34	1	258	71	0	361	18	869	92	2	360	46	2	508	128	17	429	303	18	638	12	86
TUBB4B	4	100	0	9	125	12	102	0	266	2	1	93	7	16	128	29	2	152	1	268	25	17	133	10	38	269	51	121	152	30	122	305	4	33
COMMD6	24	250	0	0	848	58	199	4	1052	67	0	301	4	0	774	281	2	467	5	2805	274	0	342	6	4	1437	416	24	365	47	8	1805	61	252
SRSF10	16	144	3	0	499	34	82	0	506	36	1	110	4	0	331	118	1	208	3	1072	220	3	213	8	3	893	329	11	186	31	9	968	22	77
HBA2	8	154	3	4	541	33	188	2142	2018	111	96140	469	763	12	5132	657	112113	1334	3676	15717	1159	450645	2902	2914	3676	7071	762	725036	1994	4142	4234	12072	177	888
NBR1	7	67	2	0	227	11	41	3	172	8	2	38	11	0	140	49	0	122	7	524	59	11	116	20	4	280	34	21	47	44	10	199	13	45
SUMO2	19	249	1	4	641	36	209	1	705	37	0	241	9	11	475	181	2	432	5	1909	177	4	420	15	33	1314	286	41	453	64	91	1469	36	160
TMEM120B	6	64	4	3	160	11	60	4	193	8	0	56	12	2	132	40	0	67	0	393	43	0	81	13	12	279	41	3	79	36	28	208	10	24
RPL14	148	1030	0	0	5854	269	991	1	5775	398	1	1222	8	1	5073	1433	1	1864	2	17573	1538	18	1346	6	2	9105	2937	147	1588	59	43	13290	348	1875
MSL1	2	53	3	0	103	4	47	6	109	7	0	33	21	0	86	15	0	89	15	257	31	0	104	43	2	124	20	5	48	139	1	113	6	23
FAM120AOS	20	159	2	0	403	31	93	1	377	18	0	108	17	1	242	91	1	213	14	933	154	6	230	33	0	664	156	16	136	78	12	548	29	90
NDUFA4	14	275	0	6	675	31	218	0	674	34	2	278	0	11	542	127	1	447	1	1841	169	24	405	2	46	1280	272	115	615	13	183	1743	40	218
LITAF	14	150	41	0	410	8	158	37	512	11	5	168	256	0	322	56	0	319	111	886	74	2	510	445	0	600	113	16	347	1311	10	627	7	51
ZNF33A	6	22	3	0	115	13	28	1	125	13	0	26	9	0	104	36	0	63	3	350	48	1	44	3	3	164	67	2	34	21	6	148	4	29
TSPYL1	13	50	0	0	345	21	37	1	310	15	2	38	2	1	244	50	2	69	5	566	63	10	56	3	1	326	112	16	40	30	7	347	9	39
SLC35E2B	28	140	2	2	514	34	118	5	466	27	0	116	27	3	393	143	0	191	12	1331	159	0	194	32	8	692	143	17	115	83	11	553	19	89
HMGB1	52	534	2	37	1387	106	467	8	1471	71	1	385	27	56	1028	384	3	803	34	4257	483	14	811	37	161	3737	640	57	616	231	270	3270	73	411
S100A4	3	3619	15	0	2115	13	2595	26	2612	15	8	3207	143	0	2359	88	6	4996	103	5206	88	9	7357	295	6	5042	265	51	8862	3508	58	6320	34	829
LCOR	8	72	2	0	116	6	76	3	137	7	0	65	9	1	77	47	2	114	10	320	72	4	127	28	3	215	75	22	115	82	21	210	10	16
PPIA	38	411	1	7	1167	73	361	0	1224	83	0	378	3	6	911	317	2	678	2	3104	425	5	608	7	23	2505	622	17	730	21	147	3103	85	356
CD55	19	390	18	1	341	34	198	19	294	23	6	348	119	3	202	96	5	191	25	675	114	18	535	91	6	322	176	125	559	502	33	447	15	30
ZNF34	17	154	7	0	523	24	132	2	451	31	0	118	20	1	313	119	0	221	6	1141	139	1	268	40	0	804	99	7	122	64	0	414	23	97
PTPN1	7	69	0	3	204	22	55	1	200	30	0	75	3	0	159	68	0	96	3	444	118	1	93	5	3	341	184	5	156	34	15	429	18	32
XRCC6	7	112	1	1	232	11	91	0	237	15	0	74	5	1	179	57	0	201	0	673	72	0	159	6	2	513	108	12	131	21	10	545	15	71
ZNF605	35	305	5	0	833	59	245	1	796	54	1	193	24	0	562	257	0	390	18	2395	267	0	455	45	2	1377	225	8	210	90	0	878	61	268
NACA	106	1399	2	2	3895	195	1170	6	3695	273	13	1409	15	3	2879	1021	23	2342	6	11008	1234	100	1691	22	11	6084	1799	373	2370	131	45	7799	194	1031
TOMM7	59	520	0	0	2500	110	281	3	1660	128	0	330	2	2	1542	498	2	624	2	5391	513	12	495	5	8	3070	715	49	441	13	5	3236	75	420
ZNF431	7	91	6	0	252	32	72	0	253	21	1	74	10	2	160	74	0	151	9	693	83	2	126	14	0	423	102	8	67	49	7	307	18	75
CD47	12	82	0	11	294	28	75	0	299	17	1	70	2	4	192	78	0	120	3	789	107	1	148	4	23	602	103	14	223	41	70	510	12	88
OR11G2	2	29	1	0	71	8	56	6	122	4	1	33	20	1	66	49	1	108	6	476	27	0	94	32	0	145	24	0	49	47	0	93	5	33
ARHGEF12	4	31	0	3	55	6	20	0	63	3	7	22	5	5	54	22	10	35	1	141	27	65	48	1	10	87	23	146	34	17	60	62	6	12
FLNA	5	308	1	37	379	9	245	2	414	13	0	293	7	46	347	37	1	467	1	804	38	2	548	15	134	692	68	10	385	46	241	600	8	99
CASP4	4	130	3	4	160	14	86	9	159	9	0	100	49	0	119	58	1	200	28	467	51	0	142	18	13	370	56	1	138	88	45	280	7	40
AP2A1	2	50	0	1	57	4	48	2	89	8	6	77	8	1	37	14	8	94	4	216	35	36	114	16	1	146	16	86	105	51	3	112	4	21
WDR45	12	141	3	3	510	31	114	3	425	23	1	112	22	1	303	87	18	129	5	905	103	43	172	25	7	524	81	146	122	47	7	379	14	54
METTL9	3	213	0	2	138	4	119	1	158	5	4	126	9	0	115	28	14	198	6	383	43	7	317	18	4	255	43	70	199	82	17	297	6	40
IGF2R	19	222	18	0	417	20	193	15	400	16	0	132	62	3	252	127	3	283	35	1264	119	7	374	93	1	719	84	16	203	205	3	387	33	142
PCBP2	35	403	2	3	782	49	333	7	777	61	5	279	27	8	521	185	7	523	10	1567	278	60	518	19	9	1236	318	141	403	111	34	1297	52	141
LRP10	6	55	2	4	218	19	58	6	174	8	5	51	25	1	141	51	4	98	13	459	51	81	99	22	4	300	67	152	71	122	24	246	10	62
PELI1	14	79	12	0	124	36	68	13	64	9	0	44	55	1	46	43	1	55	30	127	107	2	70	80	0	151	269	10	67	360	2	224	10	17
ZNF655	7	85	3	1	184	13	68	1	180	15	0	50	2	0	115	48	1	126	4	457	67	1	138	9	1	300	90	7	110	25	7	245	9	42
GSTK1	3	143	1	2	429	28	92	0	386	15	1	108	1	3	346	64	4	222	1	1139	38	7	181	3	3	808	95	8	200	28	20	837	8	158
MYO5A	14	222	3	0	426	27	155	4	422	34	1	179	17	0	329	79	1	329	10	942	151	1	342	25	1	730	141	4	168	70	7	433	19	99
PIGN	76	393	10	0	2010	146	356	2	1976	143	0	306	31	0	1384	543	1	611	15	4604	614	8	578	41	3	2818	695	70	415	75	9	2141	81	284
CDC42SE1	10	50	3	0	239	18	56	5	281	9	0	62	30	1	173	78	1	175	13	859	72	0	154	27	4	410	91	7	103	154	16	327	17	76
RPS26	104	756	1	2	4684	401	1219	5	8304	224	1	776	5	0	3571	164	0	541	2	2785	1202	37	1112	14	4	7250	3135	239	1937	55	18	14689	363	2295
PSAP	8	1686	5	4	155	8	1220	9	152	13	3	1308	33	3	115	25	2	1860	12	322	74	20	2125	29	33	248	96	45	1742	139	49	266	5	30
RPL37A	343	2127	0	5	9558	570	1779	0	8234	732	2	2118	4	7	6705	2458	12	3726	4	24775	3242	60	2715	5	9	13523	3767	254	2301	60	57	16085	537	2321
SPG7	3	78	3	0	203	4	62	2	188	15	0	89	3	1	127	71	0	114	2	695	87	3	166	14	0	354	56	3	94	39	4	274	17	64
S100A6	6	3813	19	0	1260	28	2527	62	1594	36	2	3212	231	1	1322	140	3	5213	175	3695	110	3	6136	238	2	2515	387	52	7117	4465	55	3886	32	480
RPL12	226	1113	1	0	5714	410	1232	1	6279	506	4	1520	15	6	4603	2087	11	2627	8	19531	2752	100	1983	16	6	11091	3194	202	1734	57	26	12412	417	1903
MBP	10	112	2	10	311	8	90	5	328	15	15	95	22	4	205	56	12	183	9	1132	37	15	140	27	20	660	69	44	161	133	51	486	4	98
IRAK4	4	22	1	0	122	4	16	2	67	8	1	22	3	0	54	25	0	46	3	229	27	0	62	3	5	143	24	1	32	28	9	128	5	14
RPS4X	270	1692	1	3	8693	496	1300	1	8152	631	3	1690	4	2	6458	1920	8	2603	0	24063	1670	20	1361	1	4	9189	3964	238	2023	26	28	18270	469	2359
GRK6	6	89	0	0	133	9	60	2	123	10	2	40	6	1	84	41	3	86	2	361	29	8	116	5	7	207	46	15	118	26	13	230	9	47
SFI1	13	252	11	1	607	25	152	10	562	39	1	157	43	0	407	116	0	227	12	1394	169	3	350	60	4	883	126	10	181	150	12	623	15	125
MIER1	2	90	1	1	217	19	59	1	248	11	1	73	8	1	169	35	0	122	14	609	78	1	141	19	1	434	102	18	137	100	13	410	4	44
RPL23A	344	1387	0	1	9545	505	1237	0	8089	741	6	1529	2	0	7889	2496	8	2511	4	24177	3269	50	1632	2	5	13563	4824	268	1884	27	19	18533	561	2394
UBL5	15	292	1	7	533	28	234	3	554	27	17	230	24	11	408	99	8	396	5	1563	117	110	380	24	27	910	181	261	445	220	144	1048	25	158
HELZ	5	85	1	0	192	9	70	1	207	9	0	55	4	2	137	29	0	123	3	405	46	8	145	2	5	388	62	27	69	12	3	324	6	28
ITSN2	7	117	6	0	144	23	115	2	158	21	1	104	7	0	118	81	0	163	5	426	148	1	210	15	2	280	178	4	135	64	7	251	10	22
OGA	13	57	2	0	338	27	60	1	337	26	1	63	25	0	243	93	0	104	10	674	127	11	120	20	0	485	156	58	99	106	5	471	13	42
YTHDF2	4	43	0	1	108	6	29	0	112	9	0	34	3	2	84	30	0	98	1	297	32	0	82	3	4	188	51	5	72	13	10	245	5	23
ATL1	73	847	19	0	2238	131	615	29	2000	156	2	633	139	4	1538	521	5	984	57	4972	723	4	1345	235	9	3185	648	40	655	557	41	2292	107	399
TLK1	4	32	0	22	154	13	31	1	177	21	0	24	2	16	104	57	0	40	3	487	68	2	54	6	73	296	84	5	46	30	195	276	6	37
BAZ1A	1	102	8	0	182	18	63	3	190	7	0	78	22	0	129	41	0	168	12	511	44	3	137	21	2	313	72	11	111	137	7	362	4	40
MDM4	17	182	5	0	341	43	121	6	355	36	0	98	12	0	220	138	0	199	8	777	249	3	231	36	0	533	240	14	163	50	6	546	26	80
CALM1	31	428	0	35	2205	82	371	12	2560	81	0	341	28	36	1894	246	0	621	13	5548	390	11	691	31	101	4217	705	98	1162	443	547	4812	70	565
MT-CO2	945	8990	16	124	19834	1158	5601	37	14527	1840	47	9115	247	294	19097	5172	24	10199	35	38436	9620	353	16863	344	500	36846	8434	465	12082	765	970	32873	1147	4115
MT-CYB	758	4987	38	73	16592	666	2835	34	11006	1248	71	4968	272	188	15649	2476	12	4390	16	24023	6247	188	10293	271	362	27233	5481	293	7256	496	633	21110	685	2830
MT-ND2	403	3651	26	146	8719	409	2598	48	6834	730	42	4233	243	293	8593	1262	14	3959	42	11909	3363	134	7567	281	488	12073	2951	219	4883	333	904	10665	245	941
MT-ND5	153	1419	6	20	3514	162	963	8	2899	276	41	1589	48	32	4047	898	7	2050	9	7139	1069	118	2150	43	60	4540	1325	101	1695	78	151	5033	213	852
MT-CO1	703	11218	15	115	15583	916	6748	18	13325	1784	339	12096	185	278	20410	4768	83	12202	14	36799	6171	1039	19740	92	637	28094	7879	900	14089	631	1489	31108	1260	4217
HMGN2	16	166	0	0	413	33	153	2	534	28	1	137	4	0	382	140	1	377	6	1625	142	3	237	4	4	1244	238	26	255	22	7	1460	32	138
UBE2J1	23	224	3	9	103	10	112	0	75	16	0	173	30	3	117	51	0	140	9	199	66	0	378	20	12	172	132	8	467	188	63	281	7	33
MT-ND3	1160	8759	25	70	22691	988	5499	53	11777	2212	57	8878	205	145	19028	4749	13	8310	17	34158	7491	120	14281	272	320	24753	4614	205	6784	532	298	17278	1110	3327
SELENOT	12	90	0	5	153	16	62	0	170	12	0	73	12	8	129	33	0	153	5	365	75	3	139	9	25	311	84	20	138	78	79	352	14	38
R3HDM4	5	27	6	13	93	8	23	12	73	1	18	28	55	6	67	31	26	61	18	249	12	73	56	52	26	205	52	170	31	192	88	178	4	27
RUNDC1	11	133	1	0	302	26	60	2	302	18	0	72	8	1	213	123	1	223	8	1032	115	1	243	17	0	521	86	7	81	60	0	289	38	125
MT-ND4	706	5323	23	85	11803	682	3772	41	9848	1383	64	6826	381	224	14844	2924	25	5931	16	23258	5251	232	8921	214	329	19117	5543	282	7523	634	680	19977	845	2895
MT-ND1	567	6100	36	41	11747	594	4202	55	8636	1019	38	5465	214	138	10766	2106	14	6340	58	19415	4770	172	10817	324	262	18939	3809	178	6003	500	377	13741	325	1094
CAPZA2	6	205	4	10	138	8	161	2	157	7	0	156	28	19	120	39	1	279	19	432	63	7	342	25	72	334	81	39	369	226	159	330	9	47
MT-ATP6	1026	7505	35	139	20730	906	4702	50	15215	1918	71	8341	302	367	22009	3603	20	6394	22	30362	8700	328	13990	212	639	35783	9465	430	12489	701	1137	35003	1210	4238
TOP1	5	132	4	5	205	15	113	4	212	20	51	84	23	1	210	71	24	197	10	552	97	186	219	28	28	403	122	927	210	75	113	404	18	69
RPL39	530	2867	3	1	13506	777	2536	7	12285	1023	5	2945	40	2	10098	3642	14	4956	16	34798	4411	49	3468	65	5	19711	5863	292	3089	294	35	23069	747	3217
MT-CO3	1302	9956	68	116	26799	1210	5478	43	16933	2116	88	8064	340	205	21458	5527	30	10456	13	47279	10452	499	19609	238	716	43094	9565	641	12468	1196	1078	37531	1436	4818
PJA2	6	95	2	2	198	14	109	5	166	13	0	99	23	3	156	58	0	184	16	432	105	1	209	23	3	295	125	14	173	154	28	368	10	50
E2F3P2	8	43	1	1	136	9	26	2	117	11	0	17	5	1	91	46	1	79	2	388	47	2	71	8	0	195	48	1	25	18	0	145	11	49
CARD16	2	232	0	1	134	8	175	4	159	8	0	169	20	1	91	30	0	400	37	421	21	0	290	11	4	303	40	3	432	194	48	315	5	41
MBD5	4	22	0	1	110	14	20	1	125	12	1	27	5	0	89	30	1	34	2	320	31	8	38	10	3	126	39	19	40	29	15	141	4	22
HLA-E	18	224	8	19	747	33	124	8	570	27	1	154	48	33	516	115	0	186	33	1298	84	1	212	84	52	686	208	14	253	342	191	996	11	68
RACK1	103	996	1	1	2885	195	745	0	2369	229	1	922	3	1	2119	920	4	1539	3	8337	1144	14	1233	5	6	4884	1530	94	1181	39	43	6015	159	803
ATXN2	5	85	3	1	222	21	60	3	274	20	1	61	16	0	194	73	0	150	7	677	79	2	150	22	2	350	37	7	59	63	16	226	14	56
FBXO48	37	251	15	1	875	53	257	17	783	44	1	198	43	5	570	252	0	506	33	2706	251	5	482	59	0	1436	286	21	290	203	10	1034	87	297
PRR13	9	150	2	0	191	18	141	2	272	24	0	106	27	0	205	78	1	277	13	698	60	2	224	22	6	429	106	9	230	149	20	486	27	79
SAMD9	2	34	4	0	100	3	30	4	129	9	5	13	5	0	89	34	9	117	15	440	37	24	51	11	0	221	27	135	37	42	4	197	6	32
TMSB4X	335	8316	27	967	15042	602	6010	81	16281	524	12	7363	288	1304	12077	2706	16	11392	302	45069	2692	29	10438	382	3171	24639	4260	563	15389	3863	10808	33115	621	4643
HMGN1	15	100	1	7	472	40	97	3	505	38	0	112	1	10	344	186	0	155	4	1572	203	0	139	2	64	1008	286	6	90	9	90	1093	41	206
C21orf62	25	315	11	1	789	57	229	1	684	55	0	223	26	0	506	180	1	338	11	1694	225	3	402	69	1	1131	190	17	198	134	3	804	30	137
HBA1	7	59	0	7	336	12	43	863	907	23	45863	140	253	18	1949	255	66024	338	1415	5869	339	244837	792	931	1369	2033	484	929017	1244	3845	4363	9601	132	776
HLA-E-1	24	365	8	23	1121	81	491	12	1703	73	1	340	54	43	1026	356	0	731	46	3658	359	1	865	104	197	2557	346	15	851	404	292	1865	56	354
MT-ND4L	50	481	1	9	715	57	394	9	628	118	6	543	49	23	846	264	2	515	8	1465	438	28	734	22	20	1043	347	32	403	48	28	841	59	130
RBM22P2	23	194	6	0	581	20	112	8	516	35	0	124	27	0	389	110	0	244	5	1013	131	0	254	43	2	784	109	6	130	79	1	492	25	88
ARL2	3	34	2	3	108	3	40	1	120	8	0	35	1	2	73	50	0	64	4	385	41	1	63	3	8	203	32	5	41	8	28	199	20	57
PPP1CB	5	235	5	4	363	15	129	4	312	4	10	161	23	1	274	42	27	263	7	754	73	79	263	16	3	549	78	176	254	162	28	545	11	57
RPS29	438	1644	1	3	13653	762	1515	3	13818	726	0	1435	5	3	8485	3910	6	3196	5	42451	3625	49	2155	9	10	21084	3436	166	1297	68	35	16855	772	4303
ITGA1	10	207	4	0	579	42	147	2	554	31	0	131	17	1	386	264	0	418	8	2613	194	9	424	54	0	1193	104	15	139	87	1	664	67	296
FIS1	4	87	0	0	224	9	81	1	207	16	14	67	5	1	174	56	20	116	2	553	52	153	101	5	8	313	78	459	120	22	31	461	15	49
MS4A4E	21	179	4	4	474	26	145	1	357	32	0	143	17	6	282	62	0	170	11	647	109	3	177	30	3	393	103	6	131	63	6	347	9	19
DDX3X	31	290	16	0	889	55	255	15	965	61	10	239	57	0	654	132	5	384	28	1646	178	40	333	45	14	678	438	123	363	307	39	1122	32	120
FNIP1	3	86	2	0	86	13	82	2	113	14	0	67	17	0	65	34	0	134	6	219	68	1	161	39	0	174	108	11	153	145	14	234	14	23
CKLF	2	135	4	0	146	4	100	1	184	5	0	105	17	0	158	20	0	217	11	470	24	0	213	17	3	295	23	2	240	297	9	376	3	58
RNASEK	3	226	9	7	224	11	231	7	164	16	0	172	37	3	153	71	0	403	16	408	66	1	317	52	8	231	112	17	407	331	53	317	9	46
VAMP2	15	107	5	0	638	32	87	5	507	29	0	69	21	0	448	74	1	127	16	953	111	4	114	33	4	692	245	14	129	137	9	925	20	90
PPP3R1	3	51	1	3	69	9	36	1	67	4	20	37	3	2	50	19	10	55	8	152	31	27	62	10	20	119	22	89	55	56	63	120	3	9
PPP2R2A	2	64	1	0	99	11	52	5	136	10	1	54	9	0	92	33	1	75	3	256	44	2	79	19	3	188	61	26	78	62	7	194	8	19
UBA52	154	1553	5	3	4551	277	1309	16	4421	346	109	1445	45	4	3687	1158	131	2378	31	11764	1505	592	2239	72	28	6975	2350	2183	2370	364	139	9351	245	1112
WHAMMP1	4	37	1	1	157	5	28	0	110	9	0	40	3	1	93	23	0	50	0	314	28	1	43	0	8	141	43	7	33	13	34	193	7	16
HLA-B-1	14	132	13	7	687	101	653	16	1655	48	0	329	39	10	709	372	1	1111	61	3540	109	0	285	22	18	701	199	2	211	151	44	1219	12	63
TMSB4XP4	5	134	1	7	236	12	117	1	314	4	0	120	0	17	145	60	0	311	7	1264	78	0	294	3	113	756	35	8	102	30	59	475	29	230
HLA-B-2	36	772	10	5	1588	8	23	1	117	82	2	603	67	17	1484	289	2	995	46	3009	457	1	1285	99	81	2772	156	5	289	170	82	645	10	63
HLA-E-2	20	292	8	19	915	33	136	8	737	27	1	186	48	33	596	147	0	271	36	1543	90	1	227	87	58	777	228	14	374	347	194	1133	13	82
MTND2P28	8	48	3	2	131	7	38	2	82	11	1	59	3	6	93	21	0	51	1	144	64	1	97	2	11	139	30	6	37	2	20	94	7	8
HLA-DQA1-2	121	685	3	2	1175	229	694	1	963	76	1	261	17	0	700	226	0	457	5	2266	368	6	577	53	3	1562	1126	28	506	86	1	1109	127	154
MTND1P23	23	164	0	3	313	21	112	3	281	24	0	119	5	3	237	152	1	445	0	1462	193	6	725	10	19	938	2872	128	5149	287	281	8775	534	1656
HLA-A-3	31	502	8	17	1302	36	166	13	998	65	2	363	56	20	1155	517	5	1500	102	6340	408	19	977	103	146	3798	175	51	317	194	225	1236	29	219
MT-ATP8	17	229	1	3	461	24	141	3	297	36	0	160	6	9	336	144	0	293	1	741	188	16	365	5	20	574	93	5	130	9	36	386	27	63
OST4	19	250	1	96	863	35	205	4	844	42	13	274	11	137	730	167	33	439	3	2458	216	130	561	12	362	1422	305	340	404	90	1066	1720	37	261
HLA-B-3	43	603	10	5	1296	4	10	1	65	82	2	416	69	17	1008	280	2	839	46	2855	503	1	1225	109	89	3135	120	5	228	154	70	551	6	53
RPL41	651	3816	8	6	19529	1155	3367	26	17722	1532	26	4102	68	13	15581	5123	48	6690	19	50663	6243	391	5090	82	48	28697	8937	982	5159	324	158	35425	1119	5144
PET100	5	173	1	5	315	12	121	1	326	11	1	121	4	2	217	77	0	230	3	801	69	11	237	4	13	551	84	127	184	63	50	509	19	96
CEACAM22P	18	107	5	0	340	15	103	3	325	21	0	77	18	0	213	74	0	177	15	618	69	1	181	45	3	569	97	11	92	81	9	348	16	59
TMA7	41	506	5	8	1634	66	366	8	1615	57	4	416	40	8	1205	232	9	621	20	3733	311	35	623	29	25	2763	399	110	555	236	98	2522	58	356
GPX1	4	736	0	236	104	12	583	0	117	11	81	505	4	279	106	67	59	883	4	356	55	428	1285	11	999	212	110	2230	1143	82	3214	350	18	41
RPS28	370	2329	2	1	11158	557	2092	2	10655	711	1	2348	12	3	8471	2926	9	4268	7	31762	3206	66	2771	16	6	15949	4842	309	2628	95	36	20218	545	2833
FAM133B	22	324	8	0	661	29	248	4	597	51	1	247	33	0	452	161	1	423	4	1540	225	7	477	52	1	1146	271	27	375	155	5	1053	40	117
HLA-B-5	47	1216	13	18	2123	28	198	13	734	51	0	298	37	10	629	292	1	903	56	2737	79	0	243	25	17	644	186	2	251	151	50	875	6	88
SMIM27	3	13	1	4	96	3	21	1	113	3	0	19	14	2	79	27	1	18	5	301	23	9	27	3	12	166	27	6	23	46	38	162	5	22
HLA-A-6	31	502	8	17	1302	36	166	13	998	65	2	363	56	20	1155	517	5	1566	102	6467	408	19	977	103	146	3798	175	51	317	194	225	1236	29	219
SLFN14	12	44	2	0	165	7	44	0	221	3	3	35	7	2	157	57	2	96	4	519	56	22	99	18	16	318	41	61	39	34	16	195	34	110
HLA-DQA1-4	4	235	3	2	1042	10	98	1	812	65	1	261	17	0	684	213	0	435	5	2237	336	6	524	48	3	1533	92	28	281	86	1	968	4	145
SHISA9	5	39	1	0	108	13	40	5	86	13	0	23	17	1	56	51	2	51	2	245	53	0	68	16	2	146	62	6	28	40	1	100	10	21
ADSL	9	89	1	0	269	22	64	2	290	12	0	70	11	0	210	104	0	158	5	1037	82	0	200	14	0	540	83	6	89	28	11	419	28	122
L1TD1	22	222	5	1	633	56	143	8	593	52	2	140	32	0	380	175	0	283	13	1504	190	3	377	54	0	961	167	9	198	98	2	640	54	168
ATP5MF	6	196	0	1	273	15	144	0	299	14	4	200	0	1	203	71	2	345	1	865	83	65	277	2	9	684	105	141	378	19	37	742	18	128
ARPC4	7	185	0	13	234	23	136	3	250	17	4	153	17	12	191	72	2	248	4	593	80	7	298	17	54	552	89	17	315	81	171	564	16	66
MRPL33	2	99	1	0	192	10	53	1	215	9	0	72	2	0	147	33	1	154	3	440	61	4	129	5	0	357	61	9	105	17	7	336	10	54
MICAL3	23	146	3	0	445	51	122	1	472	46	0	122	18	1	323	129	1	131	10	848	181	3	185	37	0	576	148	22	107	47	3	427	24	66
STMP1	5	113	0	7	153	14	80	0	145	5	20	92	7	7	113	43	31	188	4	402	24	85	156	3	26	234	80	392	195	30	99	312	7	47
HBB	17	218	9	7	638	29	163	2357	3198	130	161218	656	1204	29	9295	1012	189278	1421	5136	23366	2004	572811	2965	5068	4331	7451	1310	1895218	4166	10813	13172	19849	425	2517
N4BP2L2	30	248	4	0	972	53	163	4	852	56	0	194	23	1	693	252	1	390	21	2777	301	14	349	25	2	1399	436	42	316	126	6	1424	48	195
ZNF585B	11	80	6	0	274	16	78	2	251	15	0	52	16	1	181	91	0	168	6	881	79	2	207	26	0	459	64	8	79	65	1	296	18	97
MTATP6P1	489	3369	8	69	10061	369	1583	12	6068	705	29	2992	85	131	8807	683	2	1319	4	5970	1931	74	2682	42	118	7784	1866	86	2498	95	242	6247	75	238
FMN1	31	178	5	0	604	41	171	7	554	37	1	184	44	1	421	174	0	308	20	1674	196	5	317	51	0	931	145	12	173	93	3	635	32	137
BRK1	10	194	0	5	175	13	133	1	204	23	5	149	3	10	173	90	6	284	3	654	63	12	261	3	42	441	81	40	262	83	140	450	16	69
CHMP1B	4	88	2	1	189	12	72	4	163	10	1	74	7	0	115	34	1	146	15	318	72	0	136	16	3	209	78	26	134	59	10	261	6	18
CUX1	4	134	3	2	75	6	135	0	80	6	1	126	11	1	53	18	0	204	5	231	27	0	231	8	13	100	38	8	185	57	26	156	2	16
CHURC1	12	95	1	1	335	12	62	1	288	17	0	94	18	4	230	78	0	145	6	1018	93	5	147	8	7	600	93	35	161	82	19	637	6	89
HMGB1P6	3	61	0	5	127	10	66	0	161	5	1	50	4	12	113	44	2	105	4	471	47	2	121	5	39	498	31	9	61	22	45	359	4	37
PLA2G10CP	9	94	1	0	328	30	86	3	285	14	0	81	14	1	225	77	0	127	7	548	112	0	161	24	0	416	85	7	87	53	0	271	10	42
CCPG1	1	58	6	6	75	5	51	6	75	5	0	54	23	7	55	25	0	87	9	229	27	2	122	15	29	139	30	14	129	101	108	95	1	15
