category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:1905782	1.00000000002402	0.950498965612797	0	1	positive regulation of phosphatidylserine exposure on apoptotic cell surface	BP	1	1
GO:0018117	1.00000000002405	0.888249161786045	0	2	protein adenylylation	BP	1	1
GO:0018175	1.00000000002405	0.888249161786045	0	2	protein nucleotidylation	BP	1	1
GO:1902442	1.00000000002408	0.937266673501508	0	1	regulation of ripoptosome assembly involved in necroptotic process	BP	1	1
GO:1902443	1.00000000002408	0.937266673501508	0	1	negative regulation of ripoptosome assembly involved in necroptotic process	BP	1	1
GO:1904221	1.00000000002413	0.954701502282868	0	1	negative regulation of serine C-palmitoyltransferase activity	BP	1	1
GO:0009403	1.00000000002413	0.950532560099798	0	1	toxin biosynthetic process	BP	1	1
GO:1902461	1.00000000002424	0.982224952363467	0	2	negative regulation of mesenchymal stem cell proliferation	BP	1	1
GO:1904895	1.00000000002425	0.940576118021928	0	1	ESCRT complex assembly	BP	1	1
GO:1904902	1.00000000002425	0.940576118021928	0	1	ESCRT III complex assembly	BP	1	1
GO:0032848	1.00000000002428	0.914593647277384	0	1	negative regulation of cellular pH reduction	BP	1	1
GO:0046671	1.00000000002428	0.914593647277384	0	1	negative regulation of retinal cell programmed cell death	BP	1	1
GO:0034263	1.0000000000243	0.932013542046581	0	1	positive regulation of autophagy in response to ER overload	BP	1	1
GO:0090104	1.00000000002434	0.930716998496822	0	1	pancreatic epsilon cell differentiation	BP	1	1
GO:0015724	1.00000000002435	0.945608206767674	0	1	formate transport	BP	1	1
GO:0015797	1.00000000002435	0.945608206767674	0	1	mannitol transmembrane transport	BP	1	1
GO:0006931	1.00000000002439	0.785763327816406	0	3	substrate-dependent cell migration, cell attachment to substrate	BP	1	1
GO:0018963	1.00000000002441	0.883508595184789	0	2	phthalate metabolic process	BP	1	1
GO:0044866	1.00000000002441	0.939383691903335	0	2	modulation by host of viral exo-alpha-sialidase activity	BP	1	1
GO:0044867	1.00000000002441	0.939383691903335	0	2	modulation by host of viral catalytic activity	BP	1	1
GO:0044869	1.00000000002441	0.939383691903335	0	2	negative regulation by host of viral exo-alpha-sialidase activity	BP	1	1
GO:0044870	1.00000000002441	0.939383691903335	0	2	modulation by host of viral glycoprotein metabolic process	BP	1	1
GO:0044871	1.00000000002441	0.939383691903335	0	2	negative regulation by host of viral glycoprotein metabolic process	BP	1	1
GO:1903016	1.00000000002441	0.939383691903335	0	2	negative regulation of exo-alpha-sialidase activity	BP	1	1
GO:0060310	1.00000000002442	0.934160900237483	0	2	regulation of elastin catabolic process	BP	1	1
GO:0070960	1.00000000002445	0.887452541493212	0	2	positive regulation of neutrophil mediated cytotoxicity	BP	1	1
GO:0070961	1.00000000002445	0.887452541493212	0	2	positive regulation of neutrophil mediated killing of symbiont cell	BP	1	1
GO:0060376	1.00000000002445	0.958318209649246	0	1	positive regulation of mast cell differentiation	BP	1	1
GO:0071418	1.00000000002447	0.869956008077751	0	2	cellular response to amine stimulus	BP	1	1
GO:0007403	1.00000000002448	0.928868763092865	0	1	glial cell fate determination	BP	1	1
GO:0044336	1.00000000002448	0.928868763092865	0	1	canonical Wnt signaling pathway involved in negative regulation of apoptotic process	BP	1	1
GO:0061324	1.00000000002448	0.928868763092865	0	1	canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation	BP	1	1
GO:0046898	1.00000000002452	0.780194416778334	0	4	response to cycloheximide	BP	1	1
GO:0002654	1.00000000002455	0.88416191216565	0	2	positive regulation of tolerance induction dependent upon immune response	BP	1	1
GO:0002658	1.00000000002455	0.88416191216565	0	2	regulation of peripheral tolerance induction	BP	1	1
GO:0002660	1.00000000002455	0.88416191216565	0	2	positive regulation of peripheral tolerance induction	BP	1	1
GO:0043000	1.00000000002459	0.842556384220777	0	3	Golgi to plasma membrane CFTR protein transport	BP	1	1
GO:0003421	1.00000000002463	0.941796302748807	0	1	growth plate cartilage axis specification	BP	1	1
GO:1903403	1.00000000002463	0.941796302748807	0	1	negative regulation of renal phosphate excretion	BP	1	1
GO:0061017	1.00000000002469	0.875346162074455	0	2	hepatoblast differentiation	BP	1	1
GO:0000378	1.00000000002472	0.939322502041994	0	1	RNA exon ligation	BP	1	1
GO:0000968	1.00000000002472	0.939322502041994	0	1	tRNA exon ligation	BP	1	1
GO:0000971	1.00000000002472	0.939322502041994	0	1	tRNA exon ligation utilizing 2',3' cyclic phosphate of 5'-exon as source of linkage phosphate	BP	1	1
GO:1900073	1.00000000002475	0.816579502088732	0	2	regulation of neuromuscular synaptic transmission	BP	1	1
GO:1900075	1.00000000002475	0.816579502088732	0	2	positive regulation of neuromuscular synaptic transmission	BP	1	1
GO:1905578	1.00000000002478	0.920360915084993	0	1	regulation of ERBB3 signaling pathway	BP	1	1
GO:1905580	1.00000000002478	0.920360915084993	0	1	positive regulation of ERBB3 signaling pathway	BP	1	1
GO:1990390	1.00000000002481	0.862817009069561	0	2	protein K33-linked ubiquitination	BP	1	1
GO:0090425	1.00000000002484	0.74723192684737	0	4	acinar cell differentiation	BP	1	1
GO:0002432	1.00000000002486	0.940615446420733	0	1	granuloma formation	BP	1	1
GO:0010711	1.00000000002487	0.942732451899378	0	1	negative regulation of collagen catabolic process	BP	1	1
GO:0060311	1.00000000002487	0.942732451899378	0	1	negative regulation of elastin catabolic process	BP	1	1
GO:0051012	1.00000000002489	0.842708528725917	0	2	microtubule sliding	BP	1	1
GO:0038113	1.00000000002491	0.941573492842657	0	1	interleukin-9-mediated signaling pathway	BP	1	1
GO:0071355	1.00000000002491	0.941573492842657	0	1	cellular response to interleukin-9	BP	1	1
GO:0044357	1.00000000002493	0.946171562518885	0	1	regulation of rRNA stability	BP	1	1
GO:1902374	1.00000000002493	0.946171562518885	0	1	regulation of rRNA catabolic process	BP	1	1
GO:0045751	1.00000000002495	0.937487457188722	0	1	negative regulation of Toll signaling pathway	BP	1	1
GO:1905151	1.00000000002501	0.9189062326349	0	4	negative regulation of voltage-gated sodium channel activity	BP	1	1
GO:0015819	1.00000000002501	0.87124265510874	0	2	lysine transport	BP	1	1
GO:0019988	1.00000000002502	0.938337261660463	0	1	charged-tRNA amino acid modification	BP	1	1
GO:0071951	1.00000000002502	0.938337261660463	0	1	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA	BP	1	1
GO:0033396	1.00000000002504	0.936318340836094	0	1	beta-alanine biosynthetic process via 3-ureidopropionate	BP	1	1
GO:0060731	1.00000000002507	0.939001446532531	0	1	positive regulation of intestinal epithelial structure maintenance	BP	1	1
GO:0070715	1.00000000002507	0.939001446532531	0	1	sodium-dependent organic cation transport	BP	1	1
GO:0045914	1.00000000002512	0.865411002004877	0	2	negative regulation of catecholamine metabolic process	BP	1	1
GO:0045963	1.00000000002512	0.865411002004877	0	2	negative regulation of dopamine metabolic process	BP	1	1
GO:0098849	1.00000000002512	0.946725325523216	0	1	cellular detoxification of cadmium ion	BP	1	1
GO:0060938	1.00000000002514	0.808212947596414	0	4	epicardium-derived cardiac fibroblast cell differentiation	BP	1	1
GO:0060939	1.00000000002514	0.808212947596414	0	4	epicardium-derived cardiac fibroblast cell development	BP	1	1
GO:0051228	1.00000000002517	0.870461430477803	0	2	mitotic spindle disassembly	BP	1	1
GO:0051230	1.00000000002517	0.870461430477803	0	2	spindle disassembly	BP	1	1
GO:0045344	1.00000000002518	0.92965189795991	0	1	negative regulation of MHC class I biosynthetic process	BP	1	1
GO:0106288	1.00000000002523	0.929913009594691	0	1	regulation of deadenylation-dependent decapping of nuclear-transcribed mRNA	BP	1	1
GO:0106289	1.00000000002523	0.929913009594691	0	1	negative regulation of deadenylation-dependent decapping of nuclear-transcribed mRNA	BP	1	1
GO:2000308	1.00000000002524	0.931889908404822	0	1	negative regulation of tumor necrosis factor (ligand) superfamily member 11 production	BP	1	1
GO:0001575	1.00000000002525	0.871596663463629	0	2	globoside metabolic process	BP	1	1
GO:0001576	1.00000000002525	0.871596663463629	0	2	globoside biosynthetic process	BP	1	1
GO:0097338	1.00000000002525	0.868077508127664	0	2	response to clozapine	BP	1	1
GO:0046725	1.00000000002529	0.930388374403169	0	1	negative regulation by virus of viral protein levels in host cell	BP	1	1
GO:0072308	1.00000000002529	0.930388374403169	0	1	negative regulation of metanephric nephron tubule epithelial cell differentiation	BP	1	1
GO:0002336	1.0000000000253	0.944080834969862	0	1	B-1 B cell lineage commitment	BP	1	1
GO:2000509	1.0000000000253	0.944080834969862	0	1	negative regulation of dendritic cell chemotaxis	BP	1	1
GO:1904481	1.00000000002543	0.935841650220408	0	1	response to tetrahydrofolate	BP	1	1
GO:1904482	1.00000000002543	0.935841650220408	0	1	cellular response to tetrahydrofolate	BP	1	1
GO:1905450	1.00000000002546	0.868425142655652	0	2	negative regulation of Fc-gamma receptor signaling pathway involved in phagocytosis	BP	1	1
GO:0015805	1.00000000002547	0.909009028382212	0	1	S-adenosyl-L-methionine transport	BP	1	1
GO:1901962	1.00000000002547	0.909009028382212	0	1	S-adenosyl-L-methionine transmembrane transport	BP	1	1
GO:0060734	1.00000000002547	0.92808752062937	0	1	regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation	BP	1	1
GO:0033343	1.00000000002548	0.924105217987865	0	1	positive regulation of collagen binding	BP	1	1
GO:1905687	1.00000000002549	0.921044924635315	0	1	regulation of diacylglycerol kinase activity	BP	1	1
GO:1905689	1.00000000002549	0.921044924635315	0	1	positive regulation of diacylglycerol kinase activity	BP	1	1
GO:0085017	1.00000000002555	0.925704417087107	0	1	entry into host cell by a symbiont-containing vacuole	BP	1	1
GO:0060060	1.00000000002555	0.79302789857467	0	2	post-embryonic retina morphogenesis in camera-type eye	BP	1	1
GO:0061444	1.00000000002559	0.935638131100324	0	1	endocardial cushion cell development	BP	1	1
GO:0003409	1.00000000002571	0.938828939827847	0	1	optic cup structural organization	BP	1	1
GO:0042431	1.00000000002572	0.940367404371415	0	1	indole metabolic process	BP	1	1
GO:1901128	1.00000000002572	0.940367404371415	0	1	gentamycin metabolic process	BP	1	1
GO:1901684	1.00000000002572	0.940367404371415	0	1	arsenate ion transmembrane transport	BP	1	1
GO:2000185	1.00000000002572	0.940367404371415	0	1	regulation of phosphate transmembrane transport	BP	1	1
GO:2000187	1.00000000002572	0.940367404371415	0	1	positive regulation of phosphate transmembrane transport	BP	1	1
GO:1901004	1.00000000002574	0.932980197122528	0	1	ubiquinone-6 metabolic process	BP	1	1
GO:1901006	1.00000000002574	0.932980197122528	0	1	ubiquinone-6 biosynthetic process	BP	1	1
GO:1903494	1.00000000002576	0.89007920958406	0	2	response to dehydroepiandrosterone	BP	1	1
GO:0106034	1.00000000002578	0.908064234453004	0	2	protein maturation by [2Fe-2S] cluster transfer	BP	1	1
GO:0010121	1.00000000002578	0.940010449737538	0	1	arginine catabolic process to proline via ornithine	BP	1	1
GO:0019493	1.00000000002578	0.940010449737538	0	1	arginine catabolic process to proline	BP	1	1
GO:0019544	1.00000000002578	0.940010449737538	0	1	arginine catabolic process to glutamate	BP	1	1
GO:0042264	1.00000000002578	0.855774370049206	0	2	peptidyl-aspartic acid hydroxylation	BP	1	1
GO:0060434	1.00000000002578	0.860393178097881	0	2	bronchus morphogenesis	BP	1	1
GO:0060357	1.00000000002582	0.871556143882061	0	2	regulation of leucine import	BP	1	1
GO:0060358	1.00000000002582	0.871556143882061	0	2	negative regulation of leucine import	BP	1	1
GO:1905533	1.00000000002582	0.871556143882061	0	2	negative regulation of leucine import across plasma membrane	BP	1	1
GO:1902178	1.00000000002583	0.940800900617602	0	1	fibroblast growth factor receptor apoptotic signaling pathway	BP	1	1
GO:0045234	1.00000000002583	0.94264615577247	0	1	protein palmitoleylation	BP	1	1
GO:0043503	1.00000000002583	0.835532201013158	0	4	skeletal muscle fiber adaptation	BP	1	1
GO:1903699	1.00000000002587	0.911578071290337	0	1	tarsal gland development	BP	1	1
GO:1903709	1.00000000002587	0.911578071290337	0	1	uterine gland development	BP	1	1
GO:0006741	1.00000000002594	0.874081732830288	0	2	NADP biosynthetic process	BP	1	1
GO:1901303	1.00000000002594	0.94210237224044	0	1	negative regulation of cargo loading into COPII-coated vesicle	BP	1	1
GO:0048160	1.00000000002597	0.87809223338815	0	2	primary follicle stage	BP	1	1
GO:0036164	1.00000000002598	0.983587749703817	0	1	cell-abiotic substrate adhesion	BP	1	1
GO:0051878	1.000000000026	0.920353236284796	0	1	lateral element assembly	BP	1	1
GO:1905935	1.00000000002601	0.927630611243665	0	1	positive regulation of cell fate determination	BP	1	1
GO:0006530	1.00000000002602	0.930513476946024	0	1	asparagine catabolic process	BP	1	1
GO:0033345	1.00000000002602	0.930513476946024	0	1	asparagine catabolic process via L-aspartate	BP	1	1
GO:2000548	1.00000000002605	0.984238950845543	0	1	negative regulation of dendritic cell dendrite assembly	BP	1	1
GO:1901193	1.00000000002606	0.962875398654379	0	1	regulation of formation of translation preinitiation complex	BP	1	1
GO:1901194	1.00000000002606	0.962875398654379	0	1	negative regulation of formation of translation preinitiation complex	BP	1	1
GO:1904689	1.00000000002606	0.962875398654379	0	1	negative regulation of cytoplasmic translational initiation	BP	1	1
GO:0002426	1.00000000002614	0.902161707324666	0	2	immunoglobulin production in mucosal tissue	BP	1	1
GO:2000557	1.00000000002614	0.902161707324666	0	2	regulation of immunoglobulin production in mucosal tissue	BP	1	1
GO:2000558	1.00000000002614	0.902161707324666	0	2	positive regulation of immunoglobulin production in mucosal tissue	BP	1	1
GO:0043396	1.00000000002617	0.842023121288102	0	2	corticotropin-releasing hormone secretion	BP	1	1
GO:0043397	1.00000000002617	0.842023121288102	0	2	regulation of corticotropin-releasing hormone secretion	BP	1	1
GO:1905526	1.00000000002624	0.848645861414659	0	2	regulation of Golgi lumen acidification	BP	1	1
GO:0002387	1.00000000002625	0.887051466298221	0	2	immune response in gut-associated lymphoid tissue	BP	1	1
GO:0002395	1.00000000002625	0.887051466298221	0	2	immune response in nasopharyngeal-associated lymphoid tissue	BP	1	1
GO:0046448	1.00000000002631	0.928993446898006	0	1	tropane alkaloid metabolic process	BP	1	1
GO:0050783	1.00000000002631	0.928993446898006	0	1	cocaine metabolic process	BP	1	1
GO:1905371	1.00000000002637	0.926629490469527	0	1	ceramide phosphoethanolamine metabolic process	BP	1	1
GO:1905373	1.00000000002637	0.926629490469527	0	1	ceramide phosphoethanolamine biosynthetic process	BP	1	1
GO:0075519	1.00000000002638	0.949064602444186	0	1	microtubule-dependent intracellular transport of viral material	BP	1	1
GO:0075521	1.00000000002638	0.949064602444186	0	1	microtubule-dependent intracellular transport of viral material towards nucleus	BP	1	1
GO:0075606	1.00000000002638	0.949064602444186	0	1	transport of viral material towards nucleus	BP	1	1
GO:1905125	1.00000000002643	0.982185847425028	0	2	positive regulation of glucosylceramidase activity	BP	1	1
GO:1905164	1.00000000002645	0.929125299380559	0	1	positive regulation of phagosome maturation	BP	1	1
GO:0003178	1.00000000002647	0.931426350219671	0	1	coronary sinus valve development	BP	1	1
GO:0003182	1.00000000002647	0.931426350219671	0	1	coronary sinus valve morphogenesis	BP	1	1
GO:0003270	1.00000000002647	0.931426350219671	0	1	Notch signaling pathway involved in regulation of secondary heart field cardioblast proliferation	BP	1	1
GO:0060843	1.00000000002647	0.931426350219671	0	1	venous endothelial cell differentiation	BP	1	1
GO:0060064	1.00000000002647	0.928097932795201	0	1	Spemann organizer formation at the anterior end of the primitive streak	BP	1	1
GO:1905474	1.00000000002647	0.928097932795201	0	1	canonical Wnt signaling pathway involved in stem cell proliferation	BP	1	1
GO:1904290	1.00000000002648	0.940547337159158	0	1	negative regulation of mitotic DNA damage checkpoint	BP	1	1
GO:0033215	1.00000000002648	0.935781965234785	0	1	reductive iron assimilation	BP	1	1
GO:0002152	1.00000000002649	0.939704537253829	0	1	bile acid conjugation	BP	1	1
GO:0030264	1.00000000002651	0.942902044169804	0	1	nuclear fragmentation involved in apoptotic nuclear change	BP	1	1
GO:0060854	1.00000000002654	0.939918290781022	0	1	branching involved in lymph vessel morphogenesis	BP	1	1
GO:0090345	1.0000000000266	0.893467295645512	0	2	cellular organohalogen metabolic process	BP	1	1
GO:0090346	1.0000000000266	0.893467295645512	0	2	cellular organofluorine metabolic process	BP	1	1
