gene	SARS_CoV2_pos_Mild_T_cell	SARS_CoV2_pos_Severe_#2_T_cell	SARS_CoV2_pos_Severe_#2_neutrophil	SARS_CoV2_pos_Severe_#1_T_cell	SARS_CoV2_pos_Severe_#2_erythroid_lineage_cell	Control_#2_T_cell	Control_#1_T_cell	Control_#3_T_cell	SARS_CoV2_pos_Severe_#2_platelet	SARS_CoV2_pos_Severe_#2_B_cell	SARS_CoV2_pos_Severe_#1_neutrophil	SARS_CoV2_pos_Severe_#2_monocyte	SARS_CoV2_pos_Severe_#1_monocyte	SARS_CoV2_pos_Severe_#1_B_cell	SARS_CoV2_pos_Severe_#1_erythroid_lineage_cell	SARS_CoV2_pos_Mild_monocyte	Control_#3_neutrophil	SARS_CoV2_pos_Mild_B_cell	SARS_CoV2_pos_Severe_#3_T_cell	Control_#1_monocyte	SARS_CoV2_pos_Severe_#1_platelet	Control_#3_monocyte	Control_#2_monocyte	SARS_CoV2_pos_Mild_neutrophil	SARS_CoV2_pos_Mild_erythroid_lineage_cell	Control_#3_erythroid_lineage_cell	Control_#3_B_cell	Control_#2_neutrophil	Control_#3_platelet	Control_#2_B_cell	Control_#1_platelet	Control_#1_neutrophil	SARS_CoV2_pos_Severe_#3_B_cell	Control_#1_B_cell
RPS19BP1	445	361	24	335	22	160	164	134	71	69	2	130	75	41	5	80	1	37	48	74	10	43	34	3	0	0	12	1	3	9	2	0	8	5
NAP1L1	2320	1787	53	1489	42	925	978	700	1181	518	3	874	563	283	1	587	6	256	164	282	234	571	359	2	0	0	101	0	75	69	83	0	32	37
FNBP1	1154	639	89	701	9	520	419	316	6	251	13	198	201	114	1	220	9	112	98	142	0	140	113	6	0	0	25	2	0	37	0	1	31	11
PTMA	15253	12750	67	10580	127	5786	5654	4315	632	3192	13	3925	2810	1902	8	3025	16	1567	1488	2027	228	1829	1753	5	1	2	479	1	74	458	43	5	297	232
USP7	226	202	26	240	146	136	116	96	6	79	9	103	107	76	46	75	4	21	27	91	3	69	46	2	1	4	10	2	1	7	1	3	0	6
GABRD	381	164	16	304	1	155	202	135	1	50	8	41	70	59	0	87	5	39	28	77	1	49	43	1	0	0	11	1	0	21	1	2	6	8
TCEA1	779	700	11	594	128	330	323	266	47	293	4	137	167	141	17	142	0	118	91	105	11	97	71	3	25	16	34	0	2	24	6	1	29	14
SECISBP2	548	393	22	434	27	203	281	168	39	151	13	88	109	92	16	96	2	60	31	75	11	57	59	5	1	0	20	2	3	15	8	0	9	12
H1-2	299	639	14	453	1130	89	72	49	229	180	1	181	79	51	36	20	2	36	45	20	40	18	9	2	9	3	6	0	8	6	12	0	8	1
CCDC157	348	152	26	207	4	145	150	84	0	40	19	41	124	55	1	108	7	25	22	58	1	42	39	7	0	0	10	5	1	8	0	1	7	2
LAMTOR4	869	638	303	508	17	318	326	258	18	128	46	429	360	92	2	361	34	71	86	265	2	245	229	18	0	1	34	10	1	18	1	3	12	14
TUBB4B	268	305	30	269	121	266	125	128	122	51	10	152	133	25	17	152	7	29	33	100	38	93	102	1	2	1	2	0	16	12	9	0	4	4
COMMD6	2805	1805	47	1437	24	1052	848	774	8	416	6	365	342	274	0	467	4	281	252	250	4	301	199	5	2	0	67	4	0	58	0	0	61	24
SRSF10	1072	968	31	893	11	506	499	331	9	329	8	186	213	220	3	208	4	118	77	144	3	110	82	3	1	1	36	0	0	34	0	3	22	16
HBA2	15717	12072	4142	7071	725036	2018	541	5132	4234	762	2914	1994	2902	1159	450645	1334	763	657	888	154	3676	469	188	3676	112113	96140	111	2142	12	33	4	3	177	8
NBR1	524	199	44	280	21	172	227	140	10	34	20	47	116	59	11	122	11	49	45	67	4	38	41	7	0	2	8	3	0	11	0	2	13	7
SUMO2	1909	1469	64	1314	41	705	641	475	91	286	15	453	420	177	4	432	9	181	160	249	33	241	209	5	2	0	37	1	11	36	4	1	36	19
TMEM120B	393	208	36	279	3	193	160	132	28	41	13	79	81	43	0	67	12	40	24	64	12	56	60	0	0	0	8	4	2	11	3	4	10	6
RPL14	17573	13290	59	9105	147	5775	5854	5073	43	2937	6	1588	1346	1538	18	1864	8	1433	1875	1030	2	1222	991	2	1	1	398	1	1	269	0	0	348	148
MSL1	257	113	139	124	5	109	103	86	1	20	43	48	104	31	0	89	21	15	23	53	2	33	47	15	0	0	7	6	0	4	0	3	6	2
FAM120AOS	933	548	78	664	16	377	403	242	12	156	33	136	230	154	6	213	17	91	90	159	0	108	93	14	1	0	18	1	1	31	0	2	29	20
NDUFA4	1841	1743	13	1280	115	674	675	542	183	272	2	615	405	169	24	447	0	127	218	275	46	278	218	1	1	2	34	0	11	31	6	0	40	14
LITAF	886	627	1311	600	16	512	410	322	10	113	445	347	510	74	2	319	256	56	51	150	0	168	158	111	0	5	11	37	0	8	0	41	7	14
ZNF33A	350	148	21	164	2	125	115	104	6	67	3	34	44	48	1	63	9	36	29	22	3	26	28	3	0	0	13	1	0	13	0	3	4	6
TSPYL1	566	347	30	326	16	310	345	244	7	112	3	40	56	63	10	69	2	50	39	50	1	38	37	5	2	2	15	1	1	21	0	0	9	13
SLC35E2B	1331	553	83	692	17	466	514	393	11	143	32	115	194	159	0	191	27	143	89	140	8	116	118	12	0	0	27	5	3	34	2	2	19	28
HMGB1	4257	3270	231	3737	57	1471	1387	1028	270	640	37	616	811	483	14	803	27	384	411	534	161	385	467	34	3	1	71	8	56	106	37	2	73	52
S100A4	5206	6320	3508	5042	51	2612	2115	2359	58	265	295	8862	7357	88	9	4996	143	88	829	3619	6	3207	2595	103	6	8	15	26	0	13	0	15	34	3
LCOR	320	210	82	215	22	137	116	77	21	75	28	115	127	72	4	114	9	47	16	72	3	65	76	10	2	0	7	3	1	6	0	2	10	8
PPIA	3104	3103	21	2505	17	1224	1167	911	147	622	7	730	608	425	5	678	3	317	356	411	23	378	361	2	2	0	83	0	6	73	7	1	85	38
CD55	675	447	502	322	125	294	341	202	33	176	91	559	535	114	18	191	119	96	30	390	6	348	198	25	5	6	23	19	3	34	1	18	15	19
ZNF34	1141	414	64	804	7	451	523	313	0	99	40	122	268	139	1	221	20	119	97	154	0	118	132	6	0	0	31	2	1	24	0	7	23	17
PTPN1	444	429	34	341	5	200	204	159	15	184	5	156	93	118	1	96	3	68	32	69	3	75	55	3	0	0	30	1	0	22	3	0	18	7
XRCC6	673	545	21	513	12	237	232	179	10	108	6	131	159	72	0	201	5	57	71	112	2	74	91	0	0	0	15	0	1	11	1	1	15	7
ZNF605	2395	878	90	1377	8	796	833	562	0	225	45	210	455	267	0	390	24	257	268	305	2	193	245	18	0	1	54	1	0	59	0	5	61	35
NACA	11008	7799	131	6084	373	3695	3895	2879	45	1799	22	2370	1691	1234	100	2342	15	1021	1031	1399	11	1409	1170	6	23	13	273	6	3	195	2	2	194	106
TOMM7	5391	3236	13	3070	49	1660	2500	1542	5	715	5	441	495	513	12	624	2	498	420	520	8	330	281	2	2	0	128	3	2	110	0	0	75	59
ZNF431	693	307	49	423	8	253	252	160	7	102	14	67	126	83	2	151	10	74	75	91	0	74	72	9	0	1	21	0	2	32	0	6	18	7
CD47	789	510	41	602	14	299	294	192	70	103	4	223	148	107	1	120	2	78	88	82	23	70	75	3	0	1	17	0	4	28	11	0	12	12
OR11G2	476	93	47	145	0	122	71	66	0	24	32	49	94	27	0	108	20	49	33	29	0	33	56	6	1	1	4	6	1	8	0	1	5	2
ARHGEF12	141	62	17	87	146	63	55	54	60	23	1	34	48	27	65	35	5	22	12	31	10	22	20	1	10	7	3	0	5	6	3	0	6	4
FLNA	804	600	46	692	10	414	379	347	241	68	15	385	548	38	2	467	7	37	99	308	134	293	245	1	1	0	13	2	46	9	37	1	8	5
CASP4	467	280	88	370	1	159	160	119	45	56	18	138	142	51	0	200	49	58	40	130	13	100	86	28	1	0	9	9	0	14	4	3	7	4
AP2A1	216	112	51	146	86	89	57	37	3	16	16	105	114	35	36	94	8	14	21	50	1	77	48	4	8	6	8	2	1	4	1	0	4	2
WDR45	905	379	47	524	146	425	510	303	7	81	25	122	172	103	43	129	22	87	54	141	7	112	114	5	18	1	23	3	1	31	3	3	14	12
METTL9	383	297	82	255	70	158	138	115	17	43	18	199	317	43	7	198	9	28	40	213	4	126	119	6	14	4	5	1	0	4	2	0	6	3
IGF2R	1264	387	205	719	16	400	417	252	3	84	93	203	374	119	7	283	62	127	142	222	1	132	193	35	3	0	16	15	3	20	0	18	33	19
PCBP2	1567	1297	111	1236	141	777	782	521	34	318	19	403	518	278	60	523	27	185	141	403	9	279	333	10	7	5	61	7	8	49	3	2	52	35
LRP10	459	246	122	300	152	174	218	141	24	67	22	71	99	51	81	98	25	51	62	55	4	51	58	13	4	5	8	6	1	19	4	2	10	6
PELI1	127	224	360	151	10	64	124	46	2	269	80	67	70	107	2	55	55	43	17	79	0	44	68	30	1	0	9	13	1	36	0	12	10	14
ZNF655	457	245	25	300	7	180	184	115	7	90	9	110	138	67	1	126	2	48	42	85	1	50	68	4	1	0	15	1	0	13	1	3	9	7
GSTK1	1139	837	28	808	8	386	429	346	20	95	3	200	181	38	7	222	1	64	158	143	3	108	92	1	4	1	15	0	3	28	2	1	8	3
MYO5A	942	433	70	730	4	422	426	329	7	141	25	168	342	151	1	329	17	79	99	222	1	179	155	10	1	1	34	4	0	27	0	3	19	14
PIGN	4604	2141	75	2818	70	1976	2010	1384	9	695	41	415	578	614	8	611	31	543	284	393	3	306	356	15	1	0	143	2	0	146	0	10	81	76
CDC42SE1	859	327	154	410	7	281	239	173	16	91	27	103	154	72	0	175	30	78	76	50	4	62	56	13	1	0	9	5	1	18	0	3	17	10
RPS26	2785	14689	55	7250	239	8304	4684	3571	18	3135	14	1937	1112	1202	37	541	5	164	2295	756	4	776	1219	2	0	1	224	5	0	401	2	1	363	104
PSAP	322	266	139	248	45	152	155	115	49	96	29	1742	2125	74	20	1860	33	25	30	1686	33	1308	1220	12	2	3	13	9	3	8	4	5	5	8
RPL37A	24775	16085	60	13523	254	8234	9558	6705	57	3767	5	2301	2715	3242	60	3726	4	2458	2321	2127	9	2118	1779	4	12	2	732	0	7	570	5	0	537	343
SPG7	695	274	39	354	3	188	203	127	4	56	14	94	166	87	3	114	3	71	64	78	0	89	62	2	0	0	15	2	1	4	0	3	17	3
S100A6	3695	3886	4465	2515	52	1594	1260	1322	55	387	238	7117	6136	110	3	5213	231	140	480	3813	2	3212	2527	175	3	2	36	62	1	28	0	19	32	6
RPL12	19531	12412	57	11091	202	6279	5714	4603	26	3194	16	1734	1983	2752	100	2627	15	2087	1903	1113	6	1520	1232	8	11	4	506	1	6	410	0	1	417	226
MBP	1132	486	133	660	44	328	311	205	51	69	27	161	140	37	15	183	22	56	98	112	20	95	90	9	12	15	15	5	4	8	10	2	4	10
IRAK4	229	128	28	143	1	67	122	54	9	24	3	32	62	27	0	46	3	25	14	22	5	22	16	3	0	1	8	2	0	4	0	1	5	4
RPS4X	24063	18270	26	9189	238	8152	8693	6458	28	3964	1	2023	1361	1670	20	2603	4	1920	2359	1692	4	1690	1300	0	8	3	631	1	2	496	3	1	469	270
GRK6	361	230	26	207	15	123	133	84	13	46	5	118	116	29	8	86	6	41	47	89	7	40	60	2	3	2	10	2	1	9	0	0	9	6
SFI1	1394	623	150	883	10	562	607	407	12	126	60	181	350	169	3	227	43	116	125	252	4	157	152	12	0	1	39	10	0	25	1	11	15	13
MIER1	609	410	100	434	18	248	217	169	13	102	19	137	141	78	1	122	8	35	44	90	1	73	59	14	0	1	11	1	1	19	1	1	4	2
RPL23A	24177	18533	27	13563	268	8089	9545	7889	19	4824	2	1884	1632	3269	50	2511	2	2496	2394	1387	5	1529	1237	4	8	6	741	0	0	505	1	0	561	344
UBL5	1563	1048	220	910	261	554	533	408	144	181	24	445	380	117	110	396	24	99	158	292	27	230	234	5	8	17	27	3	11	28	7	1	25	15
HELZ	405	324	12	388	27	207	192	137	3	62	2	69	145	46	8	123	4	29	28	85	5	55	70	3	0	0	9	1	2	9	0	1	6	5
ITSN2	426	251	64	280	4	158	144	118	7	178	15	135	210	148	1	163	7	81	22	117	2	104	115	5	0	1	21	2	0	23	0	6	10	7
OGA	674	471	106	485	58	337	338	243	5	156	20	99	120	127	11	104	25	93	42	57	0	63	60	10	0	1	26	1	0	27	0	2	13	13
YTHDF2	297	245	13	188	5	112	108	84	10	51	3	72	82	32	0	98	3	30	23	43	4	34	29	1	0	0	9	0	2	6	1	0	5	4
ATL1	4972	2292	557	3185	40	2000	2238	1538	41	648	235	655	1345	723	4	984	139	521	399	847	9	633	615	57	5	2	156	29	4	131	0	19	107	73
TLK1	487	276	30	296	5	177	154	104	195	84	6	46	54	68	2	40	2	57	37	32	73	24	31	3	0	0	21	1	16	13	22	0	6	4
BAZ1A	511	362	137	313	11	190	182	129	7	72	21	111	137	44	3	168	22	41	40	102	2	78	63	12	0	0	7	3	0	18	0	8	4	1
MDM4	777	546	50	533	14	355	341	220	6	240	36	163	231	249	3	199	12	138	80	182	0	98	121	8	0	0	36	6	0	43	0	5	26	17
CALM1	5548	4812	443	4217	98	2560	2205	1894	547	705	31	1162	691	390	11	621	28	246	565	428	101	341	371	13	0	0	81	12	36	82	35	0	70	31
MT-CO2	38436	32873	765	36846	465	14527	19834	19097	970	8434	344	12082	16863	9620	353	10199	247	5172	4115	8990	500	9115	5601	35	24	47	1840	37	294	1158	124	16	1147	945
MT-CYB	24023	21110	496	27233	293	11006	16592	15649	633	5481	271	7256	10293	6247	188	4390	272	2476	2830	4987	362	4968	2835	16	12	71	1248	34	188	666	73	38	685	758
MT-ND2	11909	10665	333	12073	219	6834	8719	8593	904	2951	281	4883	7567	3363	134	3959	243	1262	941	3651	488	4233	2598	42	14	42	730	48	293	409	146	26	245	403
MT-ND5	7139	5033	78	4540	101	2899	3514	4047	151	1325	43	1695	2150	1069	118	2050	48	898	852	1419	60	1589	963	9	7	41	276	8	32	162	20	6	213	153
MT-CO1	36799	31108	631	28094	900	13325	15583	20410	1489	7879	92	14089	19740	6171	1039	12202	185	4768	4217	11218	637	12096	6748	14	83	339	1784	18	278	916	115	15	1260	703
HMGN2	1625	1460	22	1244	26	534	413	382	7	238	4	255	237	142	3	377	4	140	138	166	4	137	153	6	1	1	28	2	0	33	0	0	32	16
UBE2J1	199	281	188	172	8	75	103	117	63	132	20	467	378	66	0	140	30	51	33	224	12	173	112	9	0	0	16	0	3	10	9	3	7	23
MT-ND3	34158	17278	532	24753	205	11777	22691	19028	298	4614	272	6784	14281	7491	120	8310	205	4749	3327	8759	320	8878	5499	17	13	57	2212	53	145	988	70	25	1110	1160
SELENOT	365	352	78	311	20	170	153	129	79	84	9	138	139	75	3	153	12	33	38	90	25	73	62	5	0	0	12	0	8	16	5	0	14	12
R3HDM4	249	178	192	205	170	73	93	67	88	52	52	31	56	12	73	61	55	31	27	27	26	28	23	18	26	18	1	12	6	8	13	6	4	5
RUNDC1	1032	289	60	521	7	302	302	213	0	86	17	81	243	115	1	223	8	123	125	133	0	72	60	8	1	0	18	2	1	26	0	1	38	11
MT-ND4	23258	19977	634	19117	282	9848	11803	14844	680	5543	214	7523	8921	5251	232	5931	381	2924	2895	5323	329	6826	3772	16	25	64	1383	41	224	682	85	23	845	706
MT-ND1	19415	13741	500	18939	178	8636	11747	10766	377	3809	324	6003	10817	4770	172	6340	214	2106	1094	6100	262	5465	4202	58	14	38	1019	55	138	594	41	36	325	567
CAPZA2	432	330	226	334	39	157	138	120	159	81	25	369	342	63	7	279	28	39	47	205	72	156	161	19	1	0	7	2	19	8	10	4	9	6
MT-ATP6	30362	35003	701	35783	430	15215	20730	22009	1137	9465	212	12489	13990	8700	328	6394	302	3603	4238	7505	639	8341	4702	22	20	71	1918	50	367	906	139	35	1210	1026
TOP1	552	404	75	403	927	212	205	210	113	122	28	210	219	97	186	197	23	71	69	132	28	84	113	10	24	51	20	4	1	15	5	4	18	5
RPL39	34798	23069	294	19711	292	12285	13506	10098	35	5863	65	3089	3468	4411	49	4956	40	3642	3217	2867	5	2945	2536	16	14	5	1023	7	2	777	1	3	747	530
MT-CO3	47279	37531	1196	43094	641	16933	26799	21458	1078	9565	238	12468	19609	10452	499	10456	340	5527	4818	9956	716	8064	5478	13	30	88	2116	43	205	1210	116	68	1436	1302
PJA2	432	368	154	295	14	166	198	156	28	125	23	173	209	105	1	184	23	58	50	95	3	99	109	16	0	0	13	5	3	14	2	2	10	6
E2F3P2	388	145	18	195	1	117	136	91	0	48	8	25	71	47	2	79	5	46	49	43	0	17	26	2	1	0	11	2	1	9	1	1	11	8
CARD16	421	315	194	303	3	159	134	91	48	40	11	432	290	21	0	400	20	30	41	232	4	169	175	37	0	0	8	4	1	8	1	0	5	2
MBD5	320	141	29	126	19	125	110	89	15	39	10	40	38	31	8	34	5	30	22	22	3	27	20	2	1	1	12	1	0	14	1	0	4	4
HLA-E	1298	996	342	686	14	570	747	516	191	208	84	253	212	84	1	186	48	115	68	224	52	154	124	33	0	1	27	8	33	33	19	8	11	18
RACK1	8337	6015	39	4884	94	2369	2885	2119	43	1530	5	1181	1233	1144	14	1539	3	920	803	996	6	922	745	3	4	1	229	0	1	195	1	1	159	103
ATXN2	677	226	63	350	7	274	222	194	16	37	22	59	150	79	2	150	16	73	56	85	2	61	60	7	0	1	20	3	0	21	1	3	14	5
FBXO48	2706	1034	203	1436	21	783	875	570	10	286	59	290	482	251	5	506	43	252	297	251	0	198	257	33	0	1	44	17	5	53	1	15	87	37
PRR13	698	486	149	429	9	272	191	205	20	106	22	230	224	60	2	277	27	78	79	150	6	106	141	13	1	0	24	2	0	18	0	2	27	9
SAMD9	440	197	42	221	135	129	100	89	4	27	11	37	51	37	24	117	5	34	32	34	0	13	30	15	9	5	9	4	0	3	0	4	6	2
TMSB4X	45069	33115	3863	24639	563	16281	15042	12077	10808	4260	382	15389	10438	2692	29	11392	288	2706	4643	8316	3171	7363	6010	302	16	12	524	81	1304	602	967	27	621	335
HMGN1	1572	1093	9	1008	6	505	472	344	90	286	2	90	139	203	0	155	1	186	206	100	64	112	97	4	0	0	38	3	10	40	7	1	41	15
C21orf62	1694	804	134	1131	17	684	789	506	3	190	69	198	402	225	3	338	26	180	137	315	1	223	229	11	1	0	55	1	0	57	1	11	30	25
HBA1	5869	9601	3845	2033	929017	907	336	1949	4363	484	931	1244	792	339	244837	338	253	255	776	59	1369	140	43	1415	66024	45863	23	863	18	12	7	0	132	7
HLA-E-1	3658	1865	404	2557	15	1703	1121	1026	292	346	104	851	865	359	1	731	54	356	354	365	197	340	491	46	0	1	73	12	43	81	23	8	56	24
MT-ND4L	1465	841	48	1043	32	628	715	846	28	347	22	403	734	438	28	515	49	264	130	481	20	543	394	8	2	6	118	9	23	57	9	1	59	50
RBM22P2	1013	492	79	784	6	516	581	389	1	109	43	130	254	131	0	244	27	110	88	194	2	124	112	5	0	0	35	8	0	20	0	6	25	23
ARL2	385	199	8	203	5	120	108	73	28	32	3	41	63	41	1	64	1	50	57	34	8	35	40	4	0	0	8	1	2	3	3	2	20	3
PPP1CB	754	545	162	549	176	312	363	274	28	78	16	254	263	73	79	263	23	42	57	235	3	161	129	7	27	10	4	4	1	15	4	5	11	5
RPS29	42451	16855	68	21084	166	13818	13653	8485	35	3436	9	1297	2155	3625	49	3196	5	3910	4303	1644	10	1435	1515	5	6	0	726	3	3	762	3	1	772	438
ITGA1	2613	664	87	1193	15	554	579	386	1	104	54	139	424	194	9	418	17	264	296	207	0	131	147	8	0	0	31	2	1	42	0	4	67	10
FIS1	553	461	22	313	459	207	224	174	31	78	5	120	101	52	153	116	5	56	49	87	8	67	81	2	20	14	16	1	1	9	0	0	15	4
MS4A4E	647	347	63	393	6	357	474	282	6	103	30	131	177	109	3	170	17	62	19	179	3	143	145	11	0	0	32	1	6	26	4	4	9	21
DDX3X	1646	1122	307	678	123	965	889	654	39	438	45	363	333	178	40	384	57	132	120	290	14	239	255	28	5	10	61	15	0	55	0	16	32	31
FNIP1	219	234	145	174	11	113	86	65	14	108	39	153	161	68	1	134	17	34	23	86	0	67	82	6	0	0	14	2	0	13	0	2	14	3
CKLF	470	376	297	295	2	184	146	158	9	23	17	240	213	24	0	217	17	20	58	135	3	105	100	11	0	0	5	1	0	4	0	4	3	2
RNASEK	408	317	331	231	17	164	224	153	53	112	52	407	317	66	1	403	37	71	46	226	8	172	231	16	0	0	16	7	3	11	7	9	9	3
VAMP2	953	925	137	692	14	507	638	448	9	245	33	129	114	111	4	127	21	74	90	107	4	69	87	16	1	0	29	5	0	32	0	5	20	15
PPP3R1	152	120	56	119	89	67	69	50	63	22	10	55	62	31	27	55	3	19	9	51	20	37	36	8	10	20	4	1	2	9	3	1	3	3
PPP2R2A	256	194	62	188	26	136	99	92	7	61	19	78	79	44	2	75	9	33	19	64	3	54	52	3	1	1	10	5	0	11	0	1	8	2
UBA52	11764	9351	364	6975	2183	4421	4551	3687	139	2350	72	2370	2239	1505	592	2378	45	1158	1112	1553	28	1445	1309	31	131	109	346	16	4	277	3	5	245	154
WHAMMP1	314	193	13	141	7	110	157	93	34	43	0	33	43	28	1	50	3	23	16	37	8	40	28	0	0	0	9	0	1	5	1	1	7	4
HLA-B-1	3540	1219	151	701	2	1655	687	709	44	199	22	211	285	109	0	1111	39	372	63	132	18	329	653	61	1	0	48	16	10	101	7	13	12	14
TMSB4XP4	1264	475	30	756	8	314	236	145	59	35	3	102	294	78	0	311	0	60	230	134	113	120	117	7	0	0	4	1	17	12	7	1	29	5
HLA-B-2	3009	645	170	2772	5	117	1588	1484	82	156	99	289	1285	457	1	995	67	289	63	772	81	603	23	46	2	2	82	1	17	8	5	10	10	36
HLA-E-2	1543	1133	347	777	14	737	915	596	194	228	87	374	227	90	1	271	48	147	82	292	58	186	136	36	0	1	27	8	33	33	19	8	13	20
MTND2P28	144	94	2	139	6	82	131	93	20	30	2	37	97	64	1	51	3	21	8	48	11	59	38	1	0	1	11	2	6	7	2	3	7	8
HLA-DQA1-2	2266	1109	86	1562	28	963	1175	700	1	1126	53	506	577	368	6	457	17	226	154	685	3	261	694	5	0	1	76	1	0	229	2	3	127	121
MTND1P23	1462	8775	287	938	128	281	313	237	281	2872	10	5149	725	193	6	445	5	152	1656	164	19	119	112	0	1	0	24	3	3	21	3	0	534	23
HLA-A-3	6340	1236	194	3798	51	998	1302	1155	225	175	103	317	977	408	19	1500	56	517	219	502	146	363	166	102	5	2	65	13	20	36	17	8	29	31
MT-ATP8	741	386	9	574	5	297	461	336	36	93	5	130	365	188	16	293	6	144	63	229	20	160	141	1	0	0	36	3	9	24	3	1	27	17
OST4	2458	1720	90	1422	340	844	863	730	1066	305	12	404	561	216	130	439	11	167	261	250	362	274	205	3	33	13	42	4	137	35	96	1	37	19
HLA-B-3	2855	551	154	3135	5	65	1296	1008	70	120	109	228	1225	503	1	839	69	280	53	603	89	416	10	46	2	2	82	1	17	4	5	10	6	43
RPL41	50663	35425	324	28697	982	17722	19529	15581	158	8937	82	5159	5090	6243	391	6690	68	5123	5144	3816	48	4102	3367	19	48	26	1532	26	13	1155	6	8	1119	651
PET100	801	509	63	551	127	326	315	217	50	84	4	184	237	69	11	230	4	77	96	173	13	121	121	3	0	1	11	1	2	12	5	1	19	5
CEACAM22P	618	348	81	569	11	325	340	213	9	97	45	92	181	69	1	177	18	74	59	107	3	77	103	15	0	0	21	3	0	15	0	5	16	18
TMA7	3733	2522	236	2763	110	1615	1634	1205	98	399	29	555	623	311	35	621	40	232	356	506	25	416	366	20	9	4	57	8	8	66	8	5	58	41
GPX1	356	350	82	212	2230	117	104	106	3214	110	11	1143	1285	55	428	883	4	67	41	736	999	505	583	4	59	81	11	0	279	12	236	0	18	4
RPS28	31762	20218	95	15949	309	10655	11158	8471	36	4842	16	2628	2771	3206	66	4268	12	2926	2833	2329	6	2348	2092	7	9	1	711	2	3	557	1	2	545	370
FAM133B	1540	1053	155	1146	27	597	661	452	5	271	52	375	477	225	7	423	33	161	117	324	1	247	248	4	1	1	51	4	0	29	0	8	40	22
HLA-B-5	2737	875	151	644	2	734	2123	629	50	186	25	251	243	79	0	903	37	292	88	1216	17	298	198	56	1	0	51	13	10	28	18	13	6	47
SMIM27	301	162	46	166	6	113	96	79	38	27	3	23	27	23	9	18	14	27	22	13	12	19	21	5	1	0	3	1	2	3	4	1	5	3
HLA-A-6	6467	1236	194	3798	51	998	1302	1155	225	175	103	317	977	408	19	1566	56	517	219	502	146	363	166	102	5	2	65	13	20	36	17	8	29	31
SLFN14	519	195	34	318	61	221	165	157	16	41	18	39	99	56	22	96	7	57	110	44	16	35	44	4	2	3	3	0	2	7	0	2	34	12
HLA-DQA1-4	2237	968	86	1533	28	812	1042	684	1	92	48	281	524	336	6	435	17	213	145	235	3	261	98	5	0	1	65	1	0	10	2	3	4	4
SHISA9	245	100	40	146	6	86	108	56	1	62	16	28	68	53	0	51	17	51	21	39	2	23	40	2	2	0	13	5	1	13	0	1	10	5
ADSL	1037	419	28	540	6	290	269	210	11	83	14	89	200	82	0	158	11	104	122	89	0	70	64	5	0	0	12	2	0	22	0	1	28	9
L1TD1	1504	640	98	961	9	593	633	380	2	167	54	198	377	190	3	283	32	175	168	222	0	140	143	13	0	2	52	8	0	56	1	5	54	22
ATP5MF	865	742	19	684	141	299	273	203	37	105	2	378	277	83	65	345	0	71	128	196	9	200	144	1	2	4	14	0	1	15	1	0	18	6
ARPC4	593	564	81	552	17	250	234	191	171	89	17	315	298	80	7	248	17	72	66	185	54	153	136	4	2	4	17	3	12	23	13	0	16	7
MRPL33	440	336	17	357	9	215	192	147	7	61	5	105	129	61	4	154	2	33	54	99	0	72	53	3	1	0	9	1	0	10	0	1	10	2
MICAL3	848	427	47	576	22	472	445	323	3	148	37	107	185	181	3	131	18	129	66	146	0	122	122	10	1	0	46	1	1	51	0	3	24	23
STMP1	402	312	30	234	392	145	153	113	99	80	3	195	156	24	85	188	7	43	47	113	26	92	80	4	31	20	5	0	7	14	7	0	7	5
HBB	23366	19849	10813	7451	1895218	3198	638	9295	13172	1310	5068	4166	2965	2004	572811	1421	1204	1012	2517	218	4331	656	163	5136	189278	161218	130	2357	29	29	7	9	425	17
N4BP2L2	2777	1424	126	1399	42	852	972	693	6	436	25	316	349	301	14	390	23	252	195	248	2	194	163	21	1	0	56	4	1	53	0	4	48	30
ZNF585B	881	296	65	459	8	251	274	181	1	64	26	79	207	79	2	168	16	91	97	80	0	52	78	6	0	0	15	2	1	16	0	6	18	11
MTATP6P1	5970	6247	95	7784	86	6068	10061	8807	242	1866	42	2498	2682	1931	74	1319	85	683	238	3369	118	2992	1583	4	2	29	705	12	131	369	69	8	75	489
FMN1	1674	635	93	931	12	554	604	421	3	145	51	173	317	196	5	308	44	174	137	178	0	184	171	20	0	1	37	7	1	41	0	5	32	31
BRK1	654	450	83	441	40	204	175	173	140	81	3	262	261	63	12	284	3	90	69	194	42	149	133	3	6	5	23	1	10	13	5	0	16	10
CHMP1B	318	261	59	209	26	163	189	115	10	78	16	134	136	72	0	146	7	34	18	88	3	74	72	15	1	1	10	4	0	12	1	2	6	4
CUX1	231	156	57	100	8	80	75	53	26	38	8	185	231	27	0	204	11	18	16	134	13	126	135	5	0	1	6	0	1	6	2	3	2	4
CHURC1	1018	637	82	600	35	288	335	230	19	93	8	161	147	93	5	145	18	78	89	95	7	94	62	6	0	0	17	1	4	12	1	1	6	12
HMGB1P6	471	359	22	498	9	161	127	113	45	31	5	61	121	47	2	105	4	44	37	61	39	50	66	4	2	1	5	0	12	10	5	0	4	3
PLA2G10CP	548	271	53	416	7	285	328	225	0	85	24	87	161	112	0	127	14	77	42	94	0	81	86	7	0	0	14	3	1	30	0	1	10	9
CCPG1	229	95	101	139	14	75	75	55	108	30	15	129	122	27	2	87	23	25	15	58	29	54	51	9	0	0	5	6	7	5	6	6	1	1
